blind_proposal_id,audit_item_id,reference_question,generated_questions_json,judge_1_status,judge_1_closest,judge_1_reason_cn,judge_2_status,judge_2_closest,judge_2_reason_cn
judgment-0121,audit-0022,男子反复转动渔轮的直接目标是什么？,"[{""generated_id"": ""audit-0022-g01"", ""question"": ""[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.""}, {""generated_id"": ""audit-0022-g02"", ""question"": ""[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.""}]",partial,audit-0022-g01,生成题明确男子反复转动渔轮及其导致的竿弯状态，却没有追问收线动作的直接目标。,absent,audit-0022-g01,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“男子反复转动渔轮的直接目标是什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0129,audit-0024,男子抛动橙色绳索后绳圈落在身体哪一侧？,"[{""generated_id"": ""audit-0024-g01"", ""question"": ""[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.""}, {""generated_id"": ""audit-0024-g02"", ""question"": ""[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.""}, {""generated_id"": ""audit-0024-g03"", ""question"": ""[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.""}]",partial,audit-0024-g01,生成题明确绳索绕在左前臂并判断绕动方向，触及身体侧别，但没有抛绳后绳圈落点。,absent,audit-0024-g01,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“男子抛动橙色绳索后绳圈落在身体哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0132,audit-0024,男子手中的橙色绳索是否逐渐展开？,"[{""generated_id"": ""audit-0024-g01"", ""question"": ""[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.""}, {""generated_id"": ""audit-0024-g02"", ""question"": ""[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.""}, {""generated_id"": ""audit-0024-g03"", ""question"": ""[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.""}]",partial,audit-0024-g01,生成题追踪绳索的环绕操作，属于绳索形态变化，但没有判断是否随过程逐渐展开。,absent,audit-0024-g01,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“男子手中的橙色绳索是否逐渐展开？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0134,audit-0025,车辆下坡进入停车区后是否改变行驶方向？,"[{""generated_id"": ""audit-0025-g01"", ""question"": ""[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.""}, {""generated_id"": ""audit-0025-g02"", ""question"": ""[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.""}]",partial,audit-0025-g01,生成题描述车辆沿弯曲坡道上行，涉及车辆在坡道上的方向变化，但未覆盖下坡进入停车区后的实际改向。,absent,audit-0025-g01,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“车辆下坡进入停车区后是否改变行驶方向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0138,audit-0025,白色围墙在转弯前位于车辆哪一侧？,"[{""generated_id"": ""audit-0025-g01"", ""question"": ""[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.""}, {""generated_id"": ""audit-0025-g02"", ""question"": ""[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.""}]",direct,audit-0025-g01,生成题明确车辆沿弯曲坡道行驶时实心白墙位于画面左侧，覆盖转弯前白墙相对车辆的侧向位置。,partial,audit-0025-g01,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“白色围墙在转弯前位于车辆哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0139,audit-0026,游泳者朝相机靠近时距离如何变化？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]",direct,audit-0026-g01,生成题直接判断女子运动是靠近还是远离相机，覆盖游泳者靠近相机时距离减小的核心关系。,partial,audit-0026-g01,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者朝相机靠近时距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0140,audit-0026,游泳者主要面向相机还是背向相机？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]",partial,audit-0026-g02,生成题描述女子持续向相机前游并以接触持相机者双手为目标，但没有直接判断身体主要面向还是背向相机。,absent,audit-0026-g01,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者主要面向相机还是背向相机？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0141,audit-0026,伸手动作发生在游到近处之前还是之后？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]",direct,audit-0026-g02,生成题把伸向持相机者双手的最终动作置于持续向前游近之后，实质覆盖伸手与到达近处的时间关系。,partial,audit-0026-g02,"生成题 audit-0026-g02 询问：“[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? [Options] A) To swim to the edge of the pool on the right. B) To reach the hands of the person holding the camera. C) To turn around and swim back to where she started. D) To dive under the person holding the camera.”；参考题询问：“伸手动作发生在游到近处之前还是之后？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0142,audit-0026,游泳者从远处接近相机时是否一直面向相机？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]",partial,audit-0026-g01,生成题全程追踪女子向相机靠近，但没有判断她在这段期间是否始终保持面向相机。,absent,audit-0026-g01,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者从远处接近相机时是否一直面向相机？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0143,audit-0026,游泳者与相机之间的距离如何变化？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]",direct,audit-0026-g01,生成题明确要求比较女子运动时与相机的距离，直接覆盖二者距离随接近而减小。,partial,audit-0026-g01,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者与相机之间的距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0156,audit-0028,男子的手势是面向相机还是面向海面？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]",partial,audit-0028-g01,生成题判断手部相对身体的运动方向，却没有确定手势总体朝相机还是朝海面。,absent,audit-0028-g01,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“男子的手势是面向相机还是面向海面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0161,audit-0029,道路两侧主要分布着什么？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]",partial,audit-0029-g01,生成题具体提到道路左侧树木、围栏边马、玉米地和远处建筑，覆盖道路两侧环境但没有概括主要分布物。,absent,audit-0029-g01,"生成题 audit-0029-g01 询问：“[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.”；参考题询问：“道路两侧主要分布着什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0164,audit-0030,狗与右侧栏杆的距离如何变化？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]",direct,audit-0030-g01,生成题直接比较狗由靠近右侧栏杆移动到靠近左侧围栏的过程，覆盖其与右栏杆距离增大的变化。,partial,audit-0030-g01,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗与右侧栏杆的距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0167,audit-0030,狗与右侧栏杆的距离如何变化？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]",direct,audit-0030-g01,生成题明确狗从靠近右栏杆的一侧横移到左侧围栏，直接给出与右栏杆距离如何变化。,partial,audit-0030-g01,"生成题 audit-0030-g01 询问：“[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.”；参考题询问：“狗与右侧栏杆的距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0170,audit-0031,人与岸线之间的距离如何变化？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]",partial,audit-0031-g01,生成题以海岸和海滩为地标判断转向后的行进方向，触及岸线距离关系但没有追踪实际距离变化。,absent,audit-0031-g01,"生成题 audit-0031-g01 询问：“[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.”；参考题询问：“人与岸线之间的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0174,audit-0031,骑手通过调整身体姿势达到什么即时目标？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]",absent,audit-0031-g01,生成题没有身体姿势调整或其即时目标。,partial,audit-0031-g01,"生成题 audit-0031-g01 询问：“[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.”；参考题询问：“骑手通过调整身体姿势达到什么即时目标？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0176,audit-0032,蓝队传中后球先到绿队球员还是守门员附近？,"[{""generated_id"": ""audit-0032-g01"", ""question"": ""[Fill-in-the-Blank] From the goalkeeper's point of view, the final shot on goal travels wide to his ____ side.""}, {""generated_id"": ""audit-0032-g02"", ""question"": ""[Single-Choice] If the green defender had not intercepted the high ball at 0:03, which blue player's path put them in the best position to receive it directly? [Options] A) The player wearing number 6, who was running towards the goal. B) The player who eventually took the final shot from the edge of the box. C) The player who made the initial long kick from midfield. D) The player standing furthest to the left from the camera's perspective.""}]",partial,audit-0032-g02,生成题明确高球先被绿队防守者截下，覆盖球先到绿队一方的事实，但未直接与守门员附近作二选一比较。,direct,audit-0032-g02,"生成题 audit-0032-g02 询问：“[Single-Choice] If the green defender had not intercepted the high ball at 0:03, which blue player's path put them in the best position to receive it directly? [Options] A) The player wearing number 6, who was running towards the goal. B) The player who eventually took the final shot from the edge of the box. C) The player who made the initial long kick from midfield. D) The player standing furthest to the left from the camera's perspective.”；参考题询问：“蓝队传中后球先到绿队球员还是守门员附近？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0187,audit-0034,方向盘位于驾驶室画面的哪一侧？,"[{""generated_id"": ""audit-0034-g01"", ""question"": ""[Fill-in-the-Blank] During the pan across the dashboard, the top rim of the steering wheel temporarily occludes the view of the ________.""}, {""generated_id"": ""audit-0034-g02"", ""question"": ""[True/False] From the perspective of a person sitting in the driver's seat, the radio controls are located to the right of the steering wheel.""}]",partial,audit-0034-g02,生成题以驾驶者视角判断收音机在方向盘右侧，覆盖方向盘的舱内参照关系，但没有直接问它位于画面哪侧。,direct,audit-0034-g02,"生成题 audit-0034-g02 询问：“[True/False] From the perspective of a person sitting in the driver's seat, the radio controls are located to the right of the steering wheel.”；参考题询问：“方向盘位于驾驶室画面的哪一侧？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0191,audit-0035,传中球到达门前后哪队球员先触球？,"[{""generated_id"": ""audit-0035-g01"", ""question"": ""[True/False] At the exact moment the second shot is taken by the player in yellow (around 0:11), the goalkeeper is positioned on the ground between the shooter and the goal line.""}, {""generated_id"": ""audit-0035-g02"", ""question"": ""[True/False] At the exact moment the final goal is scored, there are more players in white jerseys than players in yellow jerseys positioned inside the 6-yard box (the smaller rectangle).""}, {""generated_id"": ""audit-0035-g03"", ""question"": ""[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.""}, {""generated_id"": ""audit-0035-g04"", ""question"": ""[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.""}, {""generated_id"": ""audit-0035-g05"", ""question"": ""[True/False] At the exact moment the final goal is scored, there are more players in white jerseys than players in yellow jerseys positioned inside the 6-yard box (the smaller rectangle).""}, {""generated_id"": ""audit-0035-g06"", ""question"": ""[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.""}]",partial,audit-0035-g03,生成题追踪黄队从右路传中时队友位置及之后首射和进球者角色，但未明确传中到门前后哪队先触球。,absent,audit-0035-g03,"生成题 audit-0035-g03 询问：“[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.”；参考题询问：“传中球到达门前后哪队球员先触球？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0192,audit-0035,球在门前混战中是否改变方向？,"[{""generated_id"": ""audit-0035-g01"", ""question"": ""[True/False] At the exact moment the second shot is taken by the player in yellow (around 0:11), the goalkeeper is positioned on the ground between the shooter and the goal line.""}, {""generated_id"": ""audit-0035-g02"", ""question"": ""[True/False] At the exact moment the final goal is scored, there are more players in white jerseys than players in yellow jerseys positioned inside the 6-yard box (the smaller rectangle).""}, {""generated_id"": ""audit-0035-g03"", ""question"": ""[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.""}, {""generated_id"": ""audit-0035-g04"", ""question"": ""[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.""}, {""generated_id"": ""audit-0035-g05"", ""question"": ""[True/False] At the exact moment the final goal is scored, there are more players in white jerseys than players in yellow jerseys positioned inside the 6-yard box (the smaller rectangle).""}, {""generated_id"": ""audit-0035-g06"", ""question"": ""[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.""}]",partial,audit-0035-g01,生成题区分第二次射门与最终进球并定位门前球员，涉及多阶段门前进攻，但没有判断球是否在混战中改变方向。,absent,audit-0035-g01,"生成题 audit-0035-g01 询问：“[True/False] At the exact moment the second shot is taken by the player in yellow (around 0:11), the goalkeeper is positioned on the ground between the shooter and the goal line.”；参考题询问：“球在门前混战中是否改变方向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
