blind_proposal_id,audit_item_id,reference_question,generated_questions_json
judgment-0140,audit-0026,游泳者主要面向相机还是背向相机？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]"
judgment-0141,audit-0026,伸手动作发生在游到近处之前还是之后？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]"
judgment-0142,audit-0026,游泳者从远处接近相机时是否一直面向相机？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]"
judgment-0143,audit-0026,游泳者与相机之间的距离如何变化？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]"
judgment-0144,audit-0026,游泳者到达近处前采用了什么泳姿？,"[{""generated_id"": ""audit-0026-g01"", ""question"": ""[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background?\n[Options]\nA) She moves away from the blue structure and away from the camera.\nB) She moves towards the blue structure and towards the camera.\nC) She moves towards the camera but her distance from the blue structure remains constant.\nD) She moves towards the camera while moving away from the blue structure.""}, {""generated_id"": ""audit-0026-g02"", ""question"": ""[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? \n[Options]\nA) To swim to the edge of the pool on the right.\nB) To reach the hands of the person holding the camera.\nC) To turn around and swim back to where she started.\nD) To dive under the person holding the camera.""}, {""generated_id"": ""audit-0026-g03"", ""question"": ""[True/False] Throughout the woman's approach towards the camera, the other two people in the pool remain on the right side of the video frame.""}]"
judgment-0145,audit-0027,镜头先展示墙上镜子还是桌面灯具？,"[{""generated_id"": ""audit-0027-g01"", ""question"": ""[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.""}, {""generated_id"": ""audit-0027-g02"", ""question"": ""[True/False] Based on the final spatial arrangement, if the white door on the left were to swing fully inward, it would collide with the white table.""}]"
judgment-0146,audit-0027,点亮的圆柱灯位于白色花瓶哪一侧？,"[{""generated_id"": ""audit-0027-g01"", ""question"": ""[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.""}, {""generated_id"": ""audit-0027-g02"", ""question"": ""[True/False] Based on the final spatial arrangement, if the white door on the left were to swing fully inward, it would collide with the white table.""}]"
judgment-0147,audit-0027,手指接近灯口时灯的状态是否改变？,"[{""generated_id"": ""audit-0027-g01"", ""question"": ""[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.""}, {""generated_id"": ""audit-0027-g02"", ""question"": ""[True/False] Based on the final spatial arrangement, if the white door on the left were to swing fully inward, it would collide with the white table.""}]"
judgment-0148,audit-0027,镜头先展示镜子还是先展示发光装饰灯？,"[{""generated_id"": ""audit-0027-g01"", ""question"": ""[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.""}, {""generated_id"": ""audit-0027-g02"", ""question"": ""[True/False] Based on the final spatial arrangement, if the white door on the left were to swing fully inward, it would collide with the white table.""}]"
judgment-0149,audit-0027,圆柱灯相对花瓶和相框位于哪里？,"[{""generated_id"": ""audit-0027-g01"", ""question"": ""[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.""}, {""generated_id"": ""audit-0027-g02"", ""question"": ""[True/False] Based on the final spatial arrangement, if the white door on the left were to swing fully inward, it would collide with the white table.""}]"
judgment-0150,audit-0027,手指接触灯顶后灯光状态是否改变？,"[{""generated_id"": ""audit-0027-g01"", ""question"": ""[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.""}, {""generated_id"": ""audit-0027-g02"", ""question"": ""[True/False] Based on the final spatial arrangement, if the white door on the left were to swing fully inward, it would collide with the white table.""}]"
judgment-0151,audit-0028,男子从远处走近后主要朝哪个方向手势示意？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]"
judgment-0152,audit-0028,他与相机之间的距离如何变化？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]"
judgment-0153,audit-0028,他先停止行走还是先举起双手？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]"
judgment-0154,audit-0028,男子在走向镜头前手里拿着什么？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]"
judgment-0155,audit-0028,男子停下后主要做了什么动作？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]"
judgment-0156,audit-0028,男子的手势是面向相机还是面向海面？,"[{""generated_id"": ""audit-0028-g01"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}, {""generated_id"": ""audit-0028-g02"", ""question"": ""[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.""}]"
judgment-0157,audit-0029,道路相对两侧牧场的位置是否保持居中？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]"
judgment-0158,audit-0029,镜头是在经过牛群之前还是之后进入较直的路段？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]"
judgment-0159,audit-0029,牛群主要位于道路的哪一侧？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]"
judgment-0160,audit-0029,镜头从农田转向道路发生在看到马之前还是之后？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]"
judgment-0161,audit-0029,道路两侧主要分布着什么？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]"
judgment-0162,audit-0029,观察者的影子在道路上朝哪个方向延伸？,"[{""generated_id"": ""audit-0029-g01"", ""question"": ""[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.""}, {""generated_id"": ""audit-0029-g02"", ""question"": ""[Single-Choice] The camera first pans across the landscape from left to right, then pans back left before moving forward along the road. What is the most likely spatial goal of this sequence of actions? [Options] A) To get a closer view of the brown horse by the fence. B) To establish the surrounding environment before proceeding on the path. C) To turn around and leave the area. D) To locate a gate to enter the field on the left.""}, {""generated_id"": ""audit-0029-g03"", ""question"": ""[Single-Choice] As the camera moves forward along the road (0:24-0:36), from the camera's perspective, how does the apparent position of the brown horse grazing by the fence change relative to the distant buildings behind the cornfield? [Options] A) It appears to move from left to right across the background buildings. B) It remains stationary in front of the same background building. C) It appears to move from right to left across the background buildings. D) It disappears behind the green field on the left.""}, {""generated_id"": ""audit-0029-g04"", ""question"": ""[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.""}]"
judgment-0163,audit-0030,狗先远离相机还是先返回相机附近？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]"
judgment-0164,audit-0030,狗与右侧栏杆的距离如何变化？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]"
judgment-0165,audit-0030,狗跑远时是否短暂离开清晰可见范围？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]"
judgment-0166,audit-0030,狗先沿栈道远离相机还是先转向栏杆？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]"
judgment-0167,audit-0030,狗与右侧栏杆的距离如何变化？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]"
judgment-0168,audit-0030,狗在远处变小后是否仍可被持续追踪？,"[{""generated_id"": ""audit-0030-g01"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}, {""generated_id"": ""audit-0030-g02"", ""question"": ""[Single-Choice] Between 0:08 and 0:13, the dog crosses from the camera's right to the camera's left. During this same period, how does the dog's position change relative to the pier's fixed features? [Options] A) It moves from being closer to the right-side railing to being closer to the left-side fence. B) It moves from being closer to the left-side fence to being closer to the right-side railing. C) It remains closer to the right-side railing for the entire duration. D) It remains closer to the left-side fence for the entire duration.""}]"
judgment-0169,audit-0031,水翼板手在水面上是否保持离水滑行？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]"
judgment-0170,audit-0031,人与岸线之间的距离如何变化？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]"
judgment-0171,audit-0031,水翼板相对水面的高度是否稳定？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]"
judgment-0172,audit-0031,水翼板在运动中是否始终高于水面？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]"
judgment-0173,audit-0031,骑手相对岸边向哪个方向移动？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]"
judgment-0174,audit-0031,骑手通过调整身体姿势达到什么即时目标？,"[{""generated_id"": ""audit-0031-g01"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}, {""generated_id"": ""audit-0031-g02"", ""question"": ""[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.""}]"
judgment-0175,audit-0032,球从边路到门前的轨迹如何变化？,"[{""generated_id"": ""audit-0032-g01"", ""question"": ""[Fill-in-the-Blank] From the goalkeeper's point of view, the final shot on goal travels wide to his ____ side.""}, {""generated_id"": ""audit-0032-g02"", ""question"": ""[Single-Choice] If the green defender had not intercepted the high ball at 0:03, which blue player's path put them in the best position to receive it directly? [Options] A) The player wearing number 6, who was running towards the goal. B) The player who eventually took the final shot from the edge of the box. C) The player who made the initial long kick from midfield. D) The player standing furthest to the left from the camera's perspective.""}]"
