blind_proposal_id,author_id,audit_item_id,proposal_no,primary_capability
judgment-0551,author_a,audit-0100,3,temporal_order
judgment-0552,author_b,audit-0100,1,reference_frame
judgment-0553,author_b,audit-0100,2,occlusion_permanence
judgment-0554,author_b,audit-0100,3,static_relation
judgment-0555,author_a,audit-0101,1,action_event
judgment-0556,author_a,audit-0101,2,temporal_order
judgment-0557,author_a,audit-0101,3,static_relation
judgment-0558,author_b,audit-0101,1,temporal_order
judgment-0559,author_b,audit-0101,3,reference_frame
judgment-0560,author_a,audit-0102,1,dynamic_relation
judgment-0561,author_a,audit-0102,2,temporal_order
judgment-0562,author_a,audit-0102,3,orientation_facing
judgment-0563,author_b,audit-0102,1,dynamic_relation
judgment-0564,author_b,audit-0102,2,temporal_order
judgment-0565,author_b,audit-0102,3,static_relation
judgment-0566,author_a,audit-0103,2,deformation_state
judgment-0567,author_a,audit-0103,3,temporal_order
judgment-0568,author_b,audit-0103,1,deformation_state
judgment-0569,author_a,audit-0104,1,temporal_order
judgment-0570,author_a,audit-0104,2,static_relation
judgment-0571,author_a,audit-0104,3,orientation_facing
judgment-0572,author_b,audit-0104,1,temporal_order
judgment-0573,author_b,audit-0104,2,static_relation
judgment-0574,author_a,audit-0105,1,action_event
judgment-0575,author_a,audit-0105,2,temporal_order
judgment-0576,author_a,audit-0105,3,static_relation
judgment-0577,author_b,audit-0105,1,action_event
judgment-0578,author_b,audit-0105,2,temporal_order
judgment-0579,author_b,audit-0105,3,static_relation
judgment-0580,author_a,audit-0106,1,temporal_order
judgment-0581,author_a,audit-0106,2,dynamic_relation
judgment-0582,author_a,audit-0106,3,deformation_state
judgment-0583,author_b,audit-0106,1,temporal_order
judgment-0584,author_b,audit-0106,2,deformation_state
judgment-0585,author_b,audit-0106,3,action_goal
judgment-0586,author_a,audit-0107,1,temporal_order
judgment-0587,author_a,audit-0107,2,dynamic_relation
judgment-0588,author_a,audit-0107,3,action_event
judgment-0589,author_b,audit-0107,1,temporal_order
judgment-0590,author_b,audit-0107,2,dynamic_relation
judgment-0591,author_b,audit-0107,3,orientation_facing
judgment-0592,author_a,audit-0108,1,orientation_facing
judgment-0593,author_a,audit-0108,2,temporal_order
judgment-0594,author_a,audit-0108,3,static_relation
judgment-0595,author_b,audit-0108,1,temporal_order
judgment-0596,author_b,audit-0108,2,reference_frame
judgment-0597,author_b,audit-0108,3,orientation_facing
judgment-0598,author_a,audit-0109,1,orientation_facing
judgment-0599,author_a,audit-0109,2,static_relation
judgment-0600,author_a,audit-0109,3,occlusion_permanence
judgment-0601,author_b,audit-0109,1,action_goal
judgment-0602,author_b,audit-0109,2,static_relation
judgment-0603,author_b,audit-0109,3,dynamic_relation
judgment-0604,author_a,audit-0110,1,dynamic_relation
judgment-0605,author_a,audit-0110,2,temporal_order
judgment-0606,author_a,audit-0110,3,orientation_facing
judgment-0607,author_b,audit-0110,1,orientation_facing
judgment-0608,author_b,audit-0110,2,dynamic_relation
judgment-0609,author_b,audit-0110,3,occlusion_permanence
judgment-0610,author_a,audit-0111,1,dynamic_relation
judgment-0611,author_a,audit-0111,2,static_relation
judgment-0612,author_b,audit-0111,1,reference_frame
judgment-0613,author_b,audit-0111,2,static_relation
judgment-0614,author_b,audit-0111,3,occlusion_permanence
judgment-0615,author_a,audit-0112,1,dynamic_relation
judgment-0616,author_a,audit-0112,3,orientation_facing
judgment-0617,author_b,audit-0112,1,dynamic_relation
judgment-0618,author_b,audit-0112,2,temporal_order
judgment-0619,author_b,audit-0112,3,reference_frame
judgment-0620,author_a,audit-0113,1,dynamic_relation
judgment-0621,author_a,audit-0113,2,static_relation
judgment-0622,author_a,audit-0113,3,temporal_order
judgment-0623,author_b,audit-0113,1,temporal_order
judgment-0624,author_b,audit-0113,2,static_relation
judgment-0625,author_b,audit-0113,3,occlusion_permanence
judgment-0626,author_a,audit-0114,1,reference_frame
judgment-0627,author_a,audit-0114,2,dynamic_relation
judgment-0628,author_a,audit-0114,3,temporal_order
judgment-0629,author_b,audit-0114,1,temporal_order
judgment-0630,author_b,audit-0114,2,reference_frame
judgment-0631,author_b,audit-0114,3,occlusion_permanence
judgment-0632,author_a,audit-0115,1,temporal_order
judgment-0633,author_a,audit-0115,2,static_relation
judgment-0634,author_a,audit-0115,3,deformation_state
judgment-0635,author_b,audit-0115,1,temporal_order
judgment-0636,author_b,audit-0115,2,deformation_state
judgment-0637,author_b,audit-0115,3,action_goal
judgment-0638,author_a,audit-0116,1,dynamic_relation
judgment-0639,author_a,audit-0116,2,orientation_facing
judgment-0640,author_a,audit-0116,3,temporal_order
judgment-0641,author_b,audit-0116,1,action_event
judgment-0642,author_b,audit-0116,2,dynamic_relation
judgment-0643,author_b,audit-0116,3,orientation_facing
judgment-0644,author_a,audit-0117,1,action_goal
judgment-0645,author_a,audit-0117,2,reference_frame
judgment-0646,author_a,audit-0117,3,temporal_order
judgment-0647,author_b,audit-0117,1,temporal_order
judgment-0648,author_b,audit-0117,2,reference_frame
judgment-0649,author_b,audit-0117,3,static_relation
judgment-0650,author_a,audit-0118,1,static_relation
judgment-0651,author_a,audit-0118,2,temporal_order
judgment-0652,author_a,audit-0118,3,deformation_state
judgment-0653,author_b,audit-0118,1,dynamic_relation
judgment-0654,author_b,audit-0118,2,deformation_state
judgment-0655,author_b,audit-0118,3,static_relation
judgment-0656,author_a,audit-0119,1,dynamic_relation
judgment-0657,author_a,audit-0119,2,action_event
judgment-0658,author_a,audit-0119,3,reference_frame
judgment-0659,author_b,audit-0119,1,reference_frame
judgment-0660,author_b,audit-0119,3,dynamic_relation
judgment-0661,author_a,audit-0120,1,temporal_order
judgment-0662,author_a,audit-0120,2,deformation_state
judgment-0663,author_a,audit-0120,3,static_relation
judgment-0664,author_b,audit-0120,1,temporal_order
judgment-0665,author_b,audit-0120,2,dynamic_relation
judgment-0666,author_b,audit-0120,3,action_goal
