audit_item_id,generated_id,benchmark_index,video,question,answer,category_id,primary_capability,scene_type,question_type,intent_required,reference_transform,prediction_or_counterfactual,temporal_integration,occlusion_tracking,deformation_tracking,reasoning_level
audit-0031,audit-0031-g02,2558,FDMxA941dVE_64_0_08_46_292_to_0_08_56_869.mp4,"[Single-Choice] If the kitesurfer were to immediately make a sharp 90-degree turn to their left, what would be their new direction of travel relative to the landmarks? [Options] A) Directly towards the beach with palm trees. B) Parallel to the line of wooden posts, but moving away from the pier. C) Directly towards the large white dome. D) Towards the open sea, away from the shoreline.",D,4,physical_prediction,Human-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0032,audit-0032-g01,6344,h8gr-CQ6oMI_1_0_00_05_599_to_0_00_17_199.mp4,"[Fill-in-the-Blank] From the goalkeeper's point of view, the final shot on goal travels wide to his ____ side.",right,6,reference_frame,Human-Centric,Fill-in-the-Blank,0,1,0,0,0,0,high
audit-0032,audit-0032-g02,7913,h8gr-CQ6oMI_1_0_00_05_599_to_0_00_17_199.mp4,"[Single-Choice] If the green defender had not intercepted the high ball at 0:03, which blue player's path put them in the best position to receive it directly? [Options] A) The player wearing number 6, who was running towards the goal. B) The player who eventually took the final shot from the edge of the box. C) The player who made the initial long kick from midfield. D) The player standing furthest to the left from the camera's perspective.",A,4,physical_prediction,Human-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0033,audit-0033-g01,5796,kH3yGROIOio_8_0_01_30_457_to_0_01_44_004.mp4,"[Multiple-Select] As the camera pans from the far left to the far right of the room, which of these spatial changes occur from the camera's point of view? (Select all that apply) [Options] A) The tripod moves from the right side of the frame to the left side. B) The striped pillow on the chaise lounge remains in the center of the frame. C) The tall black floor speaker, visible at the start, is no longer in view at the end. D) A pinkish-red pillow, not visible at the start, comes into view on the couch.","A,C,D",2,dynamic_relation,Object-Centric,Multiple-Select,0,0,0,1,0,0,intermediate
audit-0034,audit-0034-g01,6623,olfO0rPYVX0_27_0_05_19_886_to_0_05_43_976.mp4,"[Fill-in-the-Blank] During the pan across the dashboard, the top rim of the steering wheel temporarily occludes the view of the ________.",instrument panel,1,occlusion_permanence,Object-Centric,Fill-in-the-Blank,0,0,0,1,1,0,intermediate
audit-0034,audit-0034-g02,9375,olfO0rPYVX0_27_0_05_19_886_to_0_05_43_976.mp4,"[True/False] From the perspective of a person sitting in the driver's seat, the radio controls are located to the right of the steering wheel.",True,6,reference_frame,Object-Centric,True/False,0,1,0,0,0,0,high
audit-0035,audit-0035-g01,2005,SyuM7XAzEEM_1_0_00_28_833_to_0_00_43_625.mp4,"[True/False] At the exact moment the second shot is taken by the player in yellow (around 0:11), the goalkeeper is positioned on the ground between the shooter and the goal line.",False,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0035,audit-0035-g02,2991,SyuM7XAzEEM_1_0_00_28_833_to_0_00_43_625.mp4,"[True/False] At the exact moment the final goal is scored, there are more players in white jerseys than players in yellow jerseys positioned inside the 6-yard box (the smaller rectangle).",True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0035,audit-0035-g03,2992,SyuM7XAzEEM_1_0_00_28_833_to_0_00_43_625.mp4,"[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0035,audit-0035-g04,3489,SyuM7XAzEEM_1_0_00_28_833_to_0_00_43_625.mp4,"[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0035,audit-0035-g05,4515,SyuM7XAzEEM_1_0_00_28_833_to_0_00_43_625.mp4,"[True/False] At the exact moment the final goal is scored, there are more players in white jerseys than players in yellow jerseys positioned inside the 6-yard box (the smaller rectangle).",True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0035,audit-0035-g06,4516,SyuM7XAzEEM_1_0_00_28_833_to_0_00_43_625.mp4,"[Single-Choice] From the perspective of the player in yellow who initiates the attack by crossing the ball from the right, which teammate is positioned furthest to his left inside the penalty area at the moment he kicks the ball? [Options] A) The teammate who takes the first shot that is blocked. B) The teammate who is closest to the goalkeeper. C) The teammate who ultimately scores the goal. D) The teammate standing nearest to the penalty spot.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0036,audit-0036-g01,5976,qRtxlEZpev0_31_0_07_11_699_to_0_07_26_366.mp4,[Multiple-Select] Which physical states describe the single blue band while it is being manipulated by the hook? (Select all that apply) [Options] A) Under tension. B) Rigid. C) Twisted. D) Compressed.,"A, C",5,deformation_state,Human-Centric,Multiple-Select,0,0,0,1,0,1,intermediate
audit-0037,audit-0037-g01,2039,FeXKZzWrS34_8_0_01_12_038_to_0_01_25_185.mp4,"[True/False] Just before the attacker shoots, there is at least one defending player (excluding the goalkeeper) positioned directly on the line between the ball and the center of the goal.",False,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0037,audit-0037-g02,2660,FeXKZzWrS34_8_0_01_12_038_to_0_01_25_185.mp4,"[True/False] Just before the attacker shoots, there is at least one defending player (excluding the goalkeeper) positioned directly on the line between the ball and the center of the goal.",True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0038,audit-0038-g01,6219,iszhz9KmI64_74_0_11_06_166_to_0_11_18_791.mp4,"[Fill-in-the-Blank] As the camera pans from right to left, the amount of the large mountain peak visible to the right of the overlapping, closer mountain range gradually ____.",increases,1,occlusion_permanence,Human-Centric,Fill-in-the-Blank,0,0,0,1,1,0,intermediate
audit-0038,audit-0038-g02,7450,iszhz9KmI64_74_0_11_06_166_to_0_11_18_791.mp4,"[Single-Choice] Observing the person's equipment, posture, and the surrounding environment, what is their primary intended action? [Options] A) To set up a picnic in the lavender field. B) To photograph the sunrise over the mountains and lavender field. C) To plant more lavender in the empty rows. D) To study the geology of the distant mountains.",B,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0038,audit-0038-g03,7451,iszhz9KmI64_74_0_11_06_166_to_0_11_18_791.mp4,"[Single-Choice] When the camera pans to show the photographer, what is the position of the distant stone building relative to him, from the camera's viewpoint? [Options] A) The building is to the photographer's left. B) The building is to the photographer's right. C) The building is directly behind the photographer, occluded by him. D) The building is no longer in the frame.",B,2,dynamic_relation,Human-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0039,audit-0039-g01,686,sPcffDKFKWc_52_0_14_02_107_to_0_14_15_688.mp4,"[Single-Choice] At the beginning of the video, from the camera's viewpoint, the boy in the blue hat is on the right side of the girl in the light green shirt. What is their relative side-by-side position just before the camera pans away from them? [Options] A) The boy is now on the left side of the girl. B) The boy is directly behind the girl. C) Their side-by-side position has not changed. D) The girl is now on the left side of the boy.",A,2,dynamic_relation,Human-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0040,audit-0040-g01,162,TanhzwLYs6E_2_0_01_59_452_to_0_02_13_033.mp4,"[Single-Choice] How does the white panel that the man lifts change its configuration to open the compartment? [Options] A) It rotates 180 degrees on a central pivot. B) It lifts up as a single, solid piece on a rear hinge. C) It slides directly forward into a slot under the adjacent seat. D) It folds in half, with the outer section tucking underneath the inner section.",B,5,deformation_state,Human-Centric,Single-Choice,0,0,0,1,0,1,intermediate
audit-0040,audit-0040-g02,523,TanhzwLYs6E_2_0_01_59_452_to_0_02_13_033.mp4,[True/False] The action of lifting the panel reveals that the space directly beneath the visible floorboards is empty.,True,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0040,audit-0040-g03,2020,TanhzwLYs6E_2_0_01_59_452_to_0_02_13_033.mp4,"[Fill-in-the-Blank] During the closing motion, the hinged crease of the white panel moves ______ from the man's left leg.",away,2,dynamic_relation,Human-Centric,Fill-in-the-Blank,0,0,0,1,0,0,intermediate
audit-0041,audit-0041-g01,405,DDlrlxASBOI_30_0_06_03_963_to_0_06_15_475.mp4,"[True/False] If the surfer had continued moving in a straight line from their starting position in the video, their path would have led them directly into the rocks.",True,4,physical_prediction,Human-Centric,True/False,0,0,1,1,0,0,high
audit-0042,audit-0042-g01,1740,EOswWepObDw_28_0_03_27_975_to_0_03_54_329.mp4,"[Single-Choice] Based on the visible arc of motion, what object is located behind the ride's path when it reaches its highest point on the left side of the screen? [Options] A) A tall, glass-paneled building. B) The sun. C) A parking lot full of cars. D) A small, single-story shop.",D,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0042,audit-0042-g02,1742,EOswWepObDw_28_0_03_27_975_to_0_03_54_329.mp4,"[Multiple-Select] As the camera pans right from 0:01 to 0:04, which of these objects are at any point visually blocked by the silver pickup truck in the foreground? (Select all that apply) [Options] A) The silver scooter parked on the pier. B) The small boat with a blue hull docked at the pier. C) The large white coast guard vessel further in the harbor. D) The yellow and black striped curb of the pier.","B,C,D",1,occlusion_permanence,Object-Centric,Multiple-Select,0,0,0,1,1,0,intermediate
audit-0042,audit-0042-g03,2387,EOswWepObDw_28_0_03_27_975_to_0_03_54_329.mp4,"[Single-Choice] Based on the visible arc of motion, what object is located behind the ride's path when it reaches its highest point on the left side of the screen? [Options] A) A tall, glass-paneled building. B) The sun. C) A parking lot full of cars. D) A small, single-story shop.",A,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0042,audit-0042-g04,2389,EOswWepObDw_28_0_03_27_975_to_0_03_54_329.mp4,"[Multiple-Select] As the camera pans right from 0:01 to 0:04, which of these objects are at any point visually blocked by the silver pickup truck in the foreground? (Select all that apply) [Options] A) The silver scooter parked on the pier. B) The small boat with a blue hull docked at the pier. C) The large white coast guard vessel further in the harbor. D) The yellow and black striped curb of the pier.","B,C,D",1,occlusion_permanence,Object-Centric,Multiple-Select,0,0,0,1,1,0,intermediate
audit-0043,audit-0043-g01,6127,k-IbB7jAw9g_114_0_32_35_720_to_0_33_11_089.mp4,"[Fill-in-the-Blank] To track the fish as it is reeled in, the camera's perspective, which represents the person's viewpoint, tilts primarily ______.",downward,6,reference_frame,Human-Centric,Fill-in-the-Blank,0,1,0,0,0,0,high
audit-0043,audit-0043-g02,7109,k-IbB7jAw9g_114_0_32_35_720_to_0_33_11_089.mp4,"[Single-Choice] Observing the final moments, what is the primary mechanism that moves the fish from the water onto the sand? [Options] A) The fish is lifted clear of the water by the tension of the line. B) An incoming wave washes the fish up onto the beach. C) The person quickly walks backward, dragging the fish out. D) The fish swims onto the sand by itself.",B,2,dynamic_relation,Human-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0043,audit-0043-g03,7110,k-IbB7jAw9g_114_0_32_35_720_to_0_33_11_089.mp4,"[Single-Choice] Based on the change in the rod's shape and the subsequent camera movement, what is the person's immediate spatial goal? [Options] A) To cast the line further out. B) To secure the rod in a holder on the beach. C) To bring an object from the water to the shore. D) To observe the distant breakwater.",C,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0044,audit-0044-g01,5700,me0ENrUEpE4_40_0_07_11_120_to_0_07_29_319.mp4,"[Single-Choice] As the viewing airplane moves, how does the perceived position of the green-and-white control tower change relative to the first large terminal building? [Options] A) It moves from being to the left of the terminal to being to the right of it. B) It moves from being to the right of the terminal to being to the left of it. C) It remains in a fixed position to the right of the terminal. D) It is initially behind the terminal and then moves in front of it.",C,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0044,audit-0044-g02,5701,me0ENrUEpE4_40_0_07_11_120_to_0_07_29_319.mp4,"[Fill-in-the-Blank] Judging by the curve of the airplane's movement, if it were to continue on this trajectory, it would pass the control tower, leaving the tower on the airplane's ______ side.",left,4,physical_prediction,Object-Centric,Fill-in-the-Blank,0,0,1,1,0,0,high
audit-0044,audit-0044-g03,9582,me0ENrUEpE4_40_0_07_11_120_to_0_07_29_319.mp4,"[True/False] The group of parked planes with red and yellow tails, seen at the beginning of the video, is completely occluded by the engine and the plane's movement and does not reappear later in the video.",True,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0045,audit-0045-g01,1587,eVTd0Q43YQY_60_0_06_07_408_to_0_06_19_170.mp4,"[Single-Choice] When the driver's side door is fully opened, which background object becomes partially occluded by the door from the camera's perspective? [Options] A) The leafless bush on the right. B) The orange truck. C) The fence post in the far distance. D) The other old car visible at the start.",B,1,occlusion_permanence,Human-Centric,Single-Choice,0,0,0,1,1,0,intermediate
audit-0045,audit-0045-g02,1588,eVTd0Q43YQY_60_0_06_07_408_to_0_06_19_170.mp4,"[True/False] From the perspective of the man wearing the cap, the man in the blue shirt moves from his right side to his left side as he approaches and opens the car door.",False,6,reference_frame,Human-Centric,True/False,0,1,0,0,0,0,high
audit-0046,audit-0046-g01,1750,ERekgrM-aaA_46_0_11_59_996_to_0_12_34_577.mp4,[True/False] The black triangular kite that approaches the large cloud from the right passes in front of the cloud.,True,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0046,audit-0046-g02,1752,ERekgrM-aaA_46_0_11_59_996_to_0_12_34_577.mp4,"[Single-Choice] Between 0:10 and 0:15, what is the consistent vertical relationship between the black kite in the center and the red kite on the right? [Options] A) The black kite is consistently below the red kite. B) The red kite is consistently below the black kite. C) The two kites switch their vertical positions multiple times. D) The two kites remain at the same altitude.",C,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0046,audit-0046-g03,1753,ERekgrM-aaA_46_0_11_59_996_to_0_12_34_577.mp4,"[Single-Choice] Around the 17-second mark, what change in the green kite's movement indicates its transition from a controlled to an uncontrolled state? [Options] A) It begins to move horizontally from right to left. B) It abruptly starts tumbling downwards instead of gliding. C) It rapidly ascends towards the top of the frame. D) It stops moving completely.",B,5,deformation_state,Object-Centric,Single-Choice,0,0,0,1,0,1,intermediate
audit-0046,audit-0046-g04,2400,ERekgrM-aaA_46_0_11_59_996_to_0_12_34_577.mp4,"[Single-Choice] Around the 17-second mark, what change in the green kite's movement indicates its transition from a controlled to an uncontrolled state? [Options] A) It begins to move horizontally from right to left. B) It abruptly starts tumbling downwards instead of gliding. C) It rapidly ascends towards the top of the frame. D) It stops moving completely.",B,5,deformation_state,Object-Centric,Single-Choice,0,0,0,1,0,1,intermediate
audit-0047,audit-0047-g01,6604,p1tQXuvT0Fg_12_0_05_15_399_to_0_05_27_600.mp4,"[Fill-in-the-Blank] In the final arrangement on the pink surface, the reddish-brown cylinder is positioned ______ the dark cylinder, relative to the camera's viewpoint.",below,2,dynamic_relation,Human-Centric,Fill-in-the-Blank,0,0,0,1,0,0,intermediate
audit-0047,audit-0047-g02,9359,p1tQXuvT0Fg_12_0_05_15_399_to_0_05_27_600.mp4,[True/False] The process shown in the first part of the video makes the surface of the dark wooden cylinder more reflective.,True,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0048,audit-0048-g01,202,lxl0FAwu6Rw_4_0_00_22_633_to_0_00_56_566.mp4,"[Single-Choice] At the beginning of the video (0:02), a prominent tall white building is visible to the left of the large electrical pylon. By the time the main rightward pan concludes (0:20), what is the new spatial relationship between them? [Options] A) The pylon is now to the left of the white building. B) The pylon is directly occluding the white building. C) The white building is no longer visible in the frame. D) The pylon remains to the right of the white building.",C,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0049,audit-0049-g01,6901,lVoflPzlZRU_27_0_09_08_514_to_0_09_35_675.mp4,"[Fill-in-the-Blank] To transition the wheel from a locked to an unlocked state, the man must pivot the three red levers ______ from the face of the wheel's hub.",outward,5,deformation_state,Human-Centric,Fill-in-the-Blank,0,0,0,1,0,1,intermediate
audit-0050,audit-0050-g01,6448,fWEYTSaHq4U_10_0_01_52_879_to_0_02_05_625.mp4,"[Fill-in-the-Blank] The camera's path of motion relative to the bicycle is best described as an arc moving from the bike's right side, around its ______, to its left side.",rear,2,dynamic_relation,Human-Centric,Fill-in-the-Blank,0,0,0,1,0,0,intermediate
audit-0050,audit-0050-g02,8376,fWEYTSaHq4U_10_0_01_52_879_to_0_02_05_625.mp4,"[Single-Choice] Based on the person's initial hand placement firmly on the seat post, what is the most likely immediate action they are preparing to perform? [Options] A) Adjust the height of the seat. B) Engage the rear brake. C) Turn the pedals. D) Activate the electronic display on the handlebars.",A,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0050,audit-0050-g03,8377,fWEYTSaHq4U_10_0_01_52_879_to_0_02_05_625.mp4,"[Single-Choice] As the camera moves from its starting position to its final position, what is the most significant change in the apparent spatial relationship between the handlebars and the rear cargo rack from the camera's perspective? [Options] A) The handlebars move from being above the rack to being below it. B) The handlebars, initially to the left of the rack, end up to the right of the rack. C) The distance between the handlebars and the rack visually remains constant. D) The handlebars and rack switch from being aligned diagonally to being aligned vertically.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,1,0,0,high
audit-0051,audit-0051-g01,5842,g9jDgXHane4_52_0_12_07_527_to_0_12_18_004.mp4,"[Multiple-Select] As the boy stands up and begins to move, which of these statements correctly describe the changing spatial properties of the collection of shoes in his arms? (Select all that apply)
[Options]
A) The shoes lock together to form a stable, rigid structure.
B) The entire pile of shoes visibly wobbles and sways as he moves.
C) Individual shoes can be seen shifting their positions and angles relative to each other within the pile.
D) The overall size of the pile shrinks as the shoes are compressed together.","B, C",5,deformation_state,Human-Centric,Multiple-Select,0,0,0,1,0,1,intermediate
audit-0051,audit-0051-g02,6409,g9jDgXHane4_52_0_12_07_527_to_0_12_18_004.mp4,"[Fill-in-the-Blank] After gathering the shoes and standing up, the boy rotates his body to his ______ to face the stainless steel refrigerator.",left,6,reference_frame,Human-Centric,Fill-in-the-Blank,0,1,0,1,0,0,high
audit-0051,audit-0051-g03,8190,g9jDgXHane4_52_0_12_07_527_to_0_12_18_004.mp4,"[Single-Choice] Based on the boy's struggle to hold the loose pile of shoes as he stands and turns, what is the most immediate and likely spatial event to occur if he tries to walk further?
[Options]
A) The shoes will arrange themselves more neatly in his arms.
B) He will successfully carry all the shoes to his destination without issue.
C) At least one shoe will fall from his arms onto the floor.
D) The shoes will fuse into a single, easy-to-carry object.",C,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0051,audit-0051-g04,9100,g9jDgXHane4_52_0_12_07_527_to_0_12_18_004.mp4,"[True/False] At the moment the boy is fully standing upright but before he takes a step forward, the black sneaker with bright red laces is held at a higher elevation than the blue and white striped flip-flop.",True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0052,audit-0052-g01,2243,_yrxbcB4CwA_104_0_16_52_779_to_0_17_05_759.mp4,"[Fill-in-the-Blank] At the 0:10 mark, the driver turns the steering wheel to the ______, causing the car to navigate the curve in the track.",left,3,action_goal,Human-Centric,Fill-in-the-Blank,1,0,0,1,0,0,high
audit-0053,audit-0053-g01,5755,nIzM3o__gsw_11_0_02_42_833_to_0_02_55_733.mp4,"[Single-Choice] When the man appears and looks toward the camera, from his point of view, the distant hills are located in which direction? [Options] A) To his right. B) To his left. C) Directly behind him. D) In front of him, across the water.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0054,audit-0054-g01,2848,RhqY2FLyVPE_4_0_00_16_116_to_0_00_28_795.mp4,[True/False] The two ducks the man carries out of the building are the same two he initially takes from the second and third positions from the left on the top rack.,True,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0054,audit-0054-g02,3421,RhqY2FLyVPE_4_0_00_16_116_to_0_00_28_795.mp4,[True/False] The two ducks the man carries out of the building are the same two he initially takes from the second and third positions from the left on the top rack.,True,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0054,audit-0054-g03,4434,RhqY2FLyVPE_4_0_00_16_116_to_0_00_28_795.mp4,[True/False] The two ducks the man carries out of the building are the same two he initially takes from the second and third positions from the left on the top rack.,True,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0055,audit-0055-g01,3836,Yd8OlFUVe5I_39_0_06_58_240_to_0_07_08_240.mp4,"[True/False] From the camera's viewpoint, the white SUV parked in the background remains consistently to the left of the small black car parked next to it throughout the video.",True,2,dynamic_relation,Object-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0055,audit-0055-g02,3837,Yd8OlFUVe5I_39_0_06_58_240_to_0_07_08_240.mp4,"[Fill-in-the-Blank] During the camera's movement, the three cars parked in the background are temporarily hidden. The last of these three cars to disappear completely behind the white car is the ______.",black SUV,1,occlusion_permanence,Object-Centric,Fill-in-the-Blank,0,0,0,1,1,0,intermediate
audit-0055,audit-0055-g03,4947,Yd8OlFUVe5I_39_0_06_58_240_to_0_07_08_240.mp4,"[True/False] From the camera's viewpoint, the white SUV parked in the background remains consistently to the left of the small black car parked next to it throughout the video.",True,2,dynamic_relation,Object-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0055,audit-0055-g04,4948,Yd8OlFUVe5I_39_0_06_58_240_to_0_07_08_240.mp4,"[Fill-in-the-Blank] During the camera's movement, the three cars parked in the background are temporarily hidden. The last of these three cars to disappear completely behind the white car is the ______.", ,1,occlusion_permanence,Object-Centric,Fill-in-the-Blank,0,0,0,1,1,0,intermediate
audit-0056,audit-0056-g01,9372,oozvOIje5Rg_138_0_14_51_279_to_0_15_04_159.mp4,"[True/False] Based on the car's trajectory and the visible road at the start of the video, the car must have completed a sharp right turn immediately before the video began.",False,4,physical_prediction,Object-Centric,True/False,0,0,1,1,0,0,high
audit-0057,audit-0057-g01,530,TzXbHitrUBM_16_0_03_14_699_to_0_03_39_033.mp4,"[Single-Choice] When the hand first enters the frame, which specific area of the red vehicle is it gesturing towards?
[Options]
A) The spare tire
B) The rear taillight
C) The driver-side rear window
D) The roof",B,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0057,audit-0057-g02,2044,TzXbHitrUBM_16_0_03_14_699_to_0_03_39_033.mp4,"[Single-Choice] Throughout the entire video, which vehicle is consistently parked directly to the left of the red Jeep from an overhead, map-like perspective? [Options] A) The blue Jeep. B) The black Jeep. C) The silver Jeep. D) No vehicle is parked directly to its left.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,1,0,0,high
audit-0058,audit-0058-g01,53,aTOCXYLj5HQ_17_0_03_01_806_to_0_03_16_654.mp4,"[Single-Choice] During the final seconds of the video, as the camera pans to follow the drone's flight, what is the apparent motion of the van from the camera's perspective? [Options] A) It moves toward the right side of the frame. B) It moves toward the left side of the frame. C) It remains in a fixed position within the frame. D) It gets smaller but does not move horizontally.",A,6,reference_frame,Object-Centric,Single-Choice,0,1,0,1,0,0,high
audit-0059,audit-0059-g01,8268,ftZEfZ7hbJc_3_0_01_19_446_to_0_01_46_306.mp4,"[Single-Choice] Between 00:09 and 00:11, the surfer performs a maneuver that directs them back toward the breaking part of the wave. What is the primary spatial purpose of this action? [Options] A) To deliberately stop and end the ride on the whitewater. B) To position the board back into the wave's main source of power. C) To move into a position to jump over the wave. D) To avoid a collision with the yellow buoy.",B,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0060,audit-0060-g01,3686,Vhq-OykV6nQ_16_0_02_19_535_to_0_02_30_647.mp4,"[Single-Choice] At the beginning of the video, the person on the right points their finger. What is the most likely target of their gesture, based on their line of sight and the direction they are pointing? [Options] A) The group of people standing to their right. B) The row of cars far in the distance directly ahead. C) The red food truck on the far left. D) The orange cone on the ground.",B,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0060,audit-0060-g02,3687,Vhq-OykV6nQ_16_0_02_19_535_to_0_02_30_647.mp4,[True/False] The front of the moving black car is first occluded by the person in the black shirt and shorts before it is occluded by the person in the grey shirt.,False,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0060,audit-0060-g03,4741,Vhq-OykV6nQ_16_0_02_19_535_to_0_02_30_647.mp4,"[Single-Choice] At the beginning of the video, the person on the right points their finger. What is the most likely target of their gesture, based on their line of sight and the direction they are pointing? [Options] A) The group of people standing to their right. B) The row of cars far in the distance directly ahead. C) The red food truck on the far left. D) The orange cone on the ground.",B,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0060,audit-0060-g04,4742,Vhq-OykV6nQ_16_0_02_19_535_to_0_02_30_647.mp4,[True/False] The front of the moving black car is first occluded by the person in the black shirt and shorts before it is occluded by the person in the grey shirt.,False,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0061,audit-0061-g01,4768,W2pq8aabi2U_31_0_09_55_000_to_0_11_04_166.mp4,"[Single-Choice] At the 13-second mark, the elephant is walking on the paved road. If it were to make an immediate 90-degree turn to its left, what object would be directly in its path?
[Options]
A) The white building with the metal roof.
B) The large tree with dense leaves.
C) A different elephant in an enclosure.
D) The modern wooden tower.",D,4,physical_prediction,Human-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0062,audit-0062-g01,1999,SmE_DqZ64n8_99_0_13_05_993_to_0_13_19_882.mp4,"[True/False] Based on the final reveal, the person was standing to the left of the prominent tree (from the camera's initial point of view) throughout the entire video.",False,1,occlusion_permanence,Human-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0062,audit-0062-g02,2001,SmE_DqZ64n8_99_0_13_05_993_to_0_13_19_882.mp4,"[Single-Choice] The camera's movement—panning across the landscape and then quickly turning to the person—is structured to achieve what spatial effect? [Options] A) To show that the person is walking from the tree towards the camera. B) To survey the entire length of the coastline from one end to the other. C) To create a surprise reveal, positioning the person as the observer of the scene just presented. D) To hide the location of the ocean relative to the person.",C,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0063,audit-0063-g01,2142,G3EJRaUHlbk_26_0_02_43_955_to_0_02_54_674.mp4,"[Single-Choice] As the car navigates the curve, what is the spatial relationship between the car's direction of travel and the orientation of its body? [Options] A) The car's body is perfectly aligned with its direction of travel. B) The rear of the car is angled outward, away from the center of the turn. C) The front of the car is pointed directly towards the outside edge of the track. D) The car's body is angled slightly inward, towards the center of the turn, relative to its path.",B,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0063,audit-0063-g02,2752,G3EJRaUHlbk_26_0_02_43_955_to_0_02_54_674.mp4,"[Single-Choice] As the car navigates the curve, what is the spatial relationship between the car's direction of travel and the orientation of its body? [Options] A) The car's body is perfectly aligned with its direction of travel. B) The rear of the car is angled outward, away from the center of the turn. C) The front of the car is pointed directly towards the outside edge of the track. D) The car's body is angled slightly inward, towards the center of the turn, relative to its path.",D,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0063,audit-0063-g03,4007,G3EJRaUHlbk_26_0_02_43_955_to_0_02_54_674.mp4,"[Single-Choice] As the car navigates the curve, what is the spatial relationship between the car's direction of travel and the orientation of its body? [Options] A) The car's body is perfectly aligned with its direction of travel. B) The rear of the car is angled outward, away from the center of the turn. C) The front of the car is pointed directly towards the outside edge of the track. D) The car's body is angled slightly inward, towards the center of the turn, relative to its path.", A,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
