scope_item_id,question_text_cn
scope-0532,骑手相对岸边向哪个方向移动？
scope-0533,镜头先展示石像还是先展示戴口罩男子？
scope-0534,虾在水草上的朝向是否发生改变？
scope-0535,冲浪者抬起前脚的直接目标是保持平衡吗？
scope-0536,车门数量在侧面镜头中可见为多少？
scope-0537,冲浪板相对浪峰的位置如何变化？
scope-0538,从后座视角看驾驶员位于车辆哪一侧？
scope-0539,鱼竿弯曲程度随时间如何变化？
scope-0540,红色虾停在水草的什么位置？
scope-0541,前景车顶是否遮挡过马匹？
scope-0542,浪峰朝岸边推进时形状如何变化？
scope-0543,男子用绳索固定了什么物体？
scope-0544,车辆先通过急弯还是先进入较直路段？
scope-0545,女子通过门洞前后是否短暂被石墙遮挡？
scope-0546,鱼竿明显弯曲后鱼是否出现在岸边？
scope-0547,狗先远离相机还是先返回相机附近？
scope-0548,金属条经过工具后是否弯曲？
scope-0549,两名男子交谈时主要面向彼此还是面向车辆？
scope-0550,冲浪者相对浪峰的位置如何变化？
scope-0551,长形座垫位于中央台面的哪一侧？
scope-0552,飞机相对地面的高度先升高还是降低？
scope-0553,他先整理鞋带还是先站起来？
scope-0554,蓝色汽车相对拍摄车辆的距离如何变化？
scope-0555,女子第一次进食发生在展示餐盘之前吗？
scope-0556,设备上橙色束带是否保持固定？
scope-0557,男子指向石像时面向哪里？
scope-0558,橙衣男子是否在持续处理手中物品？
scope-0559,她穿门时身体朝向与门洞方向是否一致？
scope-0560,车辆转弯时车头朝向如何变化？
scope-0561,路边邮箱从骑手视角位于哪一侧？
scope-0562,室外有几人共同处理鸟？
scope-0563,成品木杆与对照木杆长度是否相近？
scope-0564,遥控飞行器相对操作者如何移动？
scope-0565,电动自行车的电池位于车架什么位置？
scope-0566,冲浪者何时被浪花完全遮挡？
scope-0567,他低头操作与抬头观察的顺序如何交替？
scope-0568,后货架与后轮在垂直方向上是什么关系？
scope-0569,海鸟接近船时与相机距离如何变化？
scope-0570,工具接触肉块发生在男子展示肉块之前还是之后？
scope-0571,驶出桥下后桥体是否离开视野？
scope-0572,球在门前混战中是否改变方向？
scope-0573,机器操作后金属条从直线变成什么形状？
scope-0574,男子系绳的直接目标是什么？
scope-0575,深红汽车先正对镜头还是先侧向经过？
scope-0576,滑雪者落地后是否继续保持平衡？
scope-0577,她先再次取食还是先表现出明显反应？
scope-0578,镜头先经过拖车还是先展示远处马匹？
scope-0579,弯曲后的金属条是否仍完整连续？
scope-0580,马在视频中是否改变了行进方向？
scope-0581,水面先被树木部分遮挡还是后被完整展示？
scope-0582,男子抱着设备走向厨房哪个方向？
scope-0583,镜头是在经过牛群之前还是之后进入较直的路段？
scope-0584,海边住宅相对水面位于高处还是低处？
scope-0585,人群在广场中的密度随镜头移动如何变化？
scope-0586,绿色招牌先出现还是大型红色招牌先出现？
scope-0587,男子打开了旧车的哪扇门？
scope-0588,肉块在处理过程中是否被分成更小部分？
scope-0589,无人机短暂变小时是否仍保持在画面中央附近？
scope-0590,镜头移动时住宅群在画面中向哪侧移动？
scope-0591,黑衣男子手指向岩石的哪个部位？
scope-0592,镜头从高尔夫球员转向果岭旗杆的顺序是什么？
scope-0593,说明书相对鼠标和电池放在桌面的哪一侧？
scope-0594,镜头移动时三脚架相对沙发的位置如何变化？
scope-0595,路牌先出现还是大片针叶树先出现？
scope-0596,汽车经过近处后车头朝向如何改变？
scope-0597,白队球员突破后射门是否得分？
scope-0598,工具始终位于瓷砖孔洞的右侧吗？
scope-0599,右手先穿绳还是先拉紧绳端？
scope-0600,冲浪者接近岩石后是否离开冲浪板？
scope-0601,男子先取下悬挂物还是先走向室外？
scope-0602,桌面物品在拆包过程中如何重新排列？
scope-0603,无人机是先远离相机还是先靠近相机？
scope-0604,两名男子先讨论发动机舱还是先展示驾驶室？
scope-0605,镜头先展示墙上镜子还是桌面灯具？
scope-0606,狗与右侧栏杆的距离如何变化？
scope-0607,镜头先展示花园石像还是先展示戴口罩男子？
scope-0608,白车绕障碍物时行驶轨迹呈什么形状？
scope-0609,车辆最终停在道路上吗？
scope-0610,男子从远处走近后主要朝哪个方向手势示意？
scope-0611,大型银色鱼与红色虾哪一个先出现？
scope-0612,冲浪者跌入浪花后是否再次露出水面？
scope-0613,镜头移动后哪栋房屋进入画面中央？
scope-0614,航拍镜头从空地向居民区靠近时距离如何变化？
scope-0615,包装从封闭到展开经历了什么状态变化？
scope-0616,飞机经过航站楼上空时是否已经离地？
scope-0617,狗在远处变小后是否仍可被持续追踪？
scope-0618,水面相对远岸树木的位置是否保持稳定？
scope-0619,球员与球洞之间的距离随镜头推进如何变化？
scope-0620,白车在空地中是否完成转弯？
scope-0621,女子是否完整穿过狭窄石门？
scope-0622,镜头移动时海滨住宅何时进入中央？
scope-0623,两人主要查看车辆的侧面还是尾部？
scope-0624,折叠机构位于后轮的哪一侧？
scope-0625,鳐鱼相对岸边的位置如何变化？
scope-0626,男子是否一直保持面向水面？
scope-0627,黄色车道结束标志出现于匝道分离之前吗？
scope-0628,黄色工具相对编织板位于哪一侧？
scope-0629,冲浪者下板的直接目标是避免什么？
scope-0630,马接近镜头后从哪一侧经过？
scope-0631,点亮的圆柱灯位于白色花瓶哪一侧？
scope-0632,桥墩相对小船从哪侧经过？
scope-0633,冲浪者失去平衡前是否完成转向？
scope-0634,手中物品相对栏杆位于哪一侧？
scope-0635,海浪涌来时人群先后退还是先伸手？
scope-0636,火箭在片段中是否发生真实位移？
scope-0637,行驶车辆在出口分岔处选择了哪条车道？
scope-0638,直升机相对树篱高度如何变化？
scope-0639,翻滚后他相对相机向哪个方向移动？
scope-0640,鱼钩从鱼口取出后鱼的状态如何变化？
scope-0641,游泳者从远处接近相机时是否一直面向相机？
scope-0642,镜头先展示海岸还是先展示男子面部？
scope-0643,马群通过终点区域前是否逐渐拉开距离？
scope-0644,镜头先展示圣诞树还是蛋糕柜台？
scope-0645,甜点出现发生在顾客到达柜台之前还是之后？
scope-0646,他先绕绳还是先拉紧绳结？
scope-0647,前半段可见的大型银色鱼有几条？
scope-0648,相机转向自拍时地平线在画面中如何移动？
scope-0649,展开后的踏板位于保险杠上方还是下方？
scope-0650,男子操作时肉块相对其身体位于哪一侧？
scope-0651,白车先出现在画面右侧还是左侧？
scope-0652,大象与随行步行者的前后关系如何变化？
scope-0653,板与人分离发生在浪花遮挡之前还是之后？
scope-0654,男子先启动车床还是先用工具接触木杆？
scope-0655,冲浪者在浪上是否多次改变朝向？
scope-0656,升降桥的桥面处于抬起状态吗？
scope-0657,车辆最终朝向画面哪一侧？
scope-0658,男子抛动橙色绳索后绳圈落在身体哪一侧？
scope-0659,无人机何时从湖对岸进入画面？
scope-0660,驶向红灯停车队列时，本车是从黑色汽车左侧还是右侧接近？
scope-0661,道路位于陡坡上方还是下方？
scope-0662,讲解者反复指向车辆的哪个区域？
scope-0663,骑手与相机之间的距离如何变化？
scope-0664,镜头是否从悍马车头移动到车尾？
scope-0665,鱼竿在末段是否明显弯曲？
scope-0666,远处树木相对观察者向哪个方向移动？
