unit_id,disagreement_fields,video,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,rater_1_primary_label,rater_1_secondary_label,rater_1_confidence,rater_1_question_or_key_problem,rater_1_evidence_note,rater_2_primary_label,rater_2_secondary_label,rater_2_confidence,rater_2_question_or_key_problem,rater_2_evidence_note,adjudicated_primary_label,adjudicated_secondary_label,adjudicated_question_or_key_problem,adjudication_note
error-0082,secondary_label,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,left,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,B) In front,False,benchmark_ambiguity,,high,True,题干要求填写桌面空间方位，最终四个透明管高堆位于白管主堆后/上方区域；gold 却为非空间词 before，无法构成合法答案键。模型 left 虽也未必正确，但当前 gold 明确有误。,benchmark_ambiguity,perspective_reference_frame,high,True,20-frame full-duration sheet: the four clear-tube stacks are behind the main white-tube group in the final table layout; the keyed fill 'before' is ungrammatical/ambiguous in 'to the before of' and does not uniquely encode that relation.,,,,题钥before无法组成合法空间短语且不对应最终桌面布局，主标签歧义已充分解释；模型left虽未必正确，但当前分歧没有可独立确认的参照系次标签。
error-0085,secondary_label,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,left,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,C) To the right,True,benchmark_ambiguity,,high,True,题干要求填写最终桌面布置的空间方位，gold before 不是该场景中的有效左右/前后位置描述，答案键明显损坏。,benchmark_ambiguity,perspective_reference_frame,high,True,"20-frame full-duration sheet: the clear-tube stacks lie behind the white-tube group, but the prompt's keyed phrase 'to the before of' is malformed and does not define a standard spatial relation; 'left' is wrong but the gold wording is also defective.",,,,gold before构成损坏的空间答案键，benchmark_ambiguity已完整解释该条；没有独立证据支持额外参照系错误，次标签留空。
error-0086,primary_label;secondary_label,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,B) The shadow is cast to their right and slightly behind them.,action_event,[Single-Choice] Which event happens before the snowboarder rises into the air off a snow lip? [Options] A) They sit down on the snow. B) They lift the snowboard by hand. C) They walk uphill on foot. D) They crouch low while riding.,D,D) They crouch low while riding.,True,perception_recognition,perspective_reference_frame,high,False,阴影在全段稳定落于滑雪者画面左侧并略偏前方；回答判为右后方，错误识别可见的基本方向关系。,perspective_reference_frame,perception_recognition,high,False,20-frame full-duration sheet: the snowboarder's shadow remains to the rider's left and slightly forward through the run; the response reverses side and fore-aft orientation.,perspective_reference_frame,perception_recognition,,阴影相对滑雪者的左前/右后关系要求使用骑行者自身朝向，而非直接读取画面左右；回答反转了该主体中心参照，阴影边界与方向识别为次要感知因素。
error-0091,secondary_label,myJ2l-o5rYQ_73_0_09_40_480_to_0_09_58_960.mp4,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final shot of the video taken by the man in the blue shirt, the puck travels across the floor, passing in front of the ______.",seated person,goal,simple_relation,[Single-Choice] Where is the large black equipment relative to the glass doorway? [Options] A) To the left of it B) Directly in front of it C) Directly behind it D) To the right of it,D,D) To the right of it,True,spatiotemporal_grounding,action_goal_binding,medium,False,末段蓝衣男子击球后冰球穿过地面，经过右侧坐着的人前方；回答将经过对象绑定为球门，混淆了末段轨迹与目标区域。,spatiotemporal_grounding,perception_recognition,high,False,"20-frame full-duration sheet: in the final shot the puck crosses in front of the seated person/equipment area, whereas the goal is in another part of the room/earlier context.",,perception_recognition,,主要时空错误是把末段冰球轨迹对应到错误场景；回答goal还直接把经过的可见参照对象识别成另一物体，因此保留perception_recognition次标签。
error-0093,primary_label;secondary_label,amXzenmYYlw_12_0_03_47_400_to_0_03_57_680.mp4,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A utility pole temporarily occludes the man. Immediately after he reappears, he is on the ______ side of the white parked car.",left,right,simple_relation,[Single-Choice] Where is the white parked car located relative to the storefront? [Options] A) In front of the storefront B) Behind the storefront C) Across the road from the storefront D) Inside the storefront,A,A) In front of the storefront,True,perspective_reference_frame,spatiotemporal_grounding,medium,False,镜头经过电线杆、男子重新出现时，他位于白色停放车辆的场景左侧；回答给出右侧，混淆遮挡前后位置及画面方向。,spatiotemporal_grounding,perspective_reference_frame,high,False,20-frame full-duration sheet: immediately after the utility-pole occlusion the man reappears on the image-left side of the white parked car; the answer reverses the post-occlusion side.,spatiotemporal_grounding,perspective_reference_frame,,题目锚定电线杆遮挡结束后的瞬间，需跨短暂遮挡保持人物连续性；主要缺口是时空定位，重现后相对白车的左右判断为次要参照因素。
error-0094,secondary_label,sPcffDKFKWc_52_0_14_02_107_to_0_14_15_688.mp4,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] At the beginning of the video, from the camera's viewpoint, the boy in the blue hat is on the right side of the girl in the light green shirt. What is their relative side-by-side position just before the camera pans away from them? [Options] A) The boy is now on the left side of the girl. B) The boy is directly behind the girl. C) Their side-by-side position has not changed. D) The girl is now on the left side of the boy.",A,C) Their side-by-side position has not changed.,entity,[Single-Choice] Which other person is visible walking near the children? [Options] A) A woman in a red jacket B) A man in a light blue shirt C) A man in a black suit D) A child in a yellow shirt,B,B,True,spatiotemporal_grounding,perception_recognition,high,False,蓝帽男孩最初在浅绿衣女孩右侧，接近门洞前二人交叉，男孩转到女孩左侧；回答称并排关系未变，未跟踪人物交换位置。,spatiotemporal_grounding,perspective_reference_frame,medium,False,20-frame full-duration sheet: the blue-hatted boy and green-shirted girl exchange their left-right image ordering before the camera leaves them; the response incorrectly treats the initial side-by-side relation as unchanged.,,perspective_reference_frame,,主要问题是未跟踪两人交换位置；关系明确以相机画面左右定义，回答沿用初始排序，故保留相机参照系作为次要因素。
error-0096,primary_label;secondary_label,Uiuiu3FBLZw_25_0_07_02_622_to_0_07_23_609.mp4,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] At the moment the surfer begins their final turn (0:16), the person in the blue swim cap is positioned directly ______ them, relative to the direction of the wave's travel.",behind,in front of,entity,[Single-Choice] Which additional person is visible floating in the water near the breaking wave? [Options] A) A red-capped swimmer B) A kayaker C) A jet-ski rider D) A scuba diver,A,A) A red-capped swimmer,True,spatiotemporal_grounding,perspective_reference_frame,medium,False,0:16 冲浪者开始最后一次转向时，蓝泳帽人物沿浪传播方向位于其后方；回答给出前方，未对齐指定时刻和波浪运动轴。,perspective_reference_frame,spatiotemporal_grounding,medium,False,20-frame full-duration sheet: at the surfer's final turn the blue-capped swimmer lies behind the surfer along the wave's travel direction; the answer reverses the wave-relative fore-aft relation.,perspective_reference_frame,spatiotemporal_grounding,,前后关系明确以波浪传播方向为轴，蓝帽人物位于冲浪者后方；回答反转波浪中心参照，定位0:16最终转向时刻为次要时空要求。
error-0100,primary_label;secondary_label;question_or_key_problem,UbOevcbnLLY_0_0_00_00_133_to_0_00_14_714.mp4,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] As the camera pans to the left, what is the apparent motion of the small puff of smoke on the distant hillside relative to the dock's corner post in the foreground? [Options] A) The smoke appears to move from the right side of the post to the left side of it. B) The smoke remains stationary directly behind the post. C) The smoke appears to move from the left side of the post to the right side of it. D) The smoke is never visible at the same time as the corner post.",B,A) The smoke appears to move from the right side of the post to the left side of it.,action_event,[Single-Choice] Which visible event occurs before the leafy tree canopy enters the view? [Options] A) A large tree trunk fills the left side. B) A white rectangular roof appears near the dock. C) Benches appear beneath the tree. D) The canopy covers much of the top edge.,B,A) A large tree trunk fills the left side.,False,benchmark_ambiguity,perspective_reference_frame,medium,True,镜头左移时远处烟雾与近处角柱存在视差，模型所述烟雾由柱右侧移到左侧与画面物理关系相容；gold stationary directly behind 缺少稳定视觉支持。,perspective_reference_frame,spatiotemporal_grounding,medium,False,20-frame full-duration sheet: the distant smoke remains aligned directly behind the foreground dock post during the pan; the response incorrectly assigns a right-to-left crossing caused by camera motion.,benchmark_ambiguity,perspective_reference_frame,yes,远处烟雾很小，左移镜头又造成近处角柱与远景的视差；20帧不能唯一支持烟雾始终正好位于柱后，模型所述跨侧运动具有视觉合理性。若按题钥解释，前后景参照视差仍是次要困难。
error-0104,primary_label;secondary_label,f1YWduf7KqQ_26_0_05_12_445_to_0_05_25_224.mp4,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] At the moment the surfer is most obscured by the wave's curl, the tip of their surfboard is the only part of the surfer/board combination that is visible.",True,False,entity,[Single-Choice] Which clothing item is visible on the rider? [Options] A) A dark wetsuit B) A red life jacket C) A white T-shirt D) A yellow raincoat,A,A) A dark wetsuit,True,spatiotemporal_grounding,perception_recognition,medium,False,浪卷最强遮挡冲浪者时，人物身体消失而板尖仍短暂露在白水外；回答否认这一精确时刻的局部可见状态。,perception_recognition,spatiotemporal_grounding,high,False,20-frame full-duration sheet: at maximum curl occlusion the surfer's body is hidden and only the board tip protrudes from the whitewater; the negative answer misses the visible remnant.,spatiotemporal_grounding,perception_recognition,,问题要求锁定浪卷遮挡最强的短暂时刻；该时刻身体消失而仅板尖露出，回答首先反映精确时刻定位失败，辨认白水中的板尖为次要感知因素。
error-0106,primary_label;secondary_label;question_or_key_problem,myJ2l-o5rYQ_73_0_09_40_480_to_0_09_58_960.mp4,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final shot of the video taken by the man in the blue shirt, the puck travels across the floor, passing in front of the ______.",seated person,goalie,simple_relation,[Single-Choice] Where is the large black equipment relative to the glass doorway? [Options] A) To the left of it B) Directly in front of it C) Directly behind it D) To the right of it,D,D,True,benchmark_ambiguity,action_goal_binding,medium,True,末段冰球从坐在器材旁的人前方经过；模型回答 goalie 可能正是对该坐着人物的角色描述，与 gold seated person 并不必然冲突，填空同义答案边界不足。,spatiotemporal_grounding,perception_recognition,high,False,"20-frame full-duration sheet: in the final blue-shirt-camera shot the puck passes before the seated person/equipment area, not the goalie/goal location from another moment.",benchmark_ambiguity,,yes,末段坐在器材旁的人外观和位置可被合理描述为goalie；“goalie”与gold的“seated person”并非互斥，严格拒绝该角色描述缺少明确答案边界，因此不附加内容错误标签。
error-0107,secondary_label;question_or_key_problem,qkEhTI25974_20_0_03_08_388_to_0_03_24_137.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] At the moment the motorcycle is on the white-striped crosswalk (0:10), what are the immediate, spatially-relevant intentions governing the rider's actions? (Select all that apply) [Options] A) To yield right-of-way to the white car parked on the right. B) To maintain a consistent following distance behind the silver car ahead. C) To be prepared to stop for any potential pedestrians using the crosswalk. D) To begin accelerating to overtake the silver car.","B, C",C) To be prepared to stop for any potential pedestrians using the crosswalk.,entity,[Single-Choice] Which object is visible along the curb on this street? [Options] A) Red-and-white traffic cone B) Blue mailbox C) Yellow fire hydrant D) Green trash bin,A,C) Yellow fire hydrant,False,action_goal_binding,benchmark_ambiguity,medium,True,摩托车在斑马线处跟随银车并保持制动余量；回答只选择为行人停车，遗漏维持跟车距离。题干以不可直接观察的 intention 作为多选依据，存在推断性。,action_goal_binding,spatiotemporal_grounding,medium,False,20-frame full-duration sheet: at the crosswalk the rider is both maintaining position behind the silver car and prepared for pedestrians; selecting only pedestrian readiness omits the visible following-distance objective.,,benchmark_ambiguity,yes,跟随银车的空间状态可见，但“准备为任何潜在行人停车”属于不可直接观察的意图，且多选题没有给出验证标准；保留动作目标绑定为主标签，同时将题目歧义作为明确次标签。
error-0109,primary_label;secondary_label,hTxS5J_ZaKQ_80_0_13_52_499_to_0_14_04_110.mp4,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] If the car had continued driving straight on its initial path instead of turning, the 'Baraka' entrance sign would have passed by on the car's ______ side.",left,right,action_event,[Single-Choice] What does the camera vehicle do after entering the grassy parking area? [Options] A) Stops at a gatehouse B) Backs into a garage C) Drives past parked RVs D) Crosses a railroad track,C,C) Drives past parked RVs,True,perspective_reference_frame,physical_prediction_counterfactual,high,False,车辆接近 Baraka 标牌后实际右转进入；保持初始直线时需按车身坐标判断标牌从左侧经过，回答把左右关系反转。,physical_prediction_counterfactual,perspective_reference_frame,high,False,"20-frame full-duration sheet: the Baraka sign lies ahead-left of the vehicle's initial straight path before the actual turn; continuing straight would pass it on the car's left, not right.",physical_prediction_counterfactual,perspective_reference_frame,,核心操作是把车辆初始直线路径继续作反事实外推；标牌将从车辆左侧通过，故主要缺口是反事实轨迹预测，车身左右参照为次要因素。
error-0110,primary_label;secondary_label,lkF5Q42T8Rg_6_0_14_53_433_to_0_15_07_033.mp4,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] When the woman crosses her arms, which of her arms is positioned on top of the other from the viewer's perspective? [Options] A) Her right arm is on top of her left arm. B) Her left arm is on top of her right arm. C) Her arms are held side-by-side and do not cross. D) Her hands are clasped together in the center.",A,B,simple_relation,[Single-Choice] Where is the large silver microphone relative to the woman from the viewer's perspective? [Options] A) To the viewer's right of her B) To the viewer's left of her C) Directly below her D) Directly behind her,A,B) To the viewer's left of her,False,perception_recognition,perspective_reference_frame,medium,False,女子交叉双臂时，从观看者角度其右臂叠在左臂上方；回答选择左臂在上。control 未通过也支持局部肢体方向识别困难。,perspective_reference_frame,perception_recognition,high,False,"20-frame full-duration sheet: when the woman crosses her arms, her right arm lies visibly on top from the viewer's perspective; the response reverses right and left.",perspective_reference_frame,perception_recognition,,题干明确限定从观看者视角判断左右臂上下关系；回答将右臂在上反为左臂在上，主要是观看者参照系锁定失败，手臂重叠识别为次要感知因素。
error-0113,primary_label;secondary_label,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,B) The shadow is cast to their right and slightly behind them.,action_event,[Single-Choice] Which event happens before the snowboarder rises into the air off a snow lip? [Options] A) They sit down on the snow. B) They lift the snowboard by hand. C) They walk uphill on foot. D) They crouch low while riding.,D,D,True,perception_recognition,perspective_reference_frame,high,False,阴影全段稳定位于滑雪者左侧并略偏前方；回答判为右后方，错误识别基本方向关系。,perspective_reference_frame,perception_recognition,high,False,20-frame full-duration sheet: the snowboarder's shadow remains left and slightly forward relative to the rider; the response consistently reverses that relation.,perspective_reference_frame,perception_recognition,,阴影的左前关系是相对滑雪者行进朝向定义的；回答反成右后，主要为主体中心参照错误，稳定阴影方向的可见识别为次要因素。
error-0115,primary_label;secondary_label,k-IbB7jAw9g_114_0_32_35_720_to_0_33_11_089.mp4,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] Observing the final moments, what is the primary mechanism that moves the fish from the water onto the sand? [Options] A) The fish is lifted clear of the water by the tension of the line. B) An incoming wave washes the fish up onto the beach. C) The person quickly walks backward, dragging the fish out. D) The fish swims onto the sand by itself.",B,A) The fish is lifted clear of the water by the tension of the line.,entity,[Single-Choice] Which long object is prominently visible in the scene? [Options] A) A canoe paddle B) A beach umbrella C) A walking stick D) A fishing rod,D,D) A fishing rod,True,perception_recognition,physical_prediction_counterfactual,high,False,末段鱼仍在水边，随涌上沙滩的浪被冲到岸上；回答把机制判为鱼线直接提离水面，混淆可见外力来源。,action_goal_binding,spatiotemporal_grounding,high,False,20-frame full-duration sheet: the final incoming wave carries/washes the fish from shallow water onto the sand while the line remains present; the response assigns the displacement primarily to line lifting.,perception_recognition,spatiotemporal_grounding,,末段可见海浪将浅水中的鱼带上沙滩，而鱼线并未把鱼提离水面；错误首先是把可见位移机制识别为线拉，整合浪到达与鱼上岸的先后为次要时空因素。
error-0117,secondary_label;question_or_key_problem,r8iANn9nlOY_8_0_01_22_519_to_0_01_45_920.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At 0:17, the player in the blue vest passes the ball off-screen to the right. Based on the on-field positions and the drill's context, who is the most likely intended recipient? [Options] A) The player in the yellow vest moving towards the center. B) The stationary player in the black jacket and neon yellow shoes. C) A player in a red jersey further downfield. D) The player in a blue vest who is now behind the passer.",B,C) A player in a red jersey further downfield.,simple_relation,[Single-Choice] Where is the nearest orange cone relative to the blue-vested player standing with his back to the camera? [Options] A) Lower right of him B) Upper left of him C) Lower left of him D) Upper right of him,C,C) Lower left of him,True,action_goal_binding,benchmark_ambiguity,medium,True,0:17 蓝背心球员向画外右侧传球，场上黑夹克荧光鞋球员位置最符合接应路线；回答绑定到更远的红衣球员。接收者在画外且“most likely”依赖训练语境，存在一定推断性。,action_goal_binding,spatiotemporal_grounding,medium,False,20-frame full-duration sheet: at 0:17 the off-screen-right pass is directed toward the stationary black-jacketed player with neon shoes positioned on that passing lane; the red-jersey player is farther downfield on another line.,,benchmark_ambiguity,yes,传球离开画面右侧，接球人不可直接观察；黑夹克球员虽最符合传球线，但“most likely intended recipient”仍依赖训练语境推断，故保留题目歧义次标签并判定存在问题。
error-0118,secondary_label;question_or_key_problem,Z0lkr3AQ8Xk_21_0_02_21_820_to_0_02_33_070.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the silver car's final trajectory after swerving across the lane divider, what was its immediate spatial objective?
[Options]
A) To make a U-turn.
B) To pull over on the left shoulder.
C) To turn right at the upcoming intersection.
D) To overtake the black car.",A,C) To turn right at the upcoming intersection.,action_event,"[Single-Choice] Near the start of the event, what is the black car doing? [Options] A) Turning left B) Stopping at the roadside C) Driving straight ahead D) Reversing backward",C,"Based on the video, the black car is driving straight ahead near the start of the event. Therefore, the correct answer is:

C) Driving straight ahead",True,action_goal_binding,benchmark_ambiguity,low,True,银车跨线并大幅改变航向，回答把动作目标绑定为前方右转而非掉头；仅凭短轨迹推断驾驶意图并不完全直接，目标措辞具有歧义风险。,action_goal_binding,spatiotemporal_grounding,high,False,"20-frame full-duration sheet: the silver car crosses left and continues rotating back across the roadway, indicating a U-turn objective rather than a right turn at the intersection.",,spatiotemporal_grounding,no,银车跨越分道线后持续旋转并横过道路，完整轨迹足以支持近期掉头目标；题目可判定，次要缺口是未连续整合该机动过程。
error-0122,secondary_label;question_or_key_problem,r8iANn9nlOY_8_0_01_22_519_to_0_01_45_920.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At 0:17, the player in the blue vest passes the ball off-screen to the right. Based on the on-field positions and the drill's context, who is the most likely intended recipient? [Options] A) The player in the yellow vest moving towards the center. B) The stationary player in the black jacket and neon yellow shoes. C) A player in a red jersey further downfield. D) The player in a blue vest who is now behind the passer.",B,D,simple_relation,[Single-Choice] Where is the nearest orange cone relative to the blue-vested player standing with his back to the camera? [Options] A) Lower right of him B) Upper left of him C) Lower left of him D) Upper right of him,C,B,False,action_goal_binding,benchmark_ambiguity,medium,True,蓝背心球员向画外右侧传球，固定站位的黑夹克荧光鞋球员最符合接应位置；回答选择身后另一蓝背心球员。接收者不在画内，题目仍带一定意图推断。,action_goal_binding,spatiotemporal_grounding,medium,False,"20-frame full-duration sheet: the off-screen-right pass aligns with the stationary black-jacketed, neon-shoed recipient; the blue-vested player behind the passer is not on the outgoing path.",,benchmark_ambiguity,yes,接球点在画外，黑夹克球员虽最符合右向传球路线，但题干要求推断“most likely intended”且无法直接验证；保留动作目标绑定主标签，并将意图不可观测性记为次要歧义。
error-0126,secondary_label,svE6_cYXDXA_31_0_03_25_505_to_0_03_41_554.mp4,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the rider failed to navigate the first significant curve and continued in a straight line, what would be the immediate spatial consequence? [Options] A) They would travel off the steep edge to the left of the road. B) They would ride directly into the uphill embankment. C) They would enter the patch of green trees on the right. D) They would safely continue onto a different path.",B,A,action_event,[Single-Choice] What is the person on the motorcycle doing near the bushes? [Options] A) Standing still beside the bike B) Leaning the bike while moving C) Pushing the bike uphill D) Lifting the bike onto a truck,B,B) Leaning the bike while moving,True,physical_prediction_counterfactual,perspective_reference_frame,high,False,首个显著弯道向道路右侧绕过上坡土坡，若保持此前直线会驶入弯外侧的上坡路堤；回答错误外推为冲下左侧陡边。,physical_prediction_counterfactual,spatiotemporal_grounding,high,False,20-frame full-duration sheet: the first major bend places the uphill dirt embankment directly on the rider's uncorrected straight path; continuing straight would hit it rather than leave over the left edge.,,perspective_reference_frame,,主要为未正确外推直线路径；回答又把弯道两侧的上坡路堤与左侧陡边反置，存在明确的道路左右参照错误，保留该次标签。
error-0127,primary_label;secondary_label,Lt2mVbsy8G4_7_0_00_47_213_to_0_01_00_994.mp4,1,Object Permanence and Occlusion Tracking,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A third, less illuminated jellyfish starts below the main jellyfish on the left. As the main jellyfish moves down, it briefly occludes the third one. From the viewer's perspective, the third jellyfish re-emerges to the ________ of the main jellyfish's bell.",below,bottom,action_event,[Single-Choice] Which event happens before foamy ocean waves fill the view? [Options] A) White surf spreads across dark rocks. B) A turquoise patch appears among waves. C) Rough water covers most of the scene. D) Bright jellyfish drift in dark water.,D,A) White surf spreads across dark rocks.,False,benchmark_ambiguity,protocol_or_parsing,high,True,模型回答 bottom 与 gold below 在“位于主水母伞体下方”这一语境中完全同义；该错误反映填空同义词接受或评分规范化不足。,protocol_or_parsing,benchmark_ambiguity,high,True,"20-frame full-duration sheet: the dim third jellyfish re-emerges underneath the main bell; the model fill 'bottom' expresses the same below relation as the keyed 'below', so this is not a substantive content error.",protocol_or_parsing,benchmark_ambiguity,,第三只水母在主水母伞体下方重现，模型填入bottom表达了与below相同的空间关系；这是语义正确答案因词形/规范化未被接受的计分问题，答案接受边界为次要基准风险。
error-0129,primary_label;secondary_label;question_or_key_problem,iOFJq-ylyT4_4_0_01_12_439_to_0_01_27_353.mp4,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] From the camera's final viewpoint showing the side of the car, the driver's side front wheel is completely occluded.",True,False,action_event,"[Single-Choice] Before the man stands apart from the car near the bushes, what does he do? [Options] A) He opens a car door. B) He kneels beside a wheel. C) He enters the car. D) He walks beside the car.",D,D) He walks beside the car.,True,benchmark_ambiguity,perception_recognition,high,True,最终侧视镜头中驾驶员侧前轮因相机裁切离开画面，并无物体挡在车轮前；题干把 out of frame 称为 completely occluded，gold 概念不清。,perception_recognition,spatiotemporal_grounding,high,False,20-frame full-duration sheet: the final side view excludes/fully occludes the driver's front wheel while retaining other side features; the negative answer contradicts the final visible state.,benchmark_ambiguity,,yes,最终镜头中驾驶员侧前轮是被画面裁切到视野外，并非被另一物体遮挡；题干将out of frame称为completely occluded，模型回答False具有合理字面依据，不再附加内容错误。
error-0130,secondary_label,iHJC3g4RC64_23_0_03_25_538_to_0_03_42_589.mp4,2,Dynamic Spatial Relationships,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] During the camera's pan to the right, the two orange lighters on the dark brown pegboard move from the right side of the frame towards the ______.",center,left,entity,[Single-Choice] Which object is visible on the wooden shelves near the hanging display? [Options] A) soccer balls B) metal cups C) potted plants D) paint cans,B,B) metal cups,True,spatiotemporal_grounding,perception_recognition,high,False,右摇镜头过程中深棕挂板上的两只橙色打火机从画面右侧移到中部附近；回答称移到左侧，错误概括末位投影。,spatiotemporal_grounding,perspective_reference_frame,high,False,"20-frame full-duration sheet: during the right pan the two orange lighters move from frame-right into the center region, not all the way to frame-left; the response overextends their apparent displacement.",,perspective_reference_frame,,主要为未跟踪右摇中的投影位置；回答把到达画面中央夸大为到达左侧，涉及相机画面坐标参照，保留该次标签。
error-0131,secondary_label,jrrAZ0wM0bM_1_0_00_05_438_to_0_00_45_211.mp4,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.",True,False,action_event,[Single-Choice] What is the dark horse beside the fence doing in the pasture scene? [Options] A) Trotting along the fence B) Lying flat on the grass C) Jumping over the fence D) Grazing with its head down,D,D) Grazing with its head down,True,perception_recognition,spatiotemporal_grounding,medium,False,约 0:11 的直视画面中白马在水平方向位于两匹棕马之间；回答 False 否认该同时位置关系。,perception_recognition,perspective_reference_frame,high,False,20-frame full-duration sheet: around 0:11 the white horse is horizontally framed between the two brown horses in the direct view; the negative answer misses that visible ordering.,,spatiotemporal_grounding,,白马位于两匹棕马之间是直接可见关系，主标签为感知识别；题目还要求锁定约0:11的同步构图，因此时刻定位是明确次要要求。
error-0134,primary_label;secondary_label;question_or_key_problem,mB8Ya4rSxck_89_0_13_02_348_to_0_13_15_594.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] The person's hand first points to the lit candle, then pans left and points to the jar of shells, and finally moves the ______.",tissue box,paper towel box,action_event,"[Single-Choice] As the hand passes over the sink area, what does it briefly do? [Options] A) Clenches into a fist. B) Spreads its fingers open. C) Turns the faucet handle. D) Picks up the soap bottle.",B,B) Spreads its fingers open.,True,perception_recognition,action_goal_binding,medium,False,手先指蜡烛、再指贝壳罐，最后移动的是左侧抽纸盒；回答称 paper towel box，误识别了被操作物体的类型。,benchmark_ambiguity,protocol_or_parsing,medium,True,"20-frame full-duration sheet: the final moved object is the rectangular tissue box; 'paper towel box' is an imprecise but visually referential name for the same dispenser-like box, making strict fill-word rejection questionable.",benchmark_ambiguity,,yes,末段移动的是装有抽取式纸品的矩形盒；paper towel box虽不如tissue box精确，但仍明确指向同一可见物体，严格按名词细分判错缺乏答案接受边界，因此不附加内容错误标签。
error-0138,secondary_label,UfsgoajgaA4_4_0_00_29_559_to_0_00_44_880.mp4,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,[Multiple-Select] The prominent ripples seen on the water's surface are primarily generated by which of the man's movements? (Select all that apply) [Options] A) The downward and circular push of his feet. B) The side-to-side sculling motion of his hands. C) The movement of his head as he looks around. D) The passive displacement of his torso.,"A, B",B) The side-to-side sculling motion of his hands.,simple_relation,"[Single-Choice] As the man floats in the water, which side of his torso is facing upward? [Options] A) His back side B) His chest/front side C) His left side D) His right side",B,B) His chest/front side,True,perception_recognition,physical_prediction_counterfactual,high,False,水面明显涟漪同时由脚向下/绕圈蹬水和双手左右划水产生；回答只选手部动作，遗漏足部的直接扰水。,perception_recognition,spatiotemporal_grounding,high,False,20-frame full-duration sheet: prominent surface ripples are generated by both the downward/circular foot push and hand sculling; selecting only hand motion omits the visible foot contribution.,,spatiotemporal_grounding,,涟漪与足部及手部扰水均直接可见，主标签为动作/效应识别；确认两种动作各自伴随水面变化需要跨时段对应，保留时空定位次标签。
