probe_sample_id,source_sample_id,benchmark_index,video,original_question,original_ground_truth,category_id,category,scene_type,question_type,assigned_probe_type,assigned_probe_subtype,target_answer_position,source_sample_sha256,selection_sha256
probe-0051,pc-0515,1095,N1rs6Sf2x3Y_37_0_17_12_990_to_0_17_43_353.mp4,"[True/False] From the moment the group of four pedestrians becomes fully visible, they are always positioned to the allocentric left of the yellow car.",False,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,action_event,action_recognition,C,f026e50895c87e1bca7f4c18fd847c0be424fabb58162fc4476eb213f1e101e5,d247e28483b8ed3f82d125622b95d0c659db9ecc9a9be3e45310aa500ec16f4a
probe-0052,pc-0562,4940,YZSZwejs058_1_0_00_05_271_to_0_00_21_688.mp4,"[Single-Choice] The man walks forward and then makes a single turn. From a fixed (allocentric) viewpoint looking down the first hallway from his starting position, how would his final path be described? [Options] A) He continued straight ahead. B) He turned around and walked back. C) He turned to his left. D) He turned to his right.",C,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,simple_relation,orientation,D,a555bcd46739a28868f5db977d601705df2a0ced1bdbd481f9966374fa9f9fcb,ccfc30a6e909b73c6b8681f50a9373a9db082b4fb3d834dbd30e739dec70f0ec
probe-0053,pc-0228,1843,EneKMFjJBRI_24_0_04_11_699_to_0_04_26_233.mp4,"[Single-Choice] At the beginning of the video, the operator pushes the right joystick forward and then immediately pulls it back. What is the corresponding spatial maneuver performed by the drone in the air? [Options] A) It hovers in place. B) It performs a forward flip. C) It spins 360 degrees horizontally. D) It flies straight backwards.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,entity,object_actor_presence,A,f5b91a0f80d3b612f1efc9d736b3570d691f326e35ccbf6c21cfc2f9b5157ce0,655e2113d46304cd5708953c3f1b03c9f4ed47f4f5c205e21f0268fd262b95e7
probe-0054,pc-0159,5037,Zj70SP5RI7U_11_0_01_16_376_to_0_01_31_157.mp4,"[True/False] During the trick, the skateboard completes a full 360-degree horizontal rotation before the person's feet land back on it.",True,2,Dynamic Spatial Relationships,Human-Centric,True/False,simple_relation,simple_spatial_relation,A,784e2f97185efacabcdc5bf6862173a775aaac8e812f33692bf6fa242a95ebf1,ea7d05f8382a3fa3bfb88fdea80ba973476b0f203a4afb725caee03aba519785
probe-0055,pc-0057,4585,TyUnJy4z5Mw_305_0_45_56_440_to_0_46_07_519.mp4,"[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.",A,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,D,13eabdeb4c38283839cc2d08624a8c12986fe440df6222e718fa28afca91cce9,876d6eb565c7384d6803fef8bd021c4f72af5300938cdd1e1d04c7b56ba8b360
probe-0056,pc-0112,686,sPcffDKFKWc_52_0_14_02_107_to_0_14_15_688.mp4,"[Single-Choice] At the beginning of the video, from the camera's viewpoint, the boy in the blue hat is on the right side of the girl in the light green shirt. What is their relative side-by-side position just before the camera pans away from them? [Options] A) The boy is now on the left side of the girl. B) The boy is directly behind the girl. C) Their side-by-side position has not changed. D) The girl is now on the left side of the boy.",A,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,entity,object_actor_presence,B,3683d690fdb635597845361ce4b5d5b599172dc21b73834b0b080f7ea7cba538,cc3d29135acae8fffadc78523cce0de481836815f1e81a8859b28c425ad2f6cb
probe-0057,pc-0355,4319,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] Imagine the camera's pan from left to right is immediately reversed at the same speed. Which distant object, visible at the end of the video, would be the first to become completely hidden again by the foreground bamboo poles? [Options] A) The bridge. B) The white boat. C) The left edge of the distant island. D) The floating structure on the far left.",D,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,simple_relation,simple_spatial_relation,D,4feca616426fa18703e2b9e23f3f061d1e3844c53998c263da8a1a0e3ab76f08,c2750de9321137544a1c9ce089e7774f17762bc449a92f91b4f3d010bbe69c77
probe-0058,pc-0377,5413,u5olx9qLE5A_20_0_03_34_633_to_0_03_46_866.mp4,"[Single-Choice] Assuming the vehicle continues at the same speed and on the same path, which prominent background feature will the next passing lamppost be the first to visually align with and begin to occlude? [Options] A) The large red brick building on the far left. B) The tall, dark church steeple. C) The cluster of white buildings on the distant right hill. D) The parking lot on the left side of the river.",A,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,simple_relation,simple_spatial_relation,B,bcec7df1e21074504906203d53225f1dc148112dfb834734b718746c188b83fd,20eb6175c40d677d9251227c4a1be22bdfcebf448f4fb3878f5354b8369b569a
probe-0059,pc-0187,8179,gC8KTWFCY44_0_0_00_04_280_to_0_00_16_280.mp4,"[Single-Choice] At the start of the video, a small, distant, cone-shaped island is visible. As the camera pans left, what is the final relationship between this cone-shaped island and the large, tree-covered mountain that dominates the left side of the frame at the end? [Options] A) The cone-shaped island is now to the left of the large mountain. B) The large mountain completely occludes the cone-shaped island. C) The cone-shaped island is now to the right of the large mountain. D) The cone-shaped island is visible above the peak of the large mountain.",C,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,action_event,action_recognition,A,0335e2cac76b7a63b4d51b657e8c0c755fe1525bbd3f1d72e3c1a9fb7b56e1cd,e1a92bb0a2d3276bf31ee631443ef388ef1eb9065d53d1ba2899d3abc8ae3de5
probe-0060,pc-0420,2285,GvaFtmAzxNk_11_0_01_15_909_to_0_01_34_360.mp4,"[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.",False,5,Object Deformation and State Transition,Human-Centric,True/False,action_event,action_recognition,B,9625c0f3cce33b1e66dca9b3afd7a7b481af829a1800a4fed623b31566193a2e,919a4cc5f87f3663a7db189e7f83d866a13aca03493a6ab1e2f462e829639439
probe-0061,pc-0092,9235,f1YWduf7KqQ_26_0_05_12_445_to_0_05_25_224.mp4,"[True/False] At the moment the surfer is most obscured by the wave's curl, the tip of their surfboard is the only part of the surfer/board combination that is visible.",True,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,entity,object_actor_presence,A,dfd32c7ae6dbec3e9180943739d07fa7fa6c879fc4ff898a8c43bd3d635c2b52,ac9d7aa42db6ef5f92ecc7c466c93daf1c367770a7201e2c89c882e6a32104e9
probe-0062,pc-0464,6056,UfsgoajgaA4_4_0_00_29_559_to_0_00_44_880.mp4,[Multiple-Select] The prominent ripples seen on the water's surface are primarily generated by which of the man's movements? (Select all that apply) [Options] A) The downward and circular push of his feet. B) The side-to-side sculling motion of his hands. C) The movement of his head as he looks around. D) The passive displacement of his torso.,"A, B",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,simple_relation,orientation,B,01adde88b4ce7c70d721dc341bd5811c98abe3087b7b93109697a370d0400d53,02f0ae8e35140201313848bc46ac5357bd44ae98f4b63ebcfd8cfd4c702e9c8d
probe-0063,pc-0581,7036,kDLnyAaXO8g_49_0_11_37_263_to_0_11_55_815.mp4,"[Single-Choice] After the camera pans from the blue van towards the wooden fence, what is the position of the black lamppost relative to the blue van in the overall scene? [Options] A) The lamppost is directly behind the blue van. B) The lamppost is on the opposite side of the road from the blue van. C) The lamppost is on the same side of the road as the van, but further down the path to the right. D) The lamppost is located to the left of the blue van.",C,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Single-Choice,entity,object_actor_presence,D,8cd0c1a7dabe5ae7c28a27c2e00511c5d06d1d6cdd4238d62cd0b6db4c485871,e8bc38b32fb7018b33970ed65cdf64bb2ffce8a302a54540bcb46e6681147412
probe-0064,pc-0181,6782,myJ2l-o5rYQ_73_0_09_40_480_to_0_09_58_960.mp4,"[Fill-in-the-Blank] In the final shot of the video taken by the man in the blue shirt, the puck travels across the floor, passing in front of the ______.",seated person,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,simple_relation,simple_spatial_relation,D,56f0a5305b9757f9a621c298249cb81e1900d43ddadf178c6468bec21d364662,f78130c26f7b80ecc37088810d530de4d85586b661a37f9c248fd593415f1396
probe-0065,pc-0413,911,KpjKUF2yYiU_38_0_05_45_144_to_0_05_55_855.mp4,[True/False] The fishing rod's bend is most pronounced at the very end of the video.,True,5,Object Deformation and State Transition,Human-Centric,True/False,action_event,temporal_order,B,6e781dcd932cc45b3a8dfb3fac231892aa110c65f40a3c66591ab729f05869dc,6a8e798142b0fc7261c166f3f53500386422e2a58d1572548c4b487177c6c383
probe-0066,pc-0525,2125,WNQBYA5gC5c_1_0_00_05_171_to_0_00_16_383.mp4,[True/False] The solid white door is located further toward the rear of the vehicle than the main entrance door with the screen.,True,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,True/False,action_event,action_recognition,C,cc8bdeb622b28cd183a067dcd2fcd8ea9984e27dc697ff0f06633d0a2065b52c,6c4b000217100e21c8223eb452a309359d96dfce20e5afad4ec789760f9628a9
probe-0067,pc-0454,5976,qRtxlEZpev0_31_0_07_11_699_to_0_07_26_366.mp4,[Multiple-Select] Which physical states describe the single blue band while it is being manipulated by the hook? (Select all that apply) [Options] A) Under tension. B) Rigid. C) Twisted. D) Compressed.,"A, C",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,action_event,action_recognition,B,51c4d887050776d8f34908c4c190fe9d44d54fef02ba71978e046c4d5519493e,5a4cf34b692971452b381fce955dd79504c591ee593bace25bf57eaa715b0f20
probe-0068,pc-0411,667,r-jQ8zjtMuQ_9_0_01_24_818_to_0_01_41_768.mp4,[True/False] The plane's landing gear is still visible and fully extended when the aircraft passes over the distant treeline.,True,5,Object Deformation and State Transition,Object-Centric,True/False,entity,object_actor_presence,C,761dfb051b40e14e19184c286995956f83bdf0cf3a9abbde166adfa7dbc76251,460ef392b5060149fb9ed717e305a37cdfe020a7f644c0ba4dfac7e7e22cd2de
probe-0069,pc-0471,6605,p-b5mQgWPO4_7_0_02_49_202_to_0_03_01_981.mp4,[Fill-in-the-Blank] The procedure shown transforms a single large horizontal loop into two smaller vertical loops by pulling them through the ________ of the knot.,center,5,Object Deformation and State Transition,Human-Centric,Fill-in-the-Blank,simple_relation,orientation,B,67619d7ba0115debeb80d53fdf30664fde3e9142574dfade5ce3a1d318dff8e4,913434cf166aada9b79a6f5ae400e644a7d32e79b288a6d88e5b4f3518efbffc
probe-0070,pc-0001,17,O21Zy3-o9MI_13_0_01_25_385_to_0_01_36_196.mp4,"[True/False] During the first scene, the intercom panel on the wall is briefly but completely hidden from view by the man's body.",True,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,simple_relation,orientation,A,4a78bdd1cf36b457821ebf0d058496e6a28bbbfc2a9eee89fbe54146431b9930,0c7f0f990d51e10ecee9aea9182ecf78f497678c76dfc6f1e07fb1c4d6cd2630
probe-0071,pc-0462,6035,WPTAA4RdksE_40_0_08_53_499_to_0_09_10_483.mp4,[Multiple-Select] Which of the following spatial properties of the large green fabric are visibly changed by the person's folding action? (Select all that apply) [Options] A) Its total surface area. B) Its thickness in the folded region. C) The number of layers presented to the pattern. D) Its overall shape from a top-down view.,"B, C, D",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,entity,object_actor_presence,D,f7dc07e214f1275ed75dba0668b6605bbb97bbd5f7927a3db216b466ec881423,d419759feb83dfc1d3461ee54947b30bd8cb7b517370a4f2ceaa815733aaa3ae
probe-0072,pc-0128,2630,JXeuauaocHE_113_0_10_36_080_to_0_10_49_759.mp4,"[Single-Choice] Observing the white line on the road during the last three seconds of the video, what is its direction of movement relative to the car's body? [Options] A) It moves towards the left side of the screen. B) It moves closer to the car, towards the bottom-right of the screen. C) It remains in a static position relative to the car. D) It moves directly away from the car.",B,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,action_event,temporal_order,A,6bfd4c61f47b811c3a85e407a772f99ed0b5ad9a1fd098e257555ede531a6047,97440ff186192ba21f5fae014b8ed7747f12c7664581ccbdce48d8f65574fd9d
probe-0073,pc-0540,3370,QuNcS5RWDGk_22_0_03_48_375_to_0_04_04_958.mp4,"[Single-Choice] From the perspective of the man on the left holding the phone, in which direction is the city shoreline located? [Options] A) Directly in front of him. B) To his immediate right. C) Directly behind him. D) To his immediate left.",C,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,C,bb4a33467f477844482c7050a0cfaa185d24506ee3b4ac4ee346989ef26e1970,ab2f0749cea69d9692e6fbee6e858fa0e522529b765c2ac68909142e9f820158
probe-0074,pc-0573,6017,XfovVgI3gsY_18_0_03_29_719_to_0_03_49_800.mp4,"[Multiple-Select] The camera pans right, changing the view. Which statements correctly describe the motion from the camera's (egocentric) and the world's (allocentric) reference frames? (Select all that apply)
[Options]
A) Egocentrically, the city skyline appears to move from right to left across the frame.
B) Allocentrically, the boat is moving and the city is stationary.
C) Egocentrically, the flagpole moves from the right side of the frame to the left side.
D) Allocentrically, the city is moving from left to right.","A, B, C",6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Multiple-Select,action_event,action_recognition,C,34647ea0968a206f31c095c226b3a5f0b836ab7a471b702eb1e4016a60cc409a,d3acedffa8a32720e8d2e7a9c5e166b1ed813b19c7e9ad9a5295ef2cd3057697
probe-0075,pc-0126,2065,U_77ItXKYDs_29_0_05_43_933_to_0_05_54_033.mp4,"[Multiple-Select] At the end of the video, the woman brings both hands down to adjust the bottom of the shirt. Which of the following spatial relationships change during this specific action? (Select all that apply) [Options] A) The distance between her right hand and her left hand. B) The distance between her left hand and the red mug. C) The orientation of the paintbrush relative to the table surface. D) The position of the green foam sheet relative to the table.","A,B,C",2,Dynamic Spatial Relationships,Human-Centric,Multiple-Select,simple_relation,simple_spatial_relation,A,27741b2d57fb8610a3ea7a41cdc1af19d0bed33a59e44e2b5cfc6da5eb5409f9,67aa7c44bb7b83ed90510a4a5620bcfddd0abbb719850bec54f4ec54f0dd435d
probe-0076,pc-0492,9397,oTFtM3YMAlA_55_0_08_55_117_to_0_09_07_171.mp4,"[True/False] The primary way the vehicle's rear wheels alter the sand's surface is by compacting it into a smooth, flat track.",False,5,Object Deformation and State Transition,Human-Centric,True/False,simple_relation,orientation,A,66d79c2fe47c9a234e379dd236b5e86de824e675ef86d3d5c559231f98018555,b49d64c2bddae749e60c8eda508b4871644e5c1defb2a94095852c791ad4d755
probe-0077,pc-0408,613,YjM0K5_4FHU_124_0_16_17_679_to_0_16_28_240.mp4,[True/False] The car's front bumper becomes detached from the vehicle during the attempt to climb the hill.,False,5,Object Deformation and State Transition,Human-Centric,True/False,action_event,temporal_order,A,8a2380e2f8d594b8738a12c4a340a02524aa32fb2f344e9c306cf8eea7df8854,bb34a22560f7eb4677f5b094484b2301376d75ae5ec0481f18cd845f6f485270
probe-0078,pc-0276,7086,k2GjZH0EdTE_20_0_06_19_245_to_0_06_37_230.mp4,"[Single-Choice] Based on the horse's trajectory across the field, what is the rider's immediate goal? [Options] A) To head towards the parked vehicles. B) To navigate towards the line of trees in the background. C) To jump over the wooden table-like obstacle. D) To circle back to the top of the hill.",C,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,action_event,action_recognition,C,dff998ef815d773bf490d4bfb8646807fef4f2d88163d0d371bb85442249e4da,ecf4eb3311f6d1b61de1c73d94349751a5f909386cef9196d9f770430ae09757
probe-0079,pc-0412,673,rBFpc0p64JE_37_0_08_12_279_to_0_08_23_959.mp4,[True/False] The process shown results in a permanent spatial change to the client's arm by adding a new material onto the outer surface of the skin.,True,5,Object Deformation and State Transition,Human-Centric,True/False,action_event,temporal_order,D,96002a967f970225066c33e706a2771bda395cd757f603bfd5ca0e9f6b639578,dd5d40332e8e67a0ea83afc230f2b086540cd9d36f22790c254a73039dac774b
probe-0080,pc-0169,5835,gmpJmdKiZQ8_33_0_06_51_311_to_0_07_16_202.mp4,"[Multiple-Select] At the moment the woman in the blue shirt first interacts with the person in the wheelchair, which of these spatial statements are correct from the camera's perspective? (Select all that apply) [Options] A) A yellow, partially collapsed beach umbrella is visible behind the man in the black shirt. B) A large, blue inflatable slide is visible in the background to the left. C) The ocean is completely out of the frame. D) A pair of shoes is visible on the sand directly beside the blue lounge chair.","A,B",2,Dynamic Spatial Relationships,Human-Centric,Multiple-Select,entity,object_actor_presence,C,d259c3f034146e6ca0ba72b47c1b8a0e66c53f83d728af745f8ead44ba34df27,3822d8196e6eac763cbb74a700951d1d8ac1370bfa8fb28a7c04b62763251c03
probe-0081,pc-0053,4293,JH6vsa0twcA_41_0_08_54_133_to_0_09_04_533.mp4,"[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.",A,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,action_event,action_recognition,A,63685322112d6bac3e7e41128632918aa41624e73650508dbcc7bcc2534ea052,218f82f16dfeedd4f1849d6ba668e4bfe7a91687e55cbfc16ad5370a046f34b0
probe-0082,pc-0497,9737,lJ98a0Owtuo_34_0_06_48_174_to_0_06_59_652.mp4,[True/False] The peak height of the wave's crest remains consistent as it travels from the left side of the frame to the right.,False,5,Object Deformation and State Transition,Object-Centric,True/False,entity,object_actor_presence,D,ff2257a7af258868f686bd597e9b48b0803c9ff2fb3c099e987ec9a127e5bf4d,2b3ce98c4ed796414f29c9ee9098a15ae848e948479c88347c3ed1b5729e15b6
probe-0083,pc-0066,5072,_Bk5JLlP6iw_11_0_01_21_681_to_0_01_32_492.mp4,"[True/False] At the moment the white car is first fully hidden by the large bush on the left, the dark red car that passed at the beginning is no longer visible on the road.",False,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,action_event,temporal_order,D,75a7aaca6491c46997cbee488fe1d8146b7fef20c864bd1e2d9f5a935c83be8c,1585e7866c51680550b97a11431b59bea8016d178ca1dab5831ed0889934fd8c
probe-0084,pc-0417,1544,dtSKBM4UMy8_17_0_05_08_808_to_0_05_19_385.mp4,[True/False] The action of the person's fingers pulling the skin upward causes the eyelid surface to become more convex (curved outward).,True,5,Object Deformation and State Transition,Human-Centric,True/False,simple_relation,simple_spatial_relation,C,e6dc089df95e8633608e8af33f1d5ad06512395c4a00438b5b956e9f89efa143,d884c8ecf546914faea1d046d0ad3562982ab31d245273f97831dfdefd5723c5
probe-0085,pc-0016,1347,amXzenmYYlw_12_0_03_47_400_to_0_03_57_680.mp4,"[Fill-in-the-Blank] A utility pole temporarily occludes the man. Immediately after he reappears, he is on the ______ side of the white parked car.",left,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,simple_relation,simple_spatial_relation,A,cfbc6806a17af6cd3a9764414f69728955be577612ed3ab18ad992476ff5d381,d49e26004d2e9469996c095d0bca6b10da8ac2065fd66b3a871d06bf25102dcc
probe-0086,pc-0550,3768,Xg9VRoWYh0E_60_0_12_29_782_to_0_12_48_033.mp4,"[True/False] From the initial forward-facing viewpoint, the trolling motor is in front of the camera, but from the final viewpoint focused on the driver, the trolling motor is behind the camera.",False,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,action_event,temporal_order,C,3bd90f8be389eaee6dfa03fe9292e4ee2094e1ad32662d5dfa7adabfe583bd63,2876e018a9983b400a922f44564f9637d037f9938a7545854465540813db3e15
probe-0087,pc-0298,9601,mWF9aH2BeZ0_29_0_06_13_940_to_0_06_25_885.mp4,"[True/False] Based on the position of the sun shown during the pan and the man's shadow at the end of the video, the man is facing away from the sun.",False,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,action_event,temporal_order,C,1efcfaccfbe25a734d49a49dab4225120f680801134141de8636ac41290890e4,632830d3812095501581c8c1ba39a9006d904334edef5c7e8b65e1e6fc0c4390
probe-0088,pc-0233,2309,H4AAXWDxHdI_3_0_00_36_002_to_0_00_46_413.mp4,"[Single-Choice] Based on the person's turn and final orientation at the 6-second mark, which direction are they preparing to walk? [Options] A) Towards the green dumpster. B) Back in the direction they originally came from. C) Down the road towards the low buildings. D) Across the grassy area to their right.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,C,4704baa78a076b3048733f35fedc58079a26122a3b843a1fa49b79b93cd40435,c4f162e46f7d610e8e233d1f65942c4b6a0924d4402cfd840b1dfa27af577891
probe-0089,pc-0098,9617,mKa-dlKrt_Q_24_0_05_55_154_to_0_06_06_265.mp4,"[True/False] The blue object on the shoreline, visible at the start, is completely occluded from view by the island's landscape before the video ends.",True,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,entity,object_actor_presence,C,1fccf6c0d7f6510dbb4f62b8ac8e5862d6f94f290801fcb42878a7e1b9d6e938,0d75669ff2b5c25c919eb98ea8522778979dfa01962f20c2d73fea1cd638e192
probe-0090,pc-0224,1071,Me-ow0kXHfI_11_0_01_58_718_to_0_02_36_456.mp4,"[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.",True,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,entity,object_actor_presence,B,510864d941d702e34e176a20e76fa88e0d5cb3d261701a6fe46ee6a2fc680d35,7d70d58f8a5c377b748c2325e62af7544227157002b3d8d014ac8cda0f29dc1a
probe-0091,pc-0232,2281,GvWldUGLkVM_53_0_07_40_793_to_0_08_00_279.mp4,"[True/False] As the second car slides through the turn, the driver is steering the front wheels in the opposite direction of the turn itself.",True,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,entity,object_actor_presence,C,0a0fe0b2afb76f94049967f800e159fba9e87cba4f4d57ac3d84a1c0894335d6,cb274221e7be50ac9fbde8ef9a2e3f4cfb41abd58cfc7f5e65fefe61e2b1daf3
probe-0092,pc-0156,4639,UbOevcbnLLY_0_0_00_00_133_to_0_00_14_714.mp4,"[Single-Choice] As the camera pans to the left, what is the apparent motion of the small puff of smoke on the distant hillside relative to the dock's corner post in the foreground? [Options] A) The smoke appears to move from the right side of the post to the left side of it. B) The smoke remains stationary directly behind the post. C) The smoke appears to move from the left side of the post to the right side of it. D) The smoke is never visible at the same time as the corner post.",B,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,action_event,temporal_order,B,58747256424b60db9a5696fcb1b38c83430fdd41a897fc6266212087dd098005,07966257f3214bd36d0adbcacfb348fed78032b21f12d36d631968952bc253f3
probe-0093,pc-0268,5972,qkEhTI25974_20_0_03_08_388_to_0_03_24_137.mp4,"[Multiple-Select] At the moment the motorcycle is on the white-striped crosswalk (0:10), what are the immediate, spatially-relevant intentions governing the rider's actions? (Select all that apply) [Options] A) To yield right-of-way to the white car parked on the right. B) To maintain a consistent following distance behind the silver car ahead. C) To be prepared to stop for any potential pedestrians using the crosswalk. D) To begin accelerating to overtake the silver car.","B, C",3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,entity,object_actor_presence,A,02080468aaff68822bbc951affbaeaaffb5a737abd70662276eab76ef8c774e4,6467e1d0bad99099c935df06d5c44aba160cd36ed38256455b1fbb401bd7d189
probe-0094,pc-0011,989,Lt2mVbsy8G4_7_0_00_47_213_to_0_01_00_994.mp4,"[Fill-in-the-Blank] A third, less illuminated jellyfish starts below the main jellyfish on the left. As the main jellyfish moves down, it briefly occludes the third one. From the viewer's perspective, the third jellyfish re-emerges to the ________ of the main jellyfish's bell.",below,1,Object Permanence and Occlusion Tracking,Object-Centric,Fill-in-the-Blank,action_event,temporal_order,D,2729d194b6856fd66a30a89195e4445dc90012c750a04d5585038e775e96af98,aca2a28cef8a6c43fc4bbdda4ab49284de770348bafde20fd35a6905e7537ce8
probe-0095,pc-0069,5315,srbQrg_NF5E_56_0_09_33_703_to_0_09_45_432.mp4,"[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.",A,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,entity,object_actor_presence,D,cc6f769ed6d3155cdb43ab3ac1b31194a34cff16fcc53f06d9eed97e6f1bc662,a6985eab3968884a2a6f3c5f9595a649eb08f9f83b58598a46441fc92bad7ba2
probe-0096,pc-0215,693,sbxC6BKxZRg_9_0_01_29_799_to_0_01_40_760.mp4,[True/False] The horse on the far right of the screen (with the jockey in the yellow shirt) maintains a path separate from the main cluster of horses for the entire duration of the clip.,False,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,entity,object_actor_presence,B,d98a5ff1b3a26500b805891d06594644e9a55446337a41bf7e36de37b15d23f2,c625ef6ea30154a4a22f1f63fa4f00b2b2ddc6abbdd8d9ce56be779669e04a05
probe-0097,pc-0476,7402,j4jcztT_3O0_30_0_06_10_966_to_0_06_24_133.mp4,[Single-Choice] How does the spatial arrangement of the red leash change from the beginning to the end of the video? [Options] A) It starts stretched out and becomes coiled near the husky. B) It remains coiled in the same spot throughout the video. C) It starts partially coiled and ends up stretched out towards the right side of the scene. D) It starts partially coiled and ends up stretched out towards the left side of the scene.,D,5,Object Deformation and State Transition,Human-Centric,Single-Choice,action_event,action_recognition,C,26fee88b74cbb3b6bed9c5bdfa19d5b3f668851a4c9b38d662f9f56ddfe2b6e7,41916e76d44cec19c3a3dd241ddff614703bbf9354f6146b8a2e2774847fb70b
probe-0098,pc-0054,4371,QnBZWeo5H28_14_0_02_09_996_to_0_02_31_384.mp4,"[True/False] During the camera's pan to the right, the covered structure on the pier moves in front of the small, white chapel-like building from the camera's viewpoint, but the chapel remains at least partially visible throughout this transit.",True,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,action_event,action_recognition,A,f31b7ce0e83f97d734198189e0f183534ad178cd1080b708d0176aa53b2b38bb,1852c42f69efd53d76b30876bb812d407a45d34441a9c6c880faeba43ac081fe
probe-0099,pc-0070,5396,tx46Qks27fQ_40_0_07_29_582_to_0_07_48_668.mp4,"[Single-Choice] As the camera pans from right to left, which object is the last one to be fully revealed from behind the building with the white pergola? [Options] A) The long swimming pool. B) A white circular sofa. C) A single lounge chair next to a tree. D) A row of orange umbrellas.",C,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,action_event,temporal_order,C,7a1f43384f1f5d50ddcc4f6daf7bf2e2bb007d2bacaf21cba4d1002e963f92c9,cab1b7678536cc7812216178a3a19ece8a4704638d7535393a79dea73c1b0ae9
probe-0100,pc-0451,5949,suiKjKdBLto_71_0_13_35_047_to_0_13_49_828.mp4,[Multiple-Select] Which of the following spatial transformations describe the change in the customer's hair from its initial state to its styled state at the end of the clip? (Select all that apply) [Options] A) The overall volume of the hair on top is increased. B) The hair is reoriented to flow primarily forward towards the face. C) The hair transitions from an undefined shape to one swept upwards and back. D) The hair is parted and combed flat to the sides.,"A,C",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,action_event,action_recognition,B,20650d7ee4200ccc167b9fb3b50227fbfdb2f509ca9cf009522fa26e2d78ed4c,2bd1ea755510c4449942d03cc73130d0b3dedf50891b28eb7799cff1e680db12
probe-0101,pc-0428,3805,Y8-_4EQS6QI_63_0_10_39_773_to_0_11_05_965.mp4,[True/False] The Volkswagen hubcap lying on the ground at the start of the video is compatible with the design of the wheels installed on the car at the end of the video.,True,5,Object Deformation and State Transition,Human-Centric,True/False,simple_relation,orientation,B,2472b17f6e01601a2efe42e559552150f550c0a1bfbdd50c017357c5c1d16020,46e5bec9164e769385f1f9d1a9a279b470f883366b38b6ab9ac23f4359226d34
