unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0066,QVsjGCT8Dyk_12_0_02_14_834_to_0_02_27_313.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0209.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] According to the numbered diagrams, what is the correct sequence of movements for the lower orange handle to launch the missile after it has been loaded? [Options] A) Pull back, then push forward. B) Push forward, then pull back. C) Push forward only. D) Pull back only.",B,"A) Pull back, then push forward.",simple_relation,"[Single-Choice] In the large product picture, which way does the blaster's orange muzzle face? [Options] A) To the left B) Upward C) Downward D) To the right",D,B) Upward,False,spatiotemporal_grounding,perception_recognition,包装上的编号图示先显示下方橙色手柄向前推，再向后拉以发射；回答将两个步骤次序反转。control 未通过也可能反映图示动作识别困难。,medium,no
error-0067,fRmaPWqByGw_25_0_05_06_560_to_0_05_41_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0469.jpg,5,Object Deformation and State Transition,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.",distinct individual blades,clear,entity,[Single-Choice] Which surface is visible under the helicopter near its touchdown area? [Options] A) A paved road B) A sandy beach C) A snowy field D) A grassy field,D,D) A grassy field,True,benchmark_ambiguity,,旋翼由高速透明模糊变为低速可辨状态；模型回答 clear 可自然解释为 blades become visually clear，与 gold distinct individual blades 基本同义，填空评分边界不充分。,high,yes
error-0068,HWw84p9DkGU_21_0_02_39_058_to_0_02_50_270.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0533.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] From the man's perspective, the hydraulic strut holding the hood open is on his right side.",False,True,simple_relation,"[Single-Choice] From the viewer's perspective, where is the man relative to the raised hood? [Options] A) To the left of the hood B) To the right of the hood C) Directly above the hood D) Directly below the hood",A,A) To the left of the hood,True,perspective_reference_frame,perception_recognition,支撑发动机盖的液压杆位于画面右侧，但面对相机的男子其自身右侧对应画面左侧；回答直接使用观看者左右，没有转换到男子视角。,high,no
error-0069,MUbr53dyrak_22_0_07_02_639_to_0_07_28_079.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0022.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] The wooden pier with the thatched roof moves from the left side of the frame to the right, and as it does, it continuously occludes a new portion of the beach behind it.",True,False,simple_relation,[Single-Choice] Where is the sandy beach relative to the line of palm trees? [Options] A) Behind the palm trees B) Above the palm trees C) In front of the palm trees D) Below the water,C,C) In front of the palm trees,True,spatiotemporal_grounding,perspective_reference_frame,移动镜头使茅草顶木码头从左向右穿过画面并持续替换其遮挡的海滩区域；回答否定该跨帧投影关系。,high,no
error-0070,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0111.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,B,action_event,[Single-Choice] Which event happens before the snowboarder rises into the air off a snow lip? [Options] A) They sit down on the snow. B) They lift the snowboard by hand. C) They walk uphill on foot. D) They crouch low while riding.,D,D) They crouch low while riding.,True,perception_recognition,perspective_reference_frame,可见阴影持续位于滑雪者画面左侧并略偏前方；回答判为右后方，错误识别了稳定的基本方向关系。,high,no
error-0071,UbOevcbnLLY_0_0_00_00_133_to_0_00_14_714.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0156.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] As the camera pans to the left, what is the apparent motion of the small puff of smoke on the distant hillside relative to the dock's corner post in the foreground? [Options] A) The smoke appears to move from the right side of the post to the left side of it. B) The smoke remains stationary directly behind the post. C) The smoke appears to move from the left side of the post to the right side of it. D) The smoke is never visible at the same time as the corner post.",B,The smoke appears to move from the right side of the post to the left side of it.,action_event,[Single-Choice] Which visible event occurs before the leafy tree canopy enters the view? [Options] A) A large tree trunk fills the left side. B) A white rectangular roof appears near the dock. C) Benches appear beneath the tree. D) The canopy covers much of the top edge.,B,B) A white rectangular roof appears near the dock.,True,benchmark_ambiguity,perspective_reference_frame,镜头左移时远处烟雾与近处码头角柱存在明显视差，20 帧中难以支持烟雾始终固定在柱后；模型所述由右向左具有视觉合理性，gold“stationary directly behind”不够稳固。,medium,yes
error-0072,pFawXXbi7oY_4_0_00_36_302_to_0_00_47_747.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0094.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.",True,False,entity,[Single-Choice] What object is visible along the bottom edge of the scene? [Options] A) A wooden fence B) A car roof C) A traffic cone D) A bicycle handlebar,B,B) A car roof,True,spatiotemporal_grounding,perception_recognition,右摇镜头后前景白色马拖车覆盖了最初停在其旁的银色 SUV；回答否认最终完全遮挡，未正确跟踪车辆和拖车的投影重合。,medium,no
error-0073,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0421.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,D) It goes from wide open to mostly closed.,simple_relation,"[Single-Choice] When the man holds the fish sideways in front of him, where is the fish's head relative to its tail? [Options] A) To the left of the tail B) Above the tail C) Below the tail D) To the right of the tail",D,D) To the right of the tail,True,spatiotemporal_grounding,perception_recognition,鱼首次横向展示到末帧期间嘴部始终明显张开；回答错误描述为由张开转为基本闭合，混淆了前后状态。,high,no
error-0074,JXeuauaocHE_113_0_10_36_080_to_0_10_49_759.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0128.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] Observing the white line on the road during the last three seconds of the video, what is its direction of movement relative to the car's body? [Options] A) It moves towards the left side of the screen. B) It moves closer to the car, towards the bottom-right of the screen. C) It remains in a static position relative to the car. D) It moves directly away from the car.",B,A) It moves towards the left side of the screen.,action_event,[Single-Choice] Which event happens before the concrete wall comes into view? [Options] A) Green trees and bushes pass by. B) Parked cars pass by. C) A tunnel entrance passes by. D) A city skyline passes by.,A,<answer>A) Green trees and bushes pass by.,True,spatiotemporal_grounding,perspective_reference_frame,末三秒道路白线相对固定在车身上的相机向车旁右下方掠近；回答仅称向屏幕左侧移动，未正确整合近景道路流。,high,no
error-0075,iYrcXfBRJ2c_48_0_09_24_297_to_0_09_36_909.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0486.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,[True/False] The video depicts a continuous action of a person organizing the drawer from empty to full.,False,True,entity,[Single-Choice] What kind of items are visible inside the open compartment? [Options] A) Stacked books B) Cooking utensils C) Cleaning supplies D) Folded clothing,D,D,True,spatiotemporal_grounding,perception_recognition,序列从空抽屉直接切到已装满并分隔好的抽屉，没有展示逐件整理过程；回答把剪辑前后两个状态误判为一个连续整理动作。,high,no
error-0076,smpHs3qH_dE_40_0_07_17_854_to_0_07_29_532.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0372.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on the white van's consistent speed and trajectory, which object would its front bumper be aligned with approximately one second after the video ends? [Options] A) The front of the parked dark-colored SUV. B) The rear of the parked silver sedan. C) The storefront with the red sign in the distance. D) The second light pole on the sidewalk.",D,A,action_event,"[Single-Choice] Near the start, what is the camera doing as the street is viewed? [Options] A) Moving forward along the sidewalk B) Remaining fixed beside the curb C) Tilting upward toward the trees D) Crossing the street toward cars",A,A) Moving forward along the sidewalk,True,physical_prediction_counterfactual,spatiotemporal_grounding,白色厢式车横向经过连续路边参照物，题目要求将末段速度继续外推一秒；回答选择深色 SUV 前部，未延续至第二根灯杆的未来对齐位置。,low,no
error-0077,qkEhTI25974_20_0_03_08_388_to_0_03_24_137.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0268.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] At the moment the motorcycle is on the white-striped crosswalk (0:10), what are the immediate, spatially-relevant intentions governing the rider's actions? (Select all that apply) [Options] A) To yield right-of-way to the white car parked on the right. B) To maintain a consistent following distance behind the silver car ahead. C) To be prepared to stop for any potential pedestrians using the crosswalk. D) To begin accelerating to overtake the silver car.","B, C",C,entity,[Single-Choice] Which object is visible along the curb on this street? [Options] A) Red-and-white traffic cone B) Blue mailbox C) Yellow fire hydrant D) Green trash bin,A,A) Red-and-white traffic cone,True,action_goal_binding,benchmark_ambiguity,摩托车在斑马线前跟随银车并保持可停车距离；回答只识别潜在行人准备停车，遗漏维持跟车距离。题干把不可直接观察的“intention”作为多选 gold，存在一定推断性。,medium,yes
error-0078,rBFpc0p64JE_37_0_08_12_279_to_0_08_23_959.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0412.jpg,5,Object Deformation and State Transition,Human-Centric,True/False,[True/False] The process shown results in a permanent spatial change to the client's arm by adding a new material onto the outer surface of the skin.,True,False,action_event,[Single-Choice] Which visible event occurs before the bearded worker holds up a small white bottle? [Options] A) He wraps the forearm with a bandage. B) He photographs the forearm with a phone. C) He places a stencil sheet on the forearm. D) He presses a tattoo machine against the forearm.,D,D) He presses a tattoo machine against the forearm.,True,benchmark_ambiguity,perception_recognition,视频显示纹身针将色料施入手臂皮肤；题干却称材料添加在 outer surface，而纹身色料并非简单覆盖皮肤外表面，模型回答 False 具有合理依据。,high,yes
error-0079,jhcqv4tPIRQ_15_0_03_49_400_to_0_04_01_300.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0387.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on its final position, if the bird were to continue climbing straight down the wall, what is the first object it would physically contact? [Options] A) The floor. B) The decorative window on the door. C) The light switch. D) The door frame.",C,B,entity,[Single-Choice] Which large object is visible directly beside the bird near the wall? [Options] A) A metal ladder B) A leafy plant C) A tan padded cushion D) A cardboard box,C,C) A tan padded cushion,True,physical_prediction_counterfactual,perspective_reference_frame,鸟在墙/家具边缘向下攀爬，末位正上方最近的物体是墙面开关；回答外推到门上装饰窗，偏离其竖直下行线。,medium,no
error-0080,S9IFUxQyu6U_19_0_03_28_374_to_0_04_07_347.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0329.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At 0:26, the husky is running at speed across the background. If it had continued moving in that same straight line, which of the following would it have passed closest to? [Options] A) The group of people sitting on the far-left bench. B) The other dogs playing in the center of the field. C) The person standing near the gazebo structure. D) The yellow labrador standing near the two people.",B,C,entity,[Single-Choice] What ground surface is visible under the dogs? [Options] A) Tan sand B) Wooden decking C) Green artificial turf D) Gray concrete,C,C) Green artificial turf,True,physical_prediction_counterfactual,spatiotemporal_grounding,约 0:26 哈士奇高速穿过背景，保持该直线将最接近场地中央玩耍的其他狗；回答外推到凉亭旁站立者，未延续末段航向。,medium,no
error-0081,iIpRKgC-9pw_42_0_08_15_662_to_0_08_32_312.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0587.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] Relative to the car's frame of reference, which description best captures the initial motion of the armrest as it moves from its stowed to its deployed position? [Options] A) It pivots downwards and towards the front of the car. B) It slides horizontally forward from the seatback. C) It pivots downwards and towards the rear of the car. D) It rotates sideways from the seat cushion.",A,C,entity,[Single-Choice] Which item is visible on the rear seat cushion? [Options] A) Blue water bottle B) Black smartphone C) White paper cup D) Red seat belt buckle,D,D) Red seat belt buckle,True,perspective_reference_frame,perception_recognition,后排中央扶手从靠背向下并朝车辆前方翻转；回答判为朝后，混淆了画面方向与汽车自身前后参照。,high,no
error-0082,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0566.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,left,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,B) In front,False,benchmark_ambiguity,,题干要求填写桌面空间方位，最终四个透明管高堆位于白管主堆后/上方区域；gold 却为非空间词 before，无法构成合法答案键。模型 left 虽也未必正确，但当前 gold 明确有误。,high,yes
error-0083,RNIf6N7JeLo_95_0_11_28_320_to_0_11_39_632.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0357.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Imagine that at the 2-second mark, the car's steering locked and it continued forward in a perfectly straight line. Based on the road's curvature, where would the car have first left the paved surface? [Options] A) Off the left shoulder of the road. B) Off the right shoulder of the road. C) It would have remained on the road for the duration of the clip. D) It would have hit the guardrail on the right.",A,B) Off the right shoulder of the road.,entity,[Single-Choice] Which roadside objects are visible beside the roadway? [Options] A) Orange traffic cones B) White reflector posts C) Railroad crossing gates D) Pedestrian crossing signs,B,B) White reflector posts,True,physical_prediction_counterfactual,perspective_reference_frame,2 秒处道路向车辆右侧弯曲，锁定直行会沿切线穿出弯道左肩；回答选择右肩，错误外推了道路曲率下的直线路径。,high,no
error-0084,Lt2mVbsy8G4_7_0_00_47_213_to_0_01_00_994.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0011.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A third, less illuminated jellyfish starts below the main jellyfish on the left. As the main jellyfish moves down, it briefly occludes the third one. From the viewer's perspective, the third jellyfish re-emerges to the ________ of the main jellyfish's bell.",below,right,action_event,[Single-Choice] Which event happens before foamy ocean waves fill the view? [Options] A) White surf spreads across dark rocks. B) A turquoise patch appears among waves. C) Rough water covers most of the scene. D) Bright jellyfish drift in dark water.,D,D,True,spatiotemporal_grounding,perception_recognition,较暗的第三只水母先在左侧主水母下方，短暂被主水母覆盖后仍从其伞体下方重新出现；回答将重现位置判为右侧，未跟踪遮挡前后同一目标。,medium,no
error-0085,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0566.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,left,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,C) To the right,True,benchmark_ambiguity,,题干要求填写最终桌面布置的空间方位，gold before 不是该场景中的有效左右/前后位置描述，答案键明显损坏。,high,yes
error-0086,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0111.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,B) The shadow is cast to their right and slightly behind them.,action_event,[Single-Choice] Which event happens before the snowboarder rises into the air off a snow lip? [Options] A) They sit down on the snow. B) They lift the snowboard by hand. C) They walk uphill on foot. D) They crouch low while riding.,D,D) They crouch low while riding.,True,perception_recognition,perspective_reference_frame,阴影在全段稳定落于滑雪者画面左侧并略偏前方；回答判为右后方，错误识别可见的基本方向关系。,high,no
error-0087,coriwTyx1Os_26_0_04_32_890_to_0_04_45_408.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0315.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,True/False,"[True/False] Assuming the flying object's path relative to the road remained the same, if the camera vehicle had been traveling in the left lane at the same speed, the object would have most likely passed harmlessly behind it.",False,True,action_event,"[Single-Choice] Before the dark object comes close, what is the camera vehicle doing? [Options] A) Merging into the left lane B) Driving straight in the right lane C) Pulling onto the shoulder D) Turning off the highway",B,B) Driving straight in the right lane,True,physical_prediction_counterfactual,spatiotemporal_grounding,飞行物从道路右上方横穿车辆前方；回答在车辆改走左车道的反事实下错误判断其会从车后安全通过。20-frame full-duration sheet 对最近接时刻有限。,medium,no
error-0088,UfsgoajgaA4_4_0_00_29_559_to_0_00_44_880.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0464.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,[Multiple-Select] The prominent ripples seen on the water's surface are primarily generated by which of the man's movements? (Select all that apply) [Options] A) The downward and circular push of his feet. B) The side-to-side sculling motion of his hands. C) The movement of his head as he looks around. D) The passive displacement of his torso.,"A, B",AB,simple_relation,"[Single-Choice] As the man floats in the water, which side of his torso is facing upward? [Options] A) His back side B) His chest/front side C) His left side D) His right side",B,B) His chest/front side,True,protocol_or_parsing,,"模型输出 AB 与 gold A, B 是完全相同的多选集合；该条被纳入错误池只能由选项格式规范化或解析计分失败导致。",high,no
error-0089,EfzJ8XHu5Mo_14_0_03_32_579_to_0_05_31_564.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0021.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] After emerging from under the bench, the fox's path takes it behind the black and white gaming chair before it moves towards the center of the room.",True,False,simple_relation,[Single-Choice] Where is the green tunnel relative to the bench seats along the wall? [Options] A) To the right of the bench seats B) In front of the bench seats C) To the left of the bench seats D) Behind the bench seats,C,A) To the right of the bench seats,False,spatiotemporal_grounding,perception_recognition,狐狸从长凳下出现后经过黑白游戏椅后侧，再向房间中央移动；回答否定该路径顺序。20-frame full-duration sheet 跨近两分钟采样稀疏，故低置信度。,low,no
error-0090,Me-ow0kXHfI_11_0_01_58_718_to_0_02_36_456.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0224.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.",True,False,entity,[Single-Choice] Which object is visible beside the road near the start of the drive? [Options] A) Traffic cone B) Orange roadwork sign C) Parked bicycle D) Toll booth,B,B) Orange roadwork sign,True,spatiotemporal_grounding,perception_recognition,前五秒道路和路边景物从静止逐渐缓慢产生背景流，符合谨慎低速加速；回答否定该速度变化概括，未正确利用早期视觉流。,medium,no
error-0091,myJ2l-o5rYQ_73_0_09_40_480_to_0_09_58_960.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0181.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final shot of the video taken by the man in the blue shirt, the puck travels across the floor, passing in front of the ______.",seated person,goal,simple_relation,[Single-Choice] Where is the large black equipment relative to the glass doorway? [Options] A) To the left of it B) Directly in front of it C) Directly behind it D) To the right of it,D,D) To the right of it,True,spatiotemporal_grounding,action_goal_binding,末段蓝衣男子击球后冰球穿过地面，经过右侧坐着的人前方；回答将经过对象绑定为球门，混淆了末段轨迹与目标区域。,medium,no
error-0092,QnBZWeo5H28_14_0_02_09_996_to_0_02_31_384.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0054.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the camera's pan to the right, the covered structure on the pier moves in front of the small, white chapel-like building from the camera's viewpoint, but the chapel remains at least partially visible throughout this transit.",True,False,action_event,"[Single-Choice] When the sandy beach is prominent, what are the two people doing? [Options] A) Walking on the sand B) Swimming in the water C) Sitting in lounge chairs D) Climbing onto the pier",A,A) Walking on the sand,True,spatiotemporal_grounding,perception_recognition,右摇镜头使近处码头覆顶结构移到远处白色小教堂前，但教堂始终部分可见；回答错误否定该动态遮挡关系。,high,no
error-0093,amXzenmYYlw_12_0_03_47_400_to_0_03_57_680.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0016.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A utility pole temporarily occludes the man. Immediately after he reappears, he is on the ______ side of the white parked car.",left,right,simple_relation,[Single-Choice] Where is the white parked car located relative to the storefront? [Options] A) In front of the storefront B) Behind the storefront C) Across the road from the storefront D) Inside the storefront,A,A) In front of the storefront,True,perspective_reference_frame,spatiotemporal_grounding,镜头经过电线杆、男子重新出现时，他位于白色停放车辆的场景左侧；回答给出右侧，混淆遮挡前后位置及画面方向。,medium,no
error-0094,sPcffDKFKWc_52_0_14_02_107_to_0_14_15_688.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0112.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] At the beginning of the video, from the camera's viewpoint, the boy in the blue hat is on the right side of the girl in the light green shirt. What is their relative side-by-side position just before the camera pans away from them? [Options] A) The boy is now on the left side of the girl. B) The boy is directly behind the girl. C) Their side-by-side position has not changed. D) The girl is now on the left side of the boy.",A,C) Their side-by-side position has not changed.,entity,[Single-Choice] Which other person is visible walking near the children? [Options] A) A woman in a red jacket B) A man in a light blue shirt C) A man in a black suit D) A child in a yellow shirt,B,B,True,spatiotemporal_grounding,perception_recognition,蓝帽男孩最初在浅绿衣女孩右侧，接近门洞前二人交叉，男孩转到女孩左侧；回答称并排关系未变，未跟踪人物交换位置。,high,no
error-0095,O21Zy3-o9MI_13_0_01_25_385_to_0_01_36_196.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0001.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the first scene, the intercom panel on the wall is briefly but completely hidden from view by the man's body.",True,False,simple_relation,[Single-Choice] Where is the woman relative to the man in the hallway scene? [Options] A) To the viewer's left of him B) To the viewer's right of him C) Directly behind him D) Directly in front of him,A,D) Directly in front of him,False,spatiotemporal_grounding,perception_recognition,第一场景墙上对讲面板位于男子身后，他横移时身体短暂覆盖面板；回答否认该完全遮挡事件。control 未通过也提示局部事件识别可能参与。,medium,no
error-0096,Uiuiu3FBLZw_25_0_07_02_622_to_0_07_23_609.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0137.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] At the moment the surfer begins their final turn (0:16), the person in the blue swim cap is positioned directly ______ them, relative to the direction of the wave's travel.",behind,in front of,entity,[Single-Choice] Which additional person is visible floating in the water near the breaking wave? [Options] A) A red-capped swimmer B) A kayaker C) A jet-ski rider D) A scuba diver,A,A) A red-capped swimmer,True,spatiotemporal_grounding,perspective_reference_frame,0:16 冲浪者开始最后一次转向时，蓝泳帽人物沿浪传播方向位于其后方；回答给出前方，未对齐指定时刻和波浪运动轴。,medium,no
error-0097,r-jQ8zjtMuQ_9_0_01_24_818_to_0_01_41_768.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0411.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,[True/False] The plane's landing gear is still visible and fully extended when the aircraft passes over the distant treeline.,True,False,entity,[Single-Choice] What surface is visible beneath the aircraft near the start? [Options] A) A paved city street B) A blue water surface C) A tan grassy field D) A snowy mountain slope,C,C) A tan grassy field,True,perception_recognition,spatiotemporal_grounding,飞机越过远处树线时起落架仍清楚可见且完全伸出；回答 False 否认直接可见的部件状态。,high,no
error-0098,YZSZwejs058_1_0_00_05_271_to_0_00_21_688.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0562.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] The man walks forward and then makes a single turn. From a fixed (allocentric) viewpoint looking down the first hallway from his starting position, how would his final path be described? [Options] A) He continued straight ahead. B) He turned around and walked back. C) He turned to his left. D) He turned to his right.",C,D) He turned to his right.,simple_relation,"[Single-Choice] At the beginning, which way does the man's cap brim point in the image? [Options] A) Toward the left B) Toward the camera C) Away from the camera D) Toward the right",D,A) Toward the left,False,perspective_reference_frame,spatiotemporal_grounding,男子从起点沿走廊前行后只转一次，从起点俯视的固定参照系看是左转；回答按随行相机/人物方向判为右转。control 未通过提示动作识别也可能参与。,high,no
error-0099,p-b5mQgWPO4_7_0_02_49_202_to_0_03_01_981.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0471.jpg,5,Object Deformation and State Transition,Human-Centric,Fill-in-the-Blank,[Fill-in-the-Blank] The procedure shown transforms a single large horizontal loop into two smaller vertical loops by pulling them through the ________ of the knot.,center,loop,simple_relation,"[Single-Choice] Near the end, which way does the straight loose cord from the central knot point? [Options] A) Upward B) Downward C) Leftward D) Rightward",B,D,False,benchmark_ambiguity,protocol_or_parsing,操作把原大环穿过绳结中央的环眼形成两个小环；模型回答 loop 可合理指该中心环口，与 gold center 在此语境基本相容，填空接受范围偏窄。,medium,yes
error-0100,UbOevcbnLLY_0_0_00_00_133_to_0_00_14_714.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0156.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] As the camera pans to the left, what is the apparent motion of the small puff of smoke on the distant hillside relative to the dock's corner post in the foreground? [Options] A) The smoke appears to move from the right side of the post to the left side of it. B) The smoke remains stationary directly behind the post. C) The smoke appears to move from the left side of the post to the right side of it. D) The smoke is never visible at the same time as the corner post.",B,A) The smoke appears to move from the right side of the post to the left side of it.,action_event,[Single-Choice] Which visible event occurs before the leafy tree canopy enters the view? [Options] A) A large tree trunk fills the left side. B) A white rectangular roof appears near the dock. C) Benches appear beneath the tree. D) The canopy covers much of the top edge.,B,A) A large tree trunk fills the left side.,False,benchmark_ambiguity,perspective_reference_frame,镜头左移时远处烟雾与近处角柱存在视差，模型所述烟雾由柱右侧移到左侧与画面物理关系相容；gold stationary directly behind 缺少稳定视觉支持。,medium,yes
