unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0063,VpbGt1S2_MA_15_0_01_26_553_to_0_01_39_399.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0060.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the moment the white boat (sail number 3412) overtakes the yellow boat, the person steering the yellow boat is completely hidden from the camera's view by the white boat's sail.",False,True,simple_relation,"[Single-Choice] When the white and yellow sailboats pass close together, where is the yellow boat relative to the nearby white sailboat in the view? [Options] A) Behind and to the right B) In front and to the left C) Behind and to the left D) In front and to the right",C,D) In front and to the right,False,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: while sail 3412 overtakes, the yellow-boat helmsman remains at least partly visible around/below the white sail rather than becoming completely hidden; the answer overstates the occlusion.",medium,no
error-0064,D39Xmg7PEew_28_0_05_27_360_to_0_05_43_443.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0109.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] The trajectory of the fish, as it is being pulled through the water before being lifted, is primarily from a distant point toward the camera's location.",False,True,simple_relation,[Single-Choice] Where is the tree-lined shoreline relative to the open water? [Options] A) Below the open water B) Above the open water C) Left of the open water D) Right of the open water,B,D,False,spatiotemporal_grounding,perspective_reference_frame,"20-frame full-duration sheet: before lifting, the fish is drawn laterally across the water near the boat rather than primarily along the depth axis from a distant point toward the camera; the answer assigns the wrong trajectory.",medium,no
error-0065,amXzenmYYlw_12_0_03_47_400_to_0_03_57_680.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0016.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A utility pole temporarily occludes the man. Immediately after he reappears, he is on the ______ side of the white parked car.",left,right,simple_relation,[Single-Choice] Where is the white parked car located relative to the storefront? [Options] A) In front of the storefront B) Behind the storefront C) Across the road from the storefront D) Inside the storefront,A,B,False,spatiotemporal_grounding,perspective_reference_frame,"20-frame full-duration sheet: after the utility-pole occlusion, the man reappears on image-left of the white parked car; the answer reverses the post-occlusion side.",high,no
error-0066,QVsjGCT8Dyk_12_0_02_14_834_to_0_02_27_313.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0209.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] According to the numbered diagrams, what is the correct sequence of movements for the lower orange handle to launch the missile after it has been loaded? [Options] A) Pull back, then push forward. B) Push forward, then pull back. C) Push forward only. D) Pull back only.",B,"A) Pull back, then push forward.",simple_relation,"[Single-Choice] In the large product picture, which way does the blaster's orange muzzle face? [Options] A) To the left B) Upward C) Downward D) To the right",D,B) Upward,False,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: the numbered package diagrams show the lower orange handle pushed forward first and then pulled back for launch; the response reverses the illustrated operation order.,high,no
error-0067,fRmaPWqByGw_25_0_05_06_560_to_0_05_41_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0469.jpg,5,Object Deformation and State Transition,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.",distinct individual blades,clear,entity,[Single-Choice] Which surface is visible under the helicopter near its touchdown area? [Options] A) A paved road B) A sandy beach C) A snowy field D) A grassy field,D,D) A grassy field,True,benchmark_ambiguity,protocol_or_parsing,20-frame full-duration sheet: after landing the blurred rotor resolves into clearly visible individual blades; the fill 'clear' plausibly describes this same visual transition even though it is less explicit than the keyed phrase.,medium,yes
error-0068,HWw84p9DkGU_21_0_02_39_058_to_0_02_50_270.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0533.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] From the man's perspective, the hydraulic strut holding the hood open is on his right side.",False,True,simple_relation,"[Single-Choice] From the viewer's perspective, where is the man relative to the raised hood? [Options] A) To the left of the hood B) To the right of the hood C) Directly above the hood D) Directly below the hood",A,A) To the left of the hood,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: the hood strut is on the man's left as he stands facing the engine bay; the answer maps the image/vehicle side to his right incorrectly.,high,no
error-0069,MUbr53dyrak_22_0_07_02_639_to_0_07_28_079.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0022.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] The wooden pier with the thatched roof moves from the left side of the frame to the right, and as it does, it continuously occludes a new portion of the beach behind it.",True,False,simple_relation,[Single-Choice] Where is the sandy beach relative to the line of palm trees? [Options] A) Behind the palm trees B) Above the palm trees C) In front of the palm trees D) Below the water,C,C) In front of the palm trees,True,spatiotemporal_grounding,perspective_reference_frame,20-frame full-duration sheet: the thatched pier shifts left-to-right during the camera motion and successively occludes new beach regions; the negative answer fails the changing projected overlap.,high,no
error-0070,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0111.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,B,action_event,[Single-Choice] Which event happens before the snowboarder rises into the air off a snow lip? [Options] A) They sit down on the snow. B) They lift the snowboard by hand. C) They walk uphill on foot. D) They crouch low while riding.,D,D) They crouch low while riding.,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: the snowboarder's shadow consistently falls to the rider's left and slightly forward across turns; the response reverses both side and fore-aft relation.,high,no
error-0071,UbOevcbnLLY_0_0_00_00_133_to_0_00_14_714.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0156.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] As the camera pans to the left, what is the apparent motion of the small puff of smoke on the distant hillside relative to the dock's corner post in the foreground? [Options] A) The smoke appears to move from the right side of the post to the left side of it. B) The smoke remains stationary directly behind the post. C) The smoke appears to move from the left side of the post to the right side of it. D) The smoke is never visible at the same time as the corner post.",B,The smoke appears to move from the right side of the post to the left side of it.,action_event,[Single-Choice] Which visible event occurs before the leafy tree canopy enters the view? [Options] A) A large tree trunk fills the left side. B) A white rectangular roof appears near the dock. C) Benches appear beneath the tree. D) The canopy covers much of the top edge.,B,B) A white rectangular roof appears near the dock.,True,perspective_reference_frame,spatiotemporal_grounding,20-frame full-duration sheet: throughout the left pan the distant smoke remains aligned behind the dock corner post rather than crossing from one side to the other; the answer mistakes camera motion for relative object motion.,medium,no
error-0072,pFawXXbi7oY_4_0_00_36_302_to_0_00_47_747.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0094.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.",True,False,entity,[Single-Choice] What object is visible along the bottom edge of the scene? [Options] A) A wooden fence B) A car roof C) A traffic cone D) A bicycle handlebar,B,B) A car roof,True,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: after the rightward pan the foreground horse trailer covers the silver SUV that began beside it; the negative answer misses the final complete occlusion.,high,no
error-0073,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0421.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,D) It goes from wide open to mostly closed.,simple_relation,"[Single-Choice] When the man holds the fish sideways in front of him, where is the fish's head relative to its tail? [Options] A) To the left of the tail B) Above the tail C) Below the tail D) To the right of the tail",D,D) To the right of the tail,True,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: the fish's mouth is already wide open when first shown horizontally and remains open through the final handoff; the response invents a late closing transition.,high,no
error-0074,JXeuauaocHE_113_0_10_36_080_to_0_10_49_759.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0128.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] Observing the white line on the road during the last three seconds of the video, what is its direction of movement relative to the car's body? [Options] A) It moves towards the left side of the screen. B) It moves closer to the car, towards the bottom-right of the screen. C) It remains in a static position relative to the car. D) It moves directly away from the car.",B,A) It moves towards the left side of the screen.,action_event,[Single-Choice] Which event happens before the concrete wall comes into view? [Options] A) Green trees and bushes pass by. B) Parked cars pass by. C) A tunnel entrance passes by. D) A city skyline passes by.,A,<answer>A) Green trees and bushes pass by.,True,spatiotemporal_grounding,perspective_reference_frame,"20-frame full-duration sheet: in the last seconds the white road line approaches the camera/car and shifts toward lower-right, not simply toward image-left; the response captures the wrong component of relative motion.",high,no
error-0075,iYrcXfBRJ2c_48_0_09_24_297_to_0_09_36_909.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0486.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,[True/False] The video depicts a continuous action of a person organizing the drawer from empty to full.,False,True,entity,[Single-Choice] What kind of items are visible inside the open compartment? [Options] A) Stacked books B) Cooking utensils C) Cleaning supplies D) Folded clothing,D,D,True,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: the sequence cuts abruptly from an empty drawer to a fully stocked organized drawer with no person or continuous filling action shown; the affirmative answer misses the discontinuous state jump.,high,no
error-0076,smpHs3qH_dE_40_0_07_17_854_to_0_07_29_532.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0372.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on the white van's consistent speed and trajectory, which object would its front bumper be aligned with approximately one second after the video ends? [Options] A) The front of the parked dark-colored SUV. B) The rear of the parked silver sedan. C) The storefront with the red sign in the distance. D) The second light pole on the sidewalk.",D,A,action_event,"[Single-Choice] Near the start, what is the camera doing as the street is viewed? [Options] A) Moving forward along the sidewalk B) Remaining fixed beside the curb C) Tilting upward toward the trees D) Crossing the street toward cars",A,A) Moving forward along the sidewalk,True,physical_prediction_counterfactual,spatiotemporal_grounding,20-frame full-duration sheet: the white van advances past the curbside cars toward the later light-pole position; choosing the dark SUV fails to extend its final speed and trajectory by one second.,medium,no
error-0077,qkEhTI25974_20_0_03_08_388_to_0_03_24_137.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0268.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] At the moment the motorcycle is on the white-striped crosswalk (0:10), what are the immediate, spatially-relevant intentions governing the rider's actions? (Select all that apply) [Options] A) To yield right-of-way to the white car parked on the right. B) To maintain a consistent following distance behind the silver car ahead. C) To be prepared to stop for any potential pedestrians using the crosswalk. D) To begin accelerating to overtake the silver car.","B, C",C,entity,[Single-Choice] Which object is visible along the curb on this street? [Options] A) Red-and-white traffic cone B) Blue mailbox C) Yellow fire hydrant D) Green trash bin,A,A) Red-and-white traffic cone,True,action_goal_binding,spatiotemporal_grounding,"20-frame full-duration sheet: at the crosswalk the rider remains behind the silver car while approaching a pedestrian crossing, supporting both following-distance maintenance and readiness to stop; the response omits the former intention.",medium,no
error-0078,rBFpc0p64JE_37_0_08_12_279_to_0_08_23_959.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0412.jpg,5,Object Deformation and State Transition,Human-Centric,True/False,[True/False] The process shown results in a permanent spatial change to the client's arm by adding a new material onto the outer surface of the skin.,True,False,action_event,[Single-Choice] Which visible event occurs before the bearded worker holds up a small white bottle? [Options] A) He wraps the forearm with a bandage. B) He photographs the forearm with a phone. C) He places a stencil sheet on the forearm. D) He presses a tattoo machine against the forearm.,D,D) He presses a tattoo machine against the forearm.,True,perception_recognition,physical_prediction_counterfactual,"20-frame full-duration sheet: a tattoo machine deposits new dark pigment into/on the client's outer forearm surface, leaving a persistent visible design; the negative answer misses the material/state addition.",high,no
error-0079,jhcqv4tPIRQ_15_0_03_49_400_to_0_04_01_300.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0387.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on its final position, if the bird were to continue climbing straight down the wall, what is the first object it would physically contact? [Options] A) The floor. B) The decorative window on the door. C) The light switch. D) The door frame.",C,B,entity,[Single-Choice] Which large object is visible directly beside the bird near the wall? [Options] A) A metal ladder B) A leafy plant C) A tan padded cushion D) A cardboard box,C,C) A tan padded cushion,True,physical_prediction_counterfactual,spatiotemporal_grounding,"20-frame full-duration sheet: from the bird's final wall position, a straight downward continuation intersects the light switch below before reaching the decorative door window; the response projects to the wrong object.",high,no
error-0080,S9IFUxQyu6U_19_0_03_28_374_to_0_04_07_347.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0329.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At 0:26, the husky is running at speed across the background. If it had continued moving in that same straight line, which of the following would it have passed closest to? [Options] A) The group of people sitting on the far-left bench. B) The other dogs playing in the center of the field. C) The person standing near the gazebo structure. D) The yellow labrador standing near the two people.",B,C,entity,[Single-Choice] What ground surface is visible under the dogs? [Options] A) Tan sand B) Wooden decking C) Green artificial turf D) Gray concrete,C,C) Green artificial turf,True,physical_prediction_counterfactual,spatiotemporal_grounding,20-frame full-duration sheet: at about 0:26 the husky's straight running line traverses the central dog group; continuing it would pass closest to those dogs rather than the gazebo-side person.,medium,no
error-0081,iIpRKgC-9pw_42_0_08_15_662_to_0_08_32_312.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0587.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] Relative to the car's frame of reference, which description best captures the initial motion of the armrest as it moves from its stowed to its deployed position? [Options] A) It pivots downwards and towards the front of the car. B) It slides horizontally forward from the seatback. C) It pivots downwards and towards the rear of the car. D) It rotates sideways from the seat cushion.",A,C,entity,[Single-Choice] Which item is visible on the rear seat cushion? [Options] A) Blue water bottle B) Black smartphone C) White paper cup D) Red seat belt buckle,D,D) Red seat belt buckle,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: the rear armrest pivots downward from the seatback toward the vehicle's front; the answer reverses front and rear in the car-centered frame.,high,no
error-0082,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0566.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,left,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,B) In front,False,benchmark_ambiguity,perspective_reference_frame,20-frame full-duration sheet: the four clear-tube stacks are behind the main white-tube group in the final table layout; the keyed fill 'before' is ungrammatical/ambiguous in 'to the before of' and does not uniquely encode that relation.,high,yes
error-0083,RNIf6N7JeLo_95_0_11_28_320_to_0_11_39_632.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0357.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Imagine that at the 2-second mark, the car's steering locked and it continued forward in a perfectly straight line. Based on the road's curvature, where would the car have first left the paved surface? [Options] A) Off the left shoulder of the road. B) Off the right shoulder of the road. C) It would have remained on the road for the duration of the clip. D) It would have hit the guardrail on the right.",A,B) Off the right shoulder of the road.,entity,[Single-Choice] Which roadside objects are visible beside the roadway? [Options] A) Orange traffic cones B) White reflector posts C) Railroad crossing gates D) Pedestrian crossing signs,B,B) White reflector posts,True,physical_prediction_counterfactual,perspective_reference_frame,"20-frame full-duration sheet: at two seconds the road bends to the vehicle's right; a locked straight heading would depart across the left shoulder, while the answer reverses the curve-relative side.",high,no
error-0084,Lt2mVbsy8G4_7_0_00_47_213_to_0_01_00_994.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0011.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A third, less illuminated jellyfish starts below the main jellyfish on the left. As the main jellyfish moves down, it briefly occludes the third one. From the viewer's perspective, the third jellyfish re-emerges to the ________ of the main jellyfish's bell.",below,right,action_event,[Single-Choice] Which event happens before foamy ocean waves fill the view? [Options] A) White surf spreads across dark rocks. B) A turquoise patch appears among waves. C) Rough water covers most of the scene. D) Bright jellyfish drift in dark water.,D,D,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: in the opening jellyfish scene the dim third jellyfish is covered by the descending main bell and reappears below it, not to its right; the answer loses the post-occlusion relation.",medium,no
error-0085,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0566.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,left,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,C) To the right,True,benchmark_ambiguity,perspective_reference_frame,"20-frame full-duration sheet: the clear-tube stacks lie behind the white-tube group, but the prompt's keyed phrase 'to the before of' is malformed and does not define a standard spatial relation; 'left' is wrong but the gold wording is also defective.",high,yes
error-0086,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0111.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,B) The shadow is cast to their right and slightly behind them.,action_event,[Single-Choice] Which event happens before the snowboarder rises into the air off a snow lip? [Options] A) They sit down on the snow. B) They lift the snowboard by hand. C) They walk uphill on foot. D) They crouch low while riding.,D,D) They crouch low while riding.,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: the snowboarder's shadow remains to the rider's left and slightly forward through the run; the response reverses side and fore-aft orientation.,high,no
error-0087,coriwTyx1Os_26_0_04_32_890_to_0_04_45_408.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0315.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,True/False,"[True/False] Assuming the flying object's path relative to the road remained the same, if the camera vehicle had been traveling in the left lane at the same speed, the object would have most likely passed harmlessly behind it.",False,True,action_event,"[Single-Choice] Before the dark object comes close, what is the camera vehicle doing? [Options] A) Merging into the left lane B) Driving straight in the right lane C) Pulling onto the shoulder D) Turning off the highway",B,B) Driving straight in the right lane,True,physical_prediction_counterfactual,spatiotemporal_grounding,20-frame full-duration sheet: preserving the airborne object's observed road-relative crossing while shifting the vehicle into the left lane does not place the object harmlessly behind; the response misapplies the lane counterfactual.,medium,no
error-0088,UfsgoajgaA4_4_0_00_29_559_to_0_00_44_880.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0464.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,[Multiple-Select] The prominent ripples seen on the water's surface are primarily generated by which of the man's movements? (Select all that apply) [Options] A) The downward and circular push of his feet. B) The side-to-side sculling motion of his hands. C) The movement of his head as he looks around. D) The passive displacement of his torso.,"A, B",AB,simple_relation,"[Single-Choice] As the man floats in the water, which side of his torso is facing upward? [Options] A) His back side B) His chest/front side C) His left side D) His right side",B,B) His chest/front side,True,protocol_or_parsing,,"20-frame full-duration sheet: the dominant ripples coincide with foot pushing/circling and lateral hand sculling; the model's compact response 'AB' selects exactly the two keyed options, so the recorded error is formatting/normalization related.",high,no
error-0089,EfzJ8XHu5Mo_14_0_03_32_579_to_0_05_31_564.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0021.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] After emerging from under the bench, the fox's path takes it behind the black and white gaming chair before it moves towards the center of the room.",True,False,simple_relation,[Single-Choice] Where is the green tunnel relative to the bench seats along the wall? [Options] A) To the right of the bench seats B) In front of the bench seats C) To the left of the bench seats D) Behind the bench seats,C,A) To the right of the bench seats,False,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: after emerging beneath the benches, the fox passes behind the black-and-white gaming chair before moving into the room center; the negative answer misses the route segment.",high,no
error-0090,Me-ow0kXHfI_11_0_01_58_718_to_0_02_36_456.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0224.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.",True,False,entity,[Single-Choice] Which object is visible beside the road near the start of the drive? [Options] A) Traffic cone B) Orange roadwork sign C) Parked bicycle D) Toll booth,B,B) Orange roadwork sign,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: in the first five seconds the roadside scenery begins moving gradually rather than abruptly, consistent with cautious slow acceleration; the negative answer misreads the early optic-flow rate.",medium,no
error-0091,myJ2l-o5rYQ_73_0_09_40_480_to_0_09_58_960.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0181.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final shot of the video taken by the man in the blue shirt, the puck travels across the floor, passing in front of the ______.",seated person,goal,simple_relation,[Single-Choice] Where is the large black equipment relative to the glass doorway? [Options] A) To the left of it B) Directly in front of it C) Directly behind it D) To the right of it,D,D) To the right of it,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: in the final shot the puck crosses in front of the seated person/equipment area, whereas the goal is in another part of the room/earlier context.",high,no
error-0092,QnBZWeo5H28_14_0_02_09_996_to_0_02_31_384.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0054.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the camera's pan to the right, the covered structure on the pier moves in front of the small, white chapel-like building from the camera's viewpoint, but the chapel remains at least partially visible throughout this transit.",True,False,action_event,"[Single-Choice] When the sandy beach is prominent, what are the two people doing? [Options] A) Walking on the sand B) Swimming in the water C) Sitting in lounge chairs D) Climbing onto the pier",A,A) Walking on the sand,True,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: the covered pier structure crosses in front of the chapel-like building during the right pan while a portion of the chapel remains visible; the negative response misses the partial occlusion sequence.,high,no
error-0093,amXzenmYYlw_12_0_03_47_400_to_0_03_57_680.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0016.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A utility pole temporarily occludes the man. Immediately after he reappears, he is on the ______ side of the white parked car.",left,right,simple_relation,[Single-Choice] Where is the white parked car located relative to the storefront? [Options] A) In front of the storefront B) Behind the storefront C) Across the road from the storefront D) Inside the storefront,A,A) In front of the storefront,True,spatiotemporal_grounding,perspective_reference_frame,20-frame full-duration sheet: immediately after the utility-pole occlusion the man reappears on the image-left side of the white parked car; the answer reverses the post-occlusion side.,high,no
error-0094,sPcffDKFKWc_52_0_14_02_107_to_0_14_15_688.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0112.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] At the beginning of the video, from the camera's viewpoint, the boy in the blue hat is on the right side of the girl in the light green shirt. What is their relative side-by-side position just before the camera pans away from them? [Options] A) The boy is now on the left side of the girl. B) The boy is directly behind the girl. C) Their side-by-side position has not changed. D) The girl is now on the left side of the boy.",A,C) Their side-by-side position has not changed.,entity,[Single-Choice] Which other person is visible walking near the children? [Options] A) A woman in a red jacket B) A man in a light blue shirt C) A man in a black suit D) A child in a yellow shirt,B,B,True,spatiotemporal_grounding,perspective_reference_frame,20-frame full-duration sheet: the blue-hatted boy and green-shirted girl exchange their left-right image ordering before the camera leaves them; the response incorrectly treats the initial side-by-side relation as unchanged.,medium,no
error-0095,O21Zy3-o9MI_13_0_01_25_385_to_0_01_36_196.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0001.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the first scene, the intercom panel on the wall is briefly but completely hidden from view by the man's body.",True,False,simple_relation,[Single-Choice] Where is the woman relative to the man in the hallway scene? [Options] A) To the viewer's left of him B) To the viewer's right of him C) Directly behind him D) Directly in front of him,A,D) Directly in front of him,False,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: in the first scene the man's torso passes directly across and completely covers the wall intercom panel before moving away; the negative answer misses the brief full occlusion.,high,no
error-0096,Uiuiu3FBLZw_25_0_07_02_622_to_0_07_23_609.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0137.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] At the moment the surfer begins their final turn (0:16), the person in the blue swim cap is positioned directly ______ them, relative to the direction of the wave's travel.",behind,in front of,entity,[Single-Choice] Which additional person is visible floating in the water near the breaking wave? [Options] A) A red-capped swimmer B) A kayaker C) A jet-ski rider D) A scuba diver,A,A) A red-capped swimmer,True,perspective_reference_frame,spatiotemporal_grounding,20-frame full-duration sheet: at the surfer's final turn the blue-capped swimmer lies behind the surfer along the wave's travel direction; the answer reverses the wave-relative fore-aft relation.,medium,no
error-0097,r-jQ8zjtMuQ_9_0_01_24_818_to_0_01_41_768.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0411.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,[True/False] The plane's landing gear is still visible and fully extended when the aircraft passes over the distant treeline.,True,False,entity,[Single-Choice] What surface is visible beneath the aircraft near the start? [Options] A) A paved city street B) A blue water surface C) A tan grassy field D) A snowy mountain slope,C,C) A tan grassy field,True,perception_recognition,spatiotemporal_grounding,20-frame full-duration sheet: the aircraft's landing gear remains visibly down as it crosses above the distant treeline; the negative answer contradicts the visible configuration.,high,no
