sample_id,video,status,bytes,sha256,archive_member,message
video-01001,5Adxx2z_q20_14_0_02_03_074_to_0_02_32_403.mp4,extracted,5625649,2293ab7c32b5132be5106c68df07bd1c375cd8de3bbb9de46d960b38fd1937a2,data/videos/5Adxx2z_q20_14_0_02_03_074_to_0_02_32_403.mp4,
video-01002,5AxpKNDk3fs_57_0_07_41_894_to_0_07_55_241.mp4,extracted,4280231,c52d30e04d172f3652f22e1600a028e6941c67c34e87f85339318fde8d2e40b6,data/videos/5AxpKNDk3fs_57_0_07_41_894_to_0_07_55_241.mp4,
video-01003,5BPVORK4tiM_35_0_06_42_602_to_0_06_52_679.mp4,extracted,6007849,acb5c28b967512e8b0060d13163da76f6a0ff9dba654a038e110ec1072cbbbf7,data/videos/5BPVORK4tiM_35_0_06_42_602_to_0_06_52_679.mp4,
video-01004,5C3WQdHcpR0_31_0_06_41_868_to_0_06_57_450.mp4,extracted,4249461,0dae59f115a1fc12d5ebdcec7ff2ae92bf942d7a6cf03c04403ae15ea8a7ea66,data/videos/5C3WQdHcpR0_31_0_06_41_868_to_0_06_57_450.mp4,
video-01005,5Ct4OSmdZ3M_0_0_00_00_760_to_0_00_21_640.mp4,extracted,6305436,92032573343b941483417db1a922d7536d0dd0840a20c14db5d2243702e1a1e8,data/videos/5Ct4OSmdZ3M_0_0_00_00_760_to_0_00_21_640.mp4,
video-01006,5CuhV6H4bTg_25_0_06_29_560_to_0_06_51_399.mp4,extracted,7257123,6eaf2b50a6cf74e2579dc35f5525ff51338c0dbf72297d9397c1e95306fab901,data/videos/5CuhV6H4bTg_25_0_06_29_560_to_0_06_51_399.mp4,
video-01007,5D1_T-cuFsw_15_0_02_31_217_to_0_02_43_096.mp4,extracted,5605706,0270a5236ae0211e072b4fbfb6db12b3734e6fd24d9fb03c06da9d1fff983bf9,data/videos/5D1_T-cuFsw_15_0_02_31_217_to_0_02_43_096.mp4,
video-01008,5D1_T-cuFsw_18_0_03_07_387_to_0_03_19_432.mp4,extracted,5763779,ab4048fdbeb33ffcb791a996e0b4a39be3ecf2fd900d55b531b18e953b417b50,data/videos/5D1_T-cuFsw_18_0_03_07_387_to_0_03_19_432.mp4,
video-01009,5DZk0lzR3Wc_21_0_03_47_268_to_0_03_59_322.mp4,extracted,5276379,01fc51fff267b99419e96fa638b07b67db6eae5549a1289a42b2cd966f1803e9,data/videos/5DZk0lzR3Wc_21_0_03_47_268_to_0_03_59_322.mp4,
video-01010,5DZk0lzR3Wc_22_0_03_59_781_to_0_04_32_563.mp4,extracted,11832257,cf92e5ed65dfd67c8818971422c14550d6a70b9ab5775eed88aa1702e9f5cc94,data/videos/5DZk0lzR3Wc_22_0_03_59_781_to_0_04_32_563.mp4,
video-01011,5DZk0lzR3Wc_42_0_07_12_140_to_0_07_23_693.mp4,extracted,4700421,6e6e1ce7fed38c964372b6ee889c65bc8a7fff6065829e99c4a7ed8899d2690f,data/videos/5DZk0lzR3Wc_42_0_07_12_140_to_0_07_23_693.mp4,
video-01012,5EOe8NQVUno_8_0_01_39_900_to_0_01_55_799.mp4,extracted,5955296,5a63d2b61ea1e2f6f9355a6a6a8155b78b0373b4c1ad95777cf4602e41b0b779,data/videos/5EOe8NQVUno_8_0_01_39_900_to_0_01_55_799.mp4,
video-01013,5EVIWoIcYxc_72_0_11_26_419_to_0_11_39_899.mp4,extracted,4792940,d84930c880080e3ce7aa5420c249e880b9fd6c77be21c9c582573c8dab33278c,data/videos/5EVIWoIcYxc_72_0_11_26_419_to_0_11_39_899.mp4,
video-01014,5EVP9jMAyh4_78_0_14_49_788_to_0_15_14_980.mp4,extracted,7046300,5a3cf4ddfb34d4a20bf77f453bc685d3d927ed29bcd5795fbcfad2e207999ff7,data/videos/5EVP9jMAyh4_78_0_14_49_788_to_0_15_14_980.mp4,
video-01015,5Erzj-Dp-qk_76_0_11_47_639_to_0_11_59_919.mp4,extracted,7062394,8d849204058aad55244c0505ede992cdef4e6d6379ef9cf5e8dc16c5926e0b32,data/videos/5Erzj-Dp-qk_76_0_11_47_639_to_0_11_59_919.mp4,
video-01016,5HFmavbdThA_1_0_00_20_520_to_0_00_53_620.mp4,extracted,3226799,05492611d02be971eeac6663157a4f27c5903ec9ebe542c62f0d9d3e9ba394c9,data/videos/5HFmavbdThA_1_0_00_20_520_to_0_00_53_620.mp4,
video-01017,5I1TBpIh29g_11_0_02_12_532_to_0_02_22_742.mp4,extracted,4811358,5c8592dda27cfa1acc5b566c1aac0e7a630722751b22368f18f16eb9f27f7a2b,data/videos/5I1TBpIh29g_11_0_02_12_532_to_0_02_22_742.mp4,
video-01018,5INVCG9ZtX4_47_0_06_28_755_to_0_06_49_876.mp4,extracted,7846111,dfeb4b22070e65d2465d620d4038bc498eb046a0bc798b7317b110a0fc7a18db,data/videos/5INVCG9ZtX4_47_0_06_28_755_to_0_06_49_876.mp4,
video-01019,5JpCa56-Eng_13_0_02_17_203_to_0_02_36_556.mp4,extracted,8320129,1fd8807baba4d05a1830a4c0ae47a43d89283433191178814068b46cc8dee990,data/videos/5JpCa56-Eng_13_0_02_17_203_to_0_02_36_556.mp4,
video-01020,5Jt_XnncnVg_61_0_09_10_266_to_0_09_22_600.mp4,extracted,3720982,aa5336cf290db65eec749fa817d9540623311bfd95503849ac19232534179d6b,data/videos/5Jt_XnncnVg_61_0_09_10_266_to_0_09_22_600.mp4,
video-01021,5Jt_XnncnVg_70_0_10_21_533_to_0_10_42_600.mp4,extracted,7511882,d0233ea52a3d82714c5fc02401a08679c2aec907b8203692b8c3dfb26a2c6b60,data/videos/5Jt_XnncnVg_70_0_10_21_533_to_0_10_42_600.mp4,
video-01022,5KFF0qUxWqw_17_0_04_10_850_to_0_04_23_363.mp4,extracted,2395612,a0173b701b0f8e71887fe06b5c61815f0110982156d2aa76ecdaf06b99bf0b6f,data/videos/5KFF0qUxWqw_17_0_04_10_850_to_0_04_23_363.mp4,
video-01023,5KX6Qb9QYx4_57_0_09_14_253_to_0_09_25_231.mp4,extracted,3047045,58260c8c7caf6a62cf1d7b8145aa744ee0d4a0e78d3abc0b282a7205e5b29508,data/videos/5KX6Qb9QYx4_57_0_09_14_253_to_0_09_25_231.mp4,
video-01024,5KqTcOJe2go_58_0_10_48_919_to_0_11_00_600.mp4,extracted,2302786,9d9e3e88c93abc29ffd7987dc954ba26bdfc19db61dfc8d2d1f8ba2a2ae95478,data/videos/5KqTcOJe2go_58_0_10_48_919_to_0_11_00_600.mp4,
video-01025,5L6Yj9EF4l0_10_0_02_03_291_to_0_02_33_666.mp4,extracted,3748283,bd007f14efa9691a4103a1aca08dee1d48fcea95125f0e2ee7aaaaa7e2aa0199,data/videos/5L6Yj9EF4l0_10_0_02_03_291_to_0_02_33_666.mp4,
video-01026,5L7OKzLYDlc_22_0_05_04_504_to_0_05_16_382.mp4,extracted,2454496,d381738f50aff3cbea402d992fd5797be2a2717270710ed3382bcd843c8e990d,data/videos/5L7OKzLYDlc_22_0_05_04_504_to_0_05_16_382.mp4,
video-01027,5L9qK531btk_56_0_09_59_765_to_0_10_11_110.mp4,extracted,4070492,89ae27d6a4a1ebb0edb82da1607399228d2bcf26b42f80c66af62e9213f97e3c,data/videos/5L9qK531btk_56_0_09_59_765_to_0_10_11_110.mp4,
video-01028,5LPW-7HagBM_25_0_04_11_918_to_0_04_26_266.mp4,extracted,3578654,6482cb161da1781926bac9472e7f30f68f6ade6cfe094582ded9c946e2d7e50e,data/videos/5LPW-7HagBM_25_0_04_11_918_to_0_04_26_266.mp4,
video-01029,5LbQ6bO8sBo_13_0_04_04_118_to_0_04_19_008.mp4,extracted,6162915,0a019d4e86af3aa9996981cd5d2d250e9e427c78c0fc97f510eff9252701f931,data/videos/5LbQ6bO8sBo_13_0_04_04_118_to_0_04_19_008.mp4,
video-01030,5Liewopxe1Y_53_0_13_01_240_to_0_13_19_200.mp4,extracted,7462346,3ad779883ccbf91006a025af8da33635a350dbccaa11a357c211a11c1e024686,data/videos/5Liewopxe1Y_53_0_13_01_240_to_0_13_19_200.mp4,
video-01031,5Lj1d-4WlHI_19_0_02_34_754_to_0_02_50_169.mp4,extracted,5298928,59935aa0775f9ba7455f3e17a8ad418ffe5306571b139578d26e17dc17ece2f3,data/videos/5Lj1d-4WlHI_19_0_02_34_754_to_0_02_50_169.mp4,
video-01032,5LyHfBzc6EQ_20_0_03_42_233_to_0_03_52_699.mp4,extracted,5763646,25d35e56379861c1ffc996ca06ce241546002606846cd66313edf7af37385ee6,data/videos/5LyHfBzc6EQ_20_0_03_42_233_to_0_03_52_699.mp4,
video-01033,5LyHfBzc6EQ_34_0_05_42_000_to_0_05_57_100.mp4,extracted,10588250,c2019de1c4232f1c4f2d41f86d4cee49fe1286a95607f99afd286d234b3b7054,data/videos/5LyHfBzc6EQ_34_0_05_42_000_to_0_05_57_100.mp4,
video-01034,5MSt623auY8_64_0_09_58_798_to_0_10_21_420.mp4,extracted,8810662,a99c6b2e3bcb21608f179218b1b7d29befc8ce46d59e9491aefcd3fa28c865fd,data/videos/5MSt623auY8_64_0_09_58_798_to_0_10_21_420.mp4,
video-01035,5MYZrFCp9f4_1_0_00_52_466_to_0_01_10_333.mp4,extracted,4796178,ed1fd96a74a91405e2af2f925ce8d99d0f2c6f7eea11bbb2769667946905ec97,data/videos/5MYZrFCp9f4_1_0_00_52_466_to_0_01_10_333.mp4,
video-01036,5Mm905gVdkU_116_0_10_37_970_to_0_10_48_247.mp4,extracted,1325341,9b5fcac332359aa968dfad092299e9851a205bd0d22e0169081ba9535c406ec9,data/videos/5Mm905gVdkU_116_0_10_37_970_to_0_10_48_247.mp4,
video-01037,5MoE4ssDGpU_1_0_00_09_776_to_0_00_29_963.mp4,extracted,7335792,5e501e37b67d8e25502df2e5a884a0e41de5d98e02b7b7d6e71fdf4e47dd4ccc,data/videos/5MoE4ssDGpU_1_0_00_09_776_to_0_00_29_963.mp4,
video-01038,5MsI8BGQ-Pg_32_0_07_30_100_to_0_07_42_366.mp4,extracted,4536699,97a33464de780a0c466a2a382ab4fc679369ba45ce72a48683e0c1b8075845aa,data/videos/5MsI8BGQ-Pg_32_0_07_30_100_to_0_07_42_366.mp4,
video-01039,5N-Loquj71Q_19_0_04_32_472_to_0_04_43_750.mp4,extracted,3173039,da3f78db3d582681e9c5b78f567f7964e73ce8b1e20fa864dc6bdc4e3053a4ef,data/videos/5N-Loquj71Q_19_0_04_32_472_to_0_04_43_750.mp4,
video-01040,5NGDCoHvtk0_51_0_12_24_772_to_0_12_48_704.mp4,extracted,7487176,8699638dbd4eb7fb217f52e5cd97f2952f13bb643ebc286ae4f743ec9be463fe,data/videos/5NGDCoHvtk0_51_0_12_24_772_to_0_12_48_704.mp4,
video-01041,5NGDCoHvtk0_58_0_14_11_734_to_0_14_47_533.mp4,extracted,16052000,3b6a40d4cd0ce39cb8c982d4745966e825d629f5c1802a78c62b76323bdf34d5,data/videos/5NGDCoHvtk0_58_0_14_11_734_to_0_14_47_533.mp4,
video-01042,5NS6x2U1Zv8_4_0_02_16_900_to_0_02_27_266.mp4,extracted,6828414,1f99a9fdea026b522164e555e47ff0e4ea0d7e218fb7bcb29e17d5535cf6ceb0,data/videos/5NS6x2U1Zv8_4_0_02_16_900_to_0_02_27_266.mp4,
video-01043,5OS0Hdmvjg4_113_0_14_13_119_to_0_14_25_632.mp4,extracted,2401932,c1800cc4d3665763653c5335cd1498dee8e324d3dbe384bb6852a5b7877a7f06,data/videos/5OS0Hdmvjg4_113_0_14_13_119_to_0_14_25_632.mp4,
video-01044,5OSSDTqtiSM_60_0_12_57_200_to_0_13_07_759.mp4,extracted,4535053,000553a4ac2c97bfd99f1270cb081124d17d45fdab4a063180a72fd1c060c3c0,data/videos/5OSSDTqtiSM_60_0_12_57_200_to_0_13_07_759.mp4,
video-01045,5P7RlexYZ88_24_0_07_10_497_to_0_07_21_875.mp4,extracted,7146632,01b4addad7e440e857637439e5c0aca1452f05d89755b471f434d6fbbd2df911,data/videos/5P7RlexYZ88_24_0_07_10_497_to_0_07_21_875.mp4,
video-01046,5PbdTLStEn0_21_0_05_00_233_to_0_05_11_310.mp4,extracted,2136378,8e34adccfbfda1461850ba562f5effd746f989267e4b4c5b9a88b3bce338e1be,data/videos/5PbdTLStEn0_21_0_05_00_233_to_0_05_11_310.mp4,
video-01047,5RMd7xU-2PU_54_0_08_33_262_to_0_08_44_357.mp4,extracted,3492761,93c2a99bc3ace6734c10455d0e16850ca8e122a2eabc56721f6666e3020ff85e,data/videos/5RMd7xU-2PU_54_0_08_33_262_to_0_08_44_357.mp4,
video-01048,5RPttfUZnfw_39_0_06_15_999_to_0_06_38_712.mp4,extracted,10881543,9c7b18a7753c919a29641d3d78a10b203602fafd09cacb756f39dc37d1510df3,data/videos/5RPttfUZnfw_39_0_06_15_999_to_0_06_38_712.mp4,
video-01049,5RZG29iNt0I_6_0_01_49_879_to_0_02_17_800.mp4,extracted,6518329,73713117fa3bfebee8193f90222a6d0d09c2cb85cb6cfb4ed81f0e8f0d93a56f,data/videos/5RZG29iNt0I_6_0_01_49_879_to_0_02_17_800.mp4,
video-01050,5RgAsiHuHlY_22_0_03_41_921_to_0_03_52_932.mp4,extracted,1857774,8542af59a707cc343d7170d539aeb7534debb846e087c39476bf137d6771c16a,data/videos/5RgAsiHuHlY_22_0_03_41_921_to_0_03_52_932.mp4,
video-01051,5RqTMVWFnxo_36_0_04_54_585_to_0_05_07_932.mp4,extracted,3695349,e051f7a5272fa054c2f6b0f2bf5899f0de199985f9f868ff8ae55cb67012c2db,data/videos/5RqTMVWFnxo_36_0_04_54_585_to_0_05_07_932.mp4,
video-01052,5Rw-HG7Mo30_24_0_03_34_180_to_0_03_44_991.mp4,extracted,3728462,c9bdfc6057f2d1024ded41433f902eb3ac825362d682c03a88abc87334eb9538,data/videos/5Rw-HG7Mo30_24_0_03_34_180_to_0_03_44_991.mp4,
video-01053,5SI_ulJtkPQ_7_0_03_05_351_to_0_03_37_383.mp4,extracted,7957228,a61ff14af233feec48c8d7c82474954ce3a609444694a7209c254cabfe301c71,data/videos/5SI_ulJtkPQ_7_0_03_05_351_to_0_03_37_383.mp4,
video-01054,5SWMOFABcXU_37_0_05_30_029_to_0_05_45_378.mp4,extracted,4443035,1ac0a1e562b4ba692adcfccf7476a39779a23219ae4e9f965d5da38647fa4866,data/videos/5SWMOFABcXU_37_0_05_30_029_to_0_05_45_378.mp4,
video-01055,5TC_h2Xrwb0_52_0_06_43_469_to_0_06_56_115.mp4,extracted,3549734,002d2dc81fa6a775782fa349f01e851503e745558299b6ed4061b682d3fa8a39,data/videos/5TC_h2Xrwb0_52_0_06_43_469_to_0_06_56_115.mp4,
video-01056,5TJpgh4C25I_20_0_04_00_865_to_0_04_18_466.mp4,extracted,4802726,25890eee8a98c69ed63d2ee38299f3dc297eb0ae61cda9975f40245563206d66,data/videos/5TJpgh4C25I_20_0_04_00_865_to_0_04_18_466.mp4,
video-01057,5U-wPDWnl-0_8_0_01_21_915_to_0_01_35_628.mp4,extracted,3107312,8f495314708536c59d864a099df88cd34c2724d5f98228847f4ea738557ab8a4,data/videos/5U-wPDWnl-0_8_0_01_21_915_to_0_01_35_628.mp4,
video-01058,5U_M1YHaZoU_239_0_32_05_880_to_0_32_18_319.mp4,extracted,4919917,53cf011d06fad4b952aa05e2ac7d6142294a35872af1a8444a6eefe7b4f39adf,data/videos/5U_M1YHaZoU_239_0_32_05_880_to_0_32_18_319.mp4,
video-01059,5VPdE21XGnQ_23_0_04_04_123_to_0_04_16_875.mp4,extracted,5467783,f7085ec40aa99e3d99580adb7addd5f4d99f6ff1fa8aed42e6ae5a18221f3c92,data/videos/5VPdE21XGnQ_23_0_04_04_123_to_0_04_16_875.mp4,
video-01060,5VQZNT-6TIY_24_0_05_43_176_to_0_05_53_586.mp4,extracted,7890793,a1f4db042ca0bc16d73f45b77814d91fce124b1d414648bdbf67ea7da107dbc6,data/videos/5VQZNT-6TIY_24_0_05_43_176_to_0_05_53_586.mp4,
video-01061,5VthcLv-Zsg_11_0_04_54_544_to_0_05_12_311.mp4,extracted,3723032,9e46f0f2c404f8e12b1719d01a101de756e472a5d17ae571a739397e326a90f6,data/videos/5VthcLv-Zsg_11_0_04_54_544_to_0_05_12_311.mp4,
video-01062,5Vy9e5PCgbo_6_0_01_19_133_to_0_01_29_366.mp4,extracted,2680016,a117ec02acb36300f8c5f6ffea7635249d6efe3fef99900cc61758eaab8a7669,data/videos/5Vy9e5PCgbo_6_0_01_19_133_to_0_01_29_366.mp4,
video-01063,5W3InAV6flc_3_0_00_20_387_to_0_00_39_039.mp4,extracted,6984769,ea61a100cdf71f48bb8d043cabc9556257548d314fb4798d6333f07539a356e4,data/videos/5W3InAV6flc_3_0_00_20_387_to_0_00_39_039.mp4,
video-01064,5W4HYatzpeE_25_0_06_32_033_to_0_06_42_533.mp4,extracted,1774756,535a27df02bfe6edd51e795341d6494a2def1ead805d71dd4c27d0fdbb031f57,data/videos/5W4HYatzpeE_25_0_06_32_033_to_0_06_42_533.mp4,
video-01065,5WOhEY8lu6I_25_0_04_52_659_to_0_05_16_683.mp4,extracted,8060818,3f605597dafd21402f45cc7041019b2d7a5e1551fe7ba57ed27721d7c5336c1b,data/videos/5WOhEY8lu6I_25_0_04_52_659_to_0_05_16_683.mp4,
video-01066,5Wof_6erwR8_30_0_05_37_937_to_0_05_54_187.mp4,extracted,5233750,73bc47e07e0356dedf05c88a6d7f67452eb7d06e4b6ac3d5fe27f1d8fa6d5272,data/videos/5Wof_6erwR8_30_0_05_37_937_to_0_05_54_187.mp4,
video-01067,5XZE7sd0Qxc_34_0_03_49_199_to_0_03_59_319.mp4,extracted,1750480,253dedf3a79e8f002f924459f49afee14971f1f195b8bd8a30961e6466686c0d,data/videos/5XZE7sd0Qxc_34_0_03_49_199_to_0_03_59_319.mp4,
video-01068,5XZg0qgr39g_18_0_04_06_112_to_0_07_26_679.mp4,extracted,45755379,4f22df39bc18653dcaa01c6d63e39f7ce29396da9655227c4b5b7cf4a0b9bed0,data/videos/5XZg0qgr39g_18_0_04_06_112_to_0_07_26_679.mp4,
video-01069,5Xn2uvbAfmA_16_0_03_08_454_to_0_03_21_134.mp4,extracted,5438679,850c8932b028db4550e9bc52281034cff20508442d29f1c2efbac0d59876a25c,data/videos/5Xn2uvbAfmA_16_0_03_08_454_to_0_03_21_134.mp4,
video-01070,5Xn2uvbAfmA_34_0_06_34_660_to_0_06_48_007.mp4,extracted,5368416,8abeef5947658003ffff61e40b6cb05c8951c6902a42083bd27c28863ed9bf40,data/videos/5Xn2uvbAfmA_34_0_06_34_660_to_0_06_48_007.mp4,
video-01071,5XsVjAWEP6E_10_0_04_58_431_to_0_05_08_875.mp4,extracted,5993129,d18be1f6606c1e16dcf00f45fd1533c98c1a4c3e9672c3cacfaa756f41d82947,data/videos/5XsVjAWEP6E_10_0_04_58_431_to_0_05_08_875.mp4,
video-01072,5YJKmO7lpLE_20_0_01_54_080_to_0_02_08_428.mp4,extracted,2439320,23962ac20c41d10a4cba346a1e6a641b22cdd03b50c09ff65a5d177e36ded6f5,data/videos/5YJKmO7lpLE_20_0_01_54_080_to_0_02_08_428.mp4,
video-01073,5YTfvpfOXN0_65_0_12_06_851_to_0_12_27_037.mp4,extracted,2869767,a58020a87df4cff9f68c67b50a74d077f55cffe8b65cfcd3abdb7299684af29d,data/videos/5YTfvpfOXN0_65_0_12_06_851_to_0_12_27_037.mp4,
video-01074,5YbcebZznDk_1_0_00_03_603_to_0_00_28_962.mp4,extracted,9299404,c6ab6d77c8fe5657b10d542b56184d7dcd99a40bb45b35c3751d0934b9278da9,data/videos/5YbcebZznDk_1_0_00_03_603_to_0_00_28_962.mp4,
video-01075,5YjxwndrYHE_42_0_07_31_519_to_0_07_42_959.mp4,extracted,2281153,3b31811a64677ad17df3819ff10275bf12b947f870609be45f0e04a05fb22e7a,data/videos/5YjxwndrYHE_42_0_07_31_519_to_0_07_42_959.mp4,
video-01076,5YjxwndrYHE_80_0_13_11_200_to_0_13_25_799.mp4,extracted,3039469,302df4b299eb108f475bf34ef115b988826632102f377be87ebcbf299acbe2c9,data/videos/5YjxwndrYHE_80_0_13_11_200_to_0_13_25_799.mp4,
video-01077,5Ynmygbnd08_12_0_01_24_884_to_0_01_35_829.mp4,extracted,6466302,d7980c6149cda7c957bde8613e468e86b1057117a3605f6ebb731bda58545cb1,data/videos/5Ynmygbnd08_12_0_01_24_884_to_0_01_35_829.mp4,
video-01078,5Ynmygbnd08_18_0_02_12_665_to_0_02_33_720.mp4,extracted,11875193,c654b85ad4ecc2c3b04a8fb9c4ee7233ed8ace73728f6e863a9b75f7114a6afd,data/videos/5Ynmygbnd08_18_0_02_12_665_to_0_02_33_720.mp4,
video-01079,5Ynmygbnd08_20_0_02_37_891_to_0_02_54_507.mp4,extracted,8263559,11bba64f7bbf9e168b749f191e9008a2f4eb9285e8c11c31227d76ec496fe303,data/videos/5Ynmygbnd08_20_0_02_37_891_to_0_02_54_507.mp4,
video-01080,5Ynmygbnd08_31_0_04_06_913_to_0_04_24_564.mp4,extracted,10932218,e0eb7643f6f475c45c8089a02507e83b6e4c35391418ffbb5a37b385eb1f7e2c,data/videos/5Ynmygbnd08_31_0_04_06_913_to_0_04_24_564.mp4,
video-01081,5Zc38o_cd7A_115_0_14_51_679_to_0_15_03_080.mp4,extracted,5059792,88e764b8d2f1db2865d92e013cb7e5be6793ff46135e3a2bdc14b8c4d6595969,data/videos/5Zc38o_cd7A_115_0_14_51_679_to_0_15_03_080.mp4,
video-01082,5_L24DJu510_32_0_03_45_592_to_0_03_59_973.mp4,extracted,4814827,784535709a4d465617cab299cf9713e1a148f15b60069bf69c8866652ea6814d,data/videos/5_L24DJu510_32_0_03_45_592_to_0_03_59_973.mp4,
video-01083,5_aR0qMy1Bg_75_0_11_16_333_to_0_11_33_733.mp4,extracted,10566852,5432be7613c26dd2c5f51b171cee0ef6587a06f141376b45425cf9b60e800006,data/videos/5_aR0qMy1Bg_75_0_11_16_333_to_0_11_33_733.mp4,
video-01084,5_jO2TNwn0U_16_0_02_17_237_to_0_02_34_420.mp4,extracted,9669793,0754cc77e59b792e2c5355bf92aa72acc98fc5f0291fefc3d0b6fd54787c4e10,data/videos/5_jO2TNwn0U_16_0_02_17_237_to_0_02_34_420.mp4,
video-01085,5_jO2TNwn0U_3_0_00_27_660_to_0_00_51_684.mp4,extracted,13334725,3734522fe8ce86829b510a8a1016ea1fa78a436a117308d833c8763fdd9748cd,data/videos/5_jO2TNwn0U_3_0_00_27_660_to_0_00_51_684.mp4,
video-01086,5a6Rmxe-OPY_33_0_03_29_042_to_0_03_42_822.mp4,extracted,2218307,183c06d1455a12c86d740acf70e5c04f053c4d4031549d49ac64a53874bd2cf5,data/videos/5a6Rmxe-OPY_33_0_03_29_042_to_0_03_42_822.mp4,
video-01087,5aPH8P2A1sY_59_0_12_12_732_to_0_12_35_889.mp4,extracted,3507463,3facafe2a7ec7eb7653b4cffe437013e4617a763d316291909c14a66c51479b4,data/videos/5aPH8P2A1sY_59_0_12_12_732_to_0_12_35_889.mp4,
video-01088,5aS7F1bGUv8_88_0_14_49_121_to_0_15_00_032.mp4,extracted,2356412,35470ec78bbc2d54563af76c06571c59cb2c6883ca71e39e0916fec69fc58aa9,data/videos/5aS7F1bGUv8_88_0_14_49_121_to_0_15_00_032.mp4,
video-01089,5amLhEEn-eg_47_0_07_04_157_to_0_07_14_367.mp4,extracted,2396509,14dfd9eb423b28ba1caceb4631fec80a82b2a720c7175ed9a7e7978feed66e76,data/videos/5amLhEEn-eg_47_0_07_04_157_to_0_07_14_367.mp4,
video-01090,5cNxxgGhwe4_5_0_00_42_459_to_0_00_55_346.mp4,extracted,3105668,1eb38a8236f34d4e23729bd5d2b7cc1f663897cccadee0b647db8a4a1598f97a,data/videos/5cNxxgGhwe4_5_0_00_42_459_to_0_00_55_346.mp4,
video-01091,5cQlt72BVcs_10_0_02_16_769_to_0_02_42_228.mp4,extracted,14659655,7c5630b734f6248217645caa7367dba37dc3580a5df5efcce27feb6811aad0c5,data/videos/5cQlt72BVcs_10_0_02_16_769_to_0_02_42_228.mp4,
video-01092,5caXE7tUn9U_7_0_04_32_472_to_0_05_55_855.mp4,extracted,16586501,fbb00aa7025ca965db965f5b007adb705ff634ff188188ab97b5f80271ac8b18,data/videos/5caXE7tUn9U_7_0_04_32_472_to_0_05_55_855.mp4,
video-01093,5d0yx2RaVsI_24_0_03_18_465_to_0_03_31_077.mp4,extracted,4311640,994fa0aafa7ab018fb5735d13a26c23498708ed05a40055aa510fb0f073d6311,data/videos/5d0yx2RaVsI_24_0_03_18_465_to_0_03_31_077.mp4,
video-01094,5d6SEQQbwtU_95_0_16_12_706_to_0_16_23_083.mp4,extracted,3638317,a6d8c7ed7363bf876e8005da0bb2e5d3bea0d4a9612808d93f9a8078503fd34e,data/videos/5d6SEQQbwtU_95_0_16_12_706_to_0_16_23_083.mp4,
video-01095,5dVzF071L7A_57_0_08_34_814_to_0_08_45_524.mp4,extracted,2616400,ecbc3d3d828d5d03c66aa631c88293fb9c7754943088fda4ece579105d44e1b9,data/videos/5dVzF071L7A_57_0_08_34_814_to_0_08_45_524.mp4,
video-01096,5dxocdvBH2M_4_0_01_03_830_to_0_01_28_888.mp4,extracted,9898167,3deb9c712e52dc24c5934e0cbd70df7ea724b1aa806cc48d51f296d37f1dc939,data/videos/5dxocdvBH2M_4_0_01_03_830_to_0_01_28_888.mp4,
video-01097,5dxocdvBH2M_5_0_01_29_689_to_0_01_43_203.mp4,extracted,4967808,1782110873c08c446bfda7bf009314f4761396dae5659d1d9e90df48e5ccefb2,data/videos/5dxocdvBH2M_5_0_01_29_689_to_0_01_43_203.mp4,
video-01098,5eGdTDXUK7A_66_0_08_03_382_to_0_08_17_430.mp4,extracted,5226532,87be21559dcac79ae462581f75b1856eb01af394202db0269bcf09528eebc36b,data/videos/5eGdTDXUK7A_66_0_08_03_382_to_0_08_17_430.mp4,
video-01099,5fFbcVzOkE0_28_0_06_24_050_to_0_06_38_439.mp4,extracted,2942724,4284adcccc9ee22ea0f53b20bbee0b1fb690243e2361d9b1961e21a82711e306,data/videos/5fFbcVzOkE0_28_0_06_24_050_to_0_06_38_439.mp4,
video-01100,5ferGgNpjWA_23_0_05_38_171_to_0_05_54_220.mp4,extracted,4492297,a4fc439bd4f0ee9e07152fc0b63aa49bb76703d0f0e391cbc364f952bedc3127,data/videos/5ferGgNpjWA_23_0_05_38_171_to_0_05_54_220.mp4,
video-01101,5ferGgNpjWA_3_0_01_09_002_to_0_01_37_797.mp4,extracted,10923660,55494a3130d8d88bf9a6e27ca47b097db59f0ab15eaa2f65123ef81d0bc1b090,data/videos/5ferGgNpjWA_3_0_01_09_002_to_0_01_37_797.mp4,
video-01102,5fj7XjxKGzY_31_0_04_01_641_to_0_04_21_327.mp4,extracted,5871686,7294c66ad5bd5eac21cdaa9606a3c453f86ac66bc3232051c68d5844cb31545f,data/videos/5fj7XjxKGzY_31_0_04_01_641_to_0_04_21_327.mp4,
video-01103,5fj7XjxKGzY_39_0_05_13_780_to_0_05_31_664.mp4,extracted,7267836,255b0a0d79977359c869ab8af11c3aefd9b7a569f4ed5c872a37a81d33b32974,data/videos/5fj7XjxKGzY_39_0_05_13_780_to_0_05_31_664.mp4,
video-01104,5fxEBxgGPn4_23_0_03_01_715_to_0_03_23_636.mp4,extracted,13524542,52eb1989f89abe07dbb874e315ec3bee446893e208880a98db4e9cb090f16422,data/videos/5fxEBxgGPn4_23_0_03_01_715_to_0_03_23_636.mp4,
