audit_item_id,proposal_no,original_question_text_cn,review_status,revised_question_text_cn,primary_capability,needs_continuous_video,confidence,review_notes
audit-0105,1,橙衣男子是否在持续处理手中物品？,confirmed,橙衣男子是否在持续处理手中物品？,action_event,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0105,2,他低头操作与抬头观察的顺序如何交替？,confirmed,他低头操作与抬头观察的顺序如何交替？,temporal_order,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0106,3,处理后鱼钩是否与鱼分离？,confirmed,处理后鱼钩是否与鱼分离？,deformation_state,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0107,1,遥控直升机是先升空还是先从灌木后出现？,confirmed,遥控直升机是先升空还是先从灌木后出现？,temporal_order,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0107,2,直升机相对地面的高度如何变化？,confirmed,直升机相对地面的高度如何变化？,dynamic_relation,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0110,1,三只狗在沙地上的前后位置如何变化？,confirmed,三只狗在沙地上的前后位置如何变化？,dynamic_relation,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0110,2,白狗与黑狗哪一只先接近相机？,confirmed,白狗与黑狗哪一只先接近相机？,temporal_order,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0110,3,狗群是否在奔跑中改变整体方向？,confirmed,狗群是否在奔跑中改变整体方向？,orientation_facing,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0111,3,教堂尖顶是在房屋群之前还是之后变得清晰？,still_uncertain,教堂尖顶是在房屋群之前还是之后变得清晰？,temporal_order,1,medium,尖顶和房屋群均处于远景，变清晰的阈值受焦点与尺度影响，仍难判序。
audit-0112,2,哪只海鸟先飞到画面近处？,still_uncertain,哪只海鸟先飞到画面近处？,temporal_order,1,medium,多只海鸟远近变化且外观相似，离散帧不足以保持个体身份并判断先后。
audit-0113,1,移动镜头中车辆与马匹区域的距离如何变化？,confirmed,移动镜头中车辆与马匹区域的距离如何变化？,dynamic_relation,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0114,1,小船通过桥下时桥面从相机上方如何移动？,confirmed,小船通过桥下时桥面从相机上方如何移动？,reference_frame,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0114,2,船与桥墩之间的距离如何变化？,confirmed,船与桥墩之间的距离如何变化？,dynamic_relation,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0117,1,车辆从支路汇入主路前是否等待横向车流？,confirmed,车辆从支路汇入主路前是否等待横向车流？,action_goal,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0119,1,摩托车与前方红车的距离如何变化？,confirmed,摩托车与前方红车的距离如何变化？,dynamic_relation,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
audit-0119,2,通过路口时红车选择了哪个行进方向？,confirmed,通过路口时红车选择了哪个行进方向？,action_event,0,medium,64帧覆盖全时长，所问事件或关系在多个采样帧中可辨，原问题无需改动。
