audit_item_id,proposal_no,question_text_cn,primary_capability,intent_required,reference_transform,prediction_or_counterfactual,temporal_integration,occlusion_tracking,deformation_tracking,human_involved,reasoning_level,question_format,needs_full_video,confidence,author_notes
audit-0069,1,镜头平移时山谷先出现在画面哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,medium,可见
audit-0069,2,道路位于陡坡上方还是下方？,static_relation,0,0,0,0,0,0,0,low,multiple_choice,0,high,可见
audit-0069,3,树木经过前景时是否短暂遮挡山谷？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,high,可见
audit-0070,1,火箭在片段中是否发生真实位移？,dynamic_relation,0,0,0,1,0,0,0,intermediate,true_false,0,medium,主要为镜头移动
audit-0070,2,火箭尖端相对发射架位于什么方向？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0070,3,镜头从箭体下方向尖端移动吗？,reference_frame,0,1,0,1,0,0,1,high,true_false,0,high,可见
audit-0071,1,按下启动键后仪表盘发生什么状态变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,点亮
audit-0071,2,启动动画先出现在左侧仪表还是中控屏？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,需视频
audit-0071,3,操作者按键的直接目标是什么？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,high,启动车辆系统
audit-0072,1,黄衣人在雪坡上先蹲下还是先翻滚？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0072,2,翻滚后他相对相机向哪个方向移动？,dynamic_relation,0,1,0,1,0,0,1,high,short_answer,0,medium,画面参照
audit-0072,3,他在翻滚结束后是否恢复站立？,action_event,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0073,1,冲浪者在浪上是否多次改变朝向？,orientation_facing,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0073,2,冲浪板相对浪峰的位置如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0073,3,冲浪者抬起前脚的直接目标是保持平衡吗？,action_goal,1,0,0,1,0,0,1,high,true_false,1,medium,需视频
audit-0074,1,蓝车在弯道中是否始终朝向相机？,orientation_facing,0,1,0,1,0,0,0,high,true_false,0,high,可见
audit-0074,2,蓝车相对车道边线如何移动？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,可见
audit-0074,3,若维持当前轨迹车辆会接近弯道内侧吗？,physical_prediction,0,0,1,1,0,0,0,high,true_false,1,medium,预测
audit-0075,1,镜头是否从悍马车头移动到车尾？,dynamic_relation,0,1,0,1,0,0,1,high,true_false,0,high,可见
audit-0075,2,车辆后部是否装有外置备胎？,entity_attribute,0,0,0,0,0,0,0,low,true_false,0,high,可见
audit-0075,3,后车门相对尾灯位于哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,medium,可见
audit-0076,1,男子先演示绳结还是先在船上讲解？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,剪辑切换
audit-0076,2,绳索在手中形成了什么结构？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,1,medium,需完整视频
audit-0076,3,男子拉动绳索的直接目标是什么？,action_goal,1,0,0,1,0,1,1,high,short_answer,1,medium,演示固定方式
audit-0077,1,男子按压后车门区域后车门是否打开？,deformation_state,0,0,0,1,0,1,1,intermediate,true_false,0,high,未打开
audit-0077,2,男子先指向门把手还是车牌上方？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,需视频
audit-0077,3,讲解手势的直接目标是展示哪个车尾部件？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,后门开启区域
audit-0078,1,冲浪者是否进入浪管后再出来？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,true_false,0,high,可见
audit-0078,2,冲浪者在浪壁上的高度如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0078,3,浪管闭合前冲浪者朝哪一侧转向？,orientation_facing,0,1,0,1,0,0,1,high,short_answer,1,medium,需视频
audit-0079,1,绳索在操作后形成了几个环？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,末帧可见
audit-0079,2,右手先穿绳还是先拉紧绳端？,temporal_order,0,0,0,1,0,1,1,intermediate,short_answer,1,medium,需视频
audit-0079,3,制作绳结的直接目标是固定上方绳环吗？,action_goal,1,0,0,1,0,1,1,high,true_false,1,medium,用途推断
audit-0080,1,女子收线时鱼竿弯曲程度如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,可见
audit-0080,2,女子反复转动渔轮的直接目标是什么？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,high,收线
audit-0080,3,鱼是否在片段中露出水面？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,1,low,抽帧未见鱼
audit-0081,1,金属条经过工具后是否弯曲？,deformation_state,0,0,0,1,0,1,1,intermediate,true_false,0,high,可见
audit-0081,2,操作者先插入金属条还是先拉动手柄？,temporal_order,0,0,0,1,0,1,1,intermediate,short_answer,1,medium,需视频
audit-0081,3,使用工具的直接目标是什么？,action_goal,1,0,0,1,0,1,1,high,short_answer,0,high,弯折金属条
audit-0082,1,车辆在弯路上是否改变朝向？,orientation_facing,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0082,2,驾驶员转动方向盘发生在进入弯道前吗？,temporal_order,0,0,0,1,0,0,1,intermediate,true_false,1,medium,需视频
audit-0082,3,道路从驾驶者视角向哪侧弯曲？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,可见
audit-0083,1,赛马群的领先位置是否发生变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,true_false,1,medium,个体难辨
audit-0083,2,马群相对内侧栏杆如何移动？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0083,3,冲线前马群是否逐渐拉开距离？,temporal_order,0,0,0,1,0,0,0,intermediate,true_false,1,medium,需视频
audit-0084,1,蓝白小船相对驳船向哪侧移动？,dynamic_relation,0,1,0,1,0,0,0,high,short_answer,0,medium,可见
audit-0084,2,驳船位于河对岸建筑前方吗？,static_relation,0,0,0,0,0,0,0,low,true_false,0,high,可见
audit-0084,3,栏杆是否始终位于画面下方？,static_relation,0,0,0,1,0,0,0,intermediate,true_false,0,high,可见
audit-0085,1,摩托车从路边起步后驶向哪侧？,dynamic_relation,0,1,0,1,0,0,1,high,short_answer,0,high,第一视角
audit-0085,2,骑手在起步前是否先转动车把？,temporal_order,0,0,0,1,0,0,1,intermediate,true_false,1,medium,需视频
audit-0085,3,路边邮箱从骑手视角位于哪一侧？,reference_frame,0,1,0,0,0,0,1,high,short_answer,0,high,可见
audit-0086,1,滑雪者在片段中完成了几次跳跃？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,需视频
audit-0086,2,滑雪者落地后是否继续保持平衡？,physical_prediction,0,0,0,1,0,0,1,high,true_false,0,high,结果可见
audit-0086,3,滑雪者在转弯时朝向如何改变？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0087,1,镜头先展示石像还是先展示戴口罩男子？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0087,2,石像分布在步道哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0087,3,男子指向石像时面向哪里？,orientation_facing,0,1,0,0,0,0,1,high,short_answer,0,medium,可见
audit-0088,1,镜头移动时海滨住宅何时进入中央？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0088,2,住宅位于水面的哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0088,3,前景树木是否短暂遮挡住宅？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,high,可见
audit-0089,1,男子用绳索固定了什么物体？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,high,木杆或漂流木
audit-0089,2,绳索结构在拉紧后如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,可见
audit-0089,3,男子系绳的直接目标是什么？,action_goal,1,0,0,1,0,1,1,high,short_answer,1,medium,用途需视频
audit-0090,1,孩子们先聚集还是先散开？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,可见
audit-0090,2,黑衣男子出现后走向镜头吗？,dynamic_relation,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0090,3,孩子们主要面向相机还是远离相机？,orientation_facing,0,0,0,0,0,0,1,low,multiple_choice,0,medium,朝向不一
audit-0091,1,遥控飞行器相对操作者如何移动？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,可见
audit-0091,2,飞行器是否始终高于草地？,static_relation,0,0,0,1,0,0,0,intermediate,true_false,0,high,可见
audit-0091,3,操作者转身的直接目标是持续跟踪飞行器吗？,action_goal,1,0,0,1,0,0,1,high,true_false,1,medium,需视频
audit-0092,1,雨中吊饰摆动方向是否改变？,dynamic_relation,0,0,0,1,0,0,0,intermediate,true_false,1,medium,需视频
audit-0092,2,吊饰位于远处岛屿的哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,画面参照
audit-0092,3,雨势是否使远岸逐渐更难看清？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,medium,可见
audit-0093,1,无人机何时从湖对岸进入画面？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,short_answer,0,high,中段出现
audit-0093,2,无人机相对湖面高度如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,可见
audit-0093,3,无人机飞过时位于高楼上方吗？,static_relation,0,1,0,0,0,0,0,high,true_false,0,medium,画面参照
audit-0094,1,摩托车经过斑马线后是否改变车道？,dynamic_relation,0,0,0,1,0,0,1,intermediate,true_false,1,medium,需视频
audit-0094,2,对向白车位于骑手哪一侧？,reference_frame,0,1,0,0,0,0,1,high,short_answer,0,high,第一视角
audit-0094,3,道路标线先出现斑马线还是转向箭头？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,可见
audit-0095,1,镜头沿商店街移动时先经过果蔬店还是服装店？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0095,2,黄色立柱位于通道哪一侧？,reference_frame,0,1,0,0,0,0,1,high,short_answer,0,high,画面参照
audit-0095,3,迎面行人经过后是否离开视野？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,true_false,0,high,可见
audit-0096,1,红车在片段中完成了几次明显转向？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,需视频
audit-0096,2,红车驶远后是否再次靠近相机？,dynamic_relation,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0096,3,车辆最终朝向画面哪一侧？,orientation_facing,0,1,0,1,0,0,0,high,short_answer,0,medium,可见
audit-0097,1,男子在走廊中先经过照片墙还是无障碍标志？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0097,2,男子移动时始终手持什么？,entity_attribute,0,0,0,1,0,0,1,intermediate,short_answer,0,high,手机
audit-0097,3,男子最终朝哪个出口方向转身？,orientation_facing,0,1,0,1,0,0,1,high,short_answer,1,medium,需视频
audit-0098,1,冲浪者何时被浪花完全遮挡？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,short_answer,0,high,可见
audit-0098,2,冲浪板在摔倒后呈什么朝向？,orientation_facing,0,1,0,1,0,0,0,high,short_answer,0,medium,可见
audit-0098,3,冲浪者失去平衡前是否完成转向？,temporal_order,0,0,0,1,0,0,1,intermediate,true_false,1,medium,需视频
audit-0099,1,深红汽车先正对镜头还是先侧向经过？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0099,2,汽车经过镜头时朝向如何改变？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0099,3,车辆最终停在道路上吗？,action_event,0,0,0,1,0,0,0,intermediate,true_false,1,low,剪辑切换
audit-0100,1,窗外白车相对观察者向哪侧移动？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,车内视角
audit-0100,2,白车是否被前景仪表台遮挡过？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,medium,部分遮挡
audit-0100,3,相邻住宅的橙色墙面位于灰色墙面哪侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0101,1,鱼从水下出现到被举起经历了什么顺序？,temporal_order,0,0,0,1,1,0,1,intermediate,short_answer,0,high,可见
audit-0101,2,鱼竿弯曲程度在鱼靠近船时如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,1,medium,需视频
audit-0101,3,鱼最终位于船的哪一侧？,reference_frame,0,1,0,0,0,0,1,high,short_answer,0,medium,第一视角
audit-0102,1,两辆摩托车的前后关系在比赛中是否改变？,dynamic_relation,0,0,0,1,0,0,1,intermediate,true_false,1,medium,需视频
audit-0102,2,摩托车经过观众席前是否先产生烟雾？,temporal_order,0,0,0,1,0,0,0,intermediate,true_false,0,medium,可见
audit-0102,3,领先车辆位于赛道哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,1,low,车辆难辨
audit-0103,1,鱼竿在末段是否明显弯曲？,deformation_state,0,0,0,1,0,1,1,intermediate,true_false,0,high,可见
audit-0103,2,水下目标何时从不可见变为可见？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,short_answer,1,low,抽帧未见
audit-0103,3,若继续收线目标会更靠近观察者吗？,physical_prediction,0,0,1,1,0,0,1,high,true_false,1,medium,预测
audit-0104,1,镜头先展示座椅还是驾驶位控制键？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0104,2,橙色饰边分布在座椅什么位置？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,边缘
audit-0104,3,手指指向控制键的直接目标是什么？,action_goal,1,0,0,1,0,0,1,high,short_answer,1,medium,功能需视频
audit-0105,1,橙衣男子是否反复低头操作物体？,action_event,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0105,2,他先抬头还是先戴上蓝色手套？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,1,low,抽帧不清
audit-0105,3,操作的直接目标位于栏杆上方还是下方？,static_relation,0,1,0,0,0,0,1,high,multiple_choice,0,medium,可见
audit-0106,1,小鱼先被女子握住还是先交给另一双手？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0106,2,鱼钩从鱼口取出后鱼的状态如何变化？,deformation_state,0,0,0,1,0,1,0,intermediate,short_answer,1,medium,需视频
audit-0106,3,两人操作鱼钩的直接目标是什么？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,high,取钩
audit-0107,1,遥控直升机先升空还是先降落？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0107,2,直升机相对树篱高度如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0107,3,着陆时机身朝向是否保持稳定？,orientation_facing,0,0,0,1,0,0,0,intermediate,true_false,1,medium,需视频
audit-0108,1,背包男子先指向山体还是先转身？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0108,2,男子指向的目标位于人群哪一侧？,reference_frame,0,1,0,0,0,0,1,high,short_answer,0,medium,画面参照
audit-0108,3,人群是否朝同一方向移动？,orientation_facing,0,0,0,1,0,0,1,intermediate,true_false,0,medium,可见
audit-0109,1,手指反复指向包装盒的哪个区域？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,high,正面图案
audit-0109,2,包装盒位于黑色桌子的哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0109,3,盒子在讲解过程中是否改变位置？,dynamic_relation,0,0,0,1,0,0,1,intermediate,true_false,0,medium,轻微移动
audit-0110,1,黑狗与白狗是否朝同一方向奔跑？,orientation_facing,0,0,0,1,0,0,0,intermediate,true_false,0,medium,可见
audit-0110,2,两只狗的前后关系如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,可见
audit-0110,3,狗是否短暂进入灌木遮挡区？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,medium,可见
audit-0111,1,镜头移动时村庄从哪侧进入画面？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,可见
audit-0111,2,草地位于村庄前方吗？,static_relation,0,0,0,0,0,0,0,low,true_false,0,high,可见
audit-0111,3,前景灌木是否遮挡部分房屋？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,high,可见
audit-0112,1,海鸟接近船时与相机距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0112,2,海鸟是否从海面上方飞到船旁？,temporal_order,0,0,0,1,0,0,0,intermediate,true_false,0,high,可见
audit-0112,3,最近的海鸟相对船体位于哪一侧？,reference_frame,0,1,0,0,0,0,1,high,short_answer,0,medium,船上视角
audit-0113,1,镜头先经过车辆还是先看到远处马匹？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0113,2,马匹位于停放车辆的哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0113,3,前景车顶是否遮挡过马匹？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,true_false,0,medium,部分遮挡
audit-0114,1,小船先进入桥下还是先经过桥墩？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0114,2,桥墩相对小船从哪侧经过？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,船上视角
audit-0114,3,驶出桥下后桥体是否离开视野？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,true_false,0,high,可见
audit-0115,1,镜头先展示车身外壳还是先展示尾部孔洞？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,可见
audit-0115,2,车身尾部缺失了哪些部件？,deformation_state,0,0,0,0,0,1,0,intermediate,short_answer,0,medium,孔洞可见
audit-0115,3,讲解者转向尾部的直接目标是什么？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,展示修复区域
audit-0116,1,白车在空地中是否完成转弯？,action_event,0,0,0,1,0,0,0,intermediate,true_false,0,high,可见
audit-0116,2,白车相对仓库的距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,先接近后远离
audit-0116,3,白车最终朝哪个方向驶离？,orientation_facing,0,1,0,1,0,0,0,high,short_answer,0,medium,画面参照
audit-0117,1,车辆先驶入主路还是先遇到红灯？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0117,2,并排行驶车辆的左右关系如何变化？,dynamic_relation,0,1,0,1,0,0,1,high,short_answer,1,medium,需视频
audit-0117,3,驾驶者在红灯前是否停在其他车辆后方？,static_relation,0,0,0,1,0,0,1,intermediate,true_false,0,high,可见
audit-0118,1,镜头从房车前门移动到后门吗？,dynamic_relation,0,1,0,1,0,0,1,high,true_false,0,high,可见
audit-0118,2,遮阳篷在片段中保持展开吗？,deformation_state,0,0,0,1,0,1,0,intermediate,true_false,0,high,可见
audit-0118,3,后门相对侧窗位于哪一侧？,static_relation,0,1,0,0,0,0,0,high,short_answer,0,high,可见
audit-0119,1,骑手经过路口时前车向哪侧移动？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,第一视角
audit-0119,2,骑手在通过停止线前是否减速？,temporal_order,0,0,0,1,0,0,1,intermediate,true_false,1,low,抽帧无法判速度
audit-0119,3,前方红车与骑手的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,可见
audit-0120,1,男子先拆开包装还是先取出电池？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,可见
audit-0120,2,桌面物品在拆包过程中如何重新排列？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,可见
audit-0120,3,男子打开说明书的直接目标是什么？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,查看安装说明
