audit_item_id,proposal_no,question_text_cn,primary_capability,intent_required,reference_transform,prediction_or_counterfactual,temporal_integration,occlusion_tracking,deformation_tracking,human_involved,reasoning_level,question_format,needs_full_video,confidence,author_notes,review_status,excluded_from_coverage
audit-0047,3,成品木杆与对照木杆长度是否相近？,entity_attribute,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0048,1,输电塔相对城市建筑位于前景还是远景？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0048,2,镜头移动时输电塔在画面中向哪侧移动？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0048,3,云层与输电线是否发生遮挡重叠？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0049,1,男子操作后折叠自行车的轮部状态是否改变？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0049,2,他先触碰车架还是先转动后轮部件？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0049,3,折叠机构位于后轮的哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0050,1,电动自行车的电池位于车架什么位置？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0050,2,后货架与后轮在垂直方向上是什么关系？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0050,3,镜头环绕后摩托车的左右朝向如何变化？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,revised,0
audit-0051,1,男子抱着多双鞋从地面起身后走向哪里？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0051,2,他先整理鞋带还是先站起来？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0051,3,鞋子在其双臂中的相对位置是否保持稳定？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0052,1,驾驶员转动方向盘后车辆行进方向如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0052,2,从后座视角看驾驶员位于车辆哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0052,3,乘客触碰驾驶员肩部发生在转向之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0053,1,镜头先展示空海滩还是先展示男子面部？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0053,2,男子出现时海面位于其哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0053,3,相机转向自拍时地平线在画面中如何移动？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0054,1,男子从室内取下鸟后将其带到哪里？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0054,2,鸟从悬挂状态变为桌面状态的顺序是什么？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0054,3,室外有几人共同处理鸟？,entity_attribute,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0055,1,白色汽车绕场地行驶时方向如何持续变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0055,2,汽车最接近相机发生在转弯之前还是之后？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0055,3,汽车绕行时车头朝向如何改变？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0056,1,俯视视角下汽车沿弯道朝哪个方向行驶？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0056,2,汽车与溪流之间的距离如何随弯道变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0056,3,车辆先通过急弯还是先进入较直路段？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0057,1,红色越野车相对两侧车辆处于什么位置？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0057,2,讲解者的手主要指向备胎还是车身？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0057,3,镜头先展示车辆左后侧还是正后方？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0058,1,遥控飞行器是从车辆附近起飞的吗？,action_event,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0058,2,飞行器相对树线的高度如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0058,3,飞行器最终朝场地哪一侧飞离？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0059,1,冲浪者在整段中是否保持站立？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0059,2,冲浪者沿浪峰方向进行了几次明显转向？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0059,3,冲浪者消失在浪后发生在最后一次转向之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0060,1,黑色汽车朝人群靠近时距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0060,2,人群是否在车辆靠近时让出行驶空间？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0060,3,车辆到达人群前是否改变车头朝向？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0061,1,骑象者沿道路行进时主要面向哪个方向？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0061,2,大象与随行步行者的前后关系如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0061,3,大象先经过住宅还是先到达停放车辆附近？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0062,1,镜头先扫过海边果岭还是先出现自拍者？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0062,2,孤立树木相对海岸位于哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0062,3,相机转向自拍时果岭在画面中如何移出？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0063,1,敞篷车顶在行驶过程中如何改变状态？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0063,2,车顶开始移动发生在车辆进入弯道之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0063,3,车顶收起后驾驶者是否持续可见？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0064,1,钳子夹持的金属件最终是否被取下？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0064,2,金属件相对墙洞的位置如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0064,3,手拿起小零件发生在松开钳子之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0065,1,步行镜头中行人流主要朝向相机还是远离相机？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0065,2,镜头前进时两侧店铺的相对位置如何变化？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0065,3,绿色招牌先出现还是大型红色招牌先出现？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0066,1,广场人群是否逐渐聚集成一支队伍？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0066,2,华盛顿纪念碑相对人群位于哪个方向？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0066,3,镜头先展示纪念碑还是先转向台阶旁队伍？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0067,1,摩托车在路口选择了哪个行进方向？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0067,2,从骑手视角看转弯目标道路位于哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0067,3,转弯发生在经过红色房屋之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0068,1,店员从柜台后取出的绿色甜点最终放在哪里？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0068,2,甜点出现发生在顾客到达柜台之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0068,3,绿色甜点相对玻璃柜台位于哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0069,1,山谷在道路弯曲过程中位于车辆哪一侧？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0069,2,镜头沿山路移动时近处护栏如何掠过画面？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0069,3,路牌先出现还是大片针叶树先出现？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0070,1,火箭在发射架上是否逐渐抬升到倾斜位置？,deformation_state,0,0,0,1,0,1,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0070,2,火箭尖端相对地面的高度如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0070,3,火箭主体抬起发生在支撑结构可见之前还是之后？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0071,1,按下启动按钮后仪表盘显示如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0071,2,中控屏与仪表盘哪一个先亮起？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0071,3,方向盘相对中控屏位于驾驶者哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0072,1,黄衣男子坐下滑行后是否翻滚？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0072,2,他与后方骑行者的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,rejected,1
audit-0072,3,他开始滑落发生在下蹲之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0073,1,冲浪者在小浪上是否完成多次转向？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0073,2,板头朝向在转弯过程中如何改变？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0073,3,最后一次起跳发生在浪花增强之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,rejected,1
audit-0074,1,蓝色汽车相对拍摄车辆的距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0074,2,进入弯道后蓝车车头朝向哪一侧？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0074,3,蓝车先远离还是先再次靠近拍摄车辆？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0075,1,灰色越野车的备胎位于车身什么位置？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0075,2,镜头绕车移动时车身朝向如何变化？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0075,3,车门数量在侧面镜头中可见为多少？,entity_attribute,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0076,1,男子先展示绳端还是先演示船上固定点？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0076,2,绳索穿过固定装置后形状如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0076,3,固定点相对男子位于哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0077,1,男子踩踏后车尾踏板是否展开？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0077,2,踏板展开发生在他触碰后门之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0077,3,展开后的踏板位于保险杠上方还是下方？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0078,1,冲浪者在浪管内是否短暂被浪壁遮住？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0078,2,冲浪者从浪壁高处向下转向的轨迹如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0078,3,最后一次转向发生在浪管闭合之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0079,1,打结后两根绳端的相对位置如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0079,2,哪根绳端先穿过已形成的绳圈？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0079,3,最终结位于原有大环的上方还是下方？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0080,1,女子收线时鱼竿弯曲程度如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0080,2,她是否始终面向水面操作？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0080,3,片段结束前鱼是否被拉出水面？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0081,1,机器操作后金属条从直线变成什么形状？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0081,2,金属条先插入机器还是先被弯曲？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0081,3,弯曲后的金属条是否仍完整连续？,entity_attribute,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0082,1,车辆沿弯路行驶时驾驶员何时明显转动方向盘？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0082,2,前方道路弯向驾驶者哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0082,3,镜头先展示道路还是先转向驾驶员面部？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0083,1,赛马群中领先位置是否发生变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0083,2,马群通过终点区域前是否逐渐拉开距离？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0083,3,马群接近观众席发生在最后冲刺之前还是之后？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0084,1,小船相对大型驳船向哪一侧移动？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0084,2,驳船位于河岸建筑的前方还是后方？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0084,3,小船先经过绿色驳船还是黑色驳船？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0085,1,摩托车起步后是否沿道路直行？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0085,2,从骑手视角看路缘最初位于哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0085,3,车辆开始加速发生在调整车把之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0086,1,单板滑雪者在下坡中进行了几次明显换刃转向？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,revised,0
audit-0086,2,单板相对坡面的朝向如何交替变化？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,revised,0
audit-0086,3,单板滑雪者的腾空动作发生在最后一次大幅转向之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,revised,0
audit-0087,1,镜头先展示花园石像还是先展示戴口罩男子？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0087,2,两尊石像沿小路如何排列？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0087,3,男子手指主要指向画面的哪个方向？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0088,1,海边住宅相对水面位于高处还是低处？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0088,2,镜头移动时住宅群在画面中向哪侧移动？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0088,3,水面先被树木部分遮挡还是后被完整展示？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0089,1,男子捆扎后木杆之间的相对状态如何变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0089,2,他先绕绳还是先拉紧绳结？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0089,3,捆扎点位于两根木杆交叉处还是末端？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0090,1,孩子们在空地上是否朝远处共同跑动？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0090,2,儿童群与成年男子之间的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0090,3,成年男子出现是在孩子们散开之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0091,1,遥控飞行器相对地面的高度如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0091,2,飞行器靠近相机后是否再次远离？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0091,3,操作者始终位于飞行器后方吗？,static_relation,0,0,0,0,0,0,1,low,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0092,1,风铃在雨中主要向哪个方向摆动？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0092,2,风铃与远岸岛屿的前后关系是什么？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0092,3,雨势变化是否伴随风铃摆幅变化？,deformation_state,0,0,0,1,0,1,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0093,1,无人机从湖面哪一侧进入清晰画面？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0093,2,无人机相对远岸建筑的高度如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0093,3,镜头校色切换发生在无人机出现之前还是之后？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0094,1,摩托车在片段末尾向道路哪一侧偏转？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0094,2,从骑手视角看中央隔离带位于哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
