blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0090,partial,audit-0017-g02,0.72,"生成题 audit-0017-g02 询问：“[True/False] Because the car's hood is fully open, its highest point is above the roofline of the silver car parked next to it.”；参考题询问：“男子的手主要指向发动机舱的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0091,partial,audit-0017-g02,0.72,"生成题 audit-0017-g02 询问：“[True/False] Because the car's hood is fully open, its highest point is above the roofline of the silver car parked next to it.”；参考题询问：“发动机盖在整个片段中保持打开吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0092,partial,audit-0017-g02,0.72,"生成题 audit-0017-g02 询问：“[True/False] Because the car's hood is fully open, its highest point is above the roofline of the silver car parked next to it.”；参考题询问：“汽车引擎盖在整个片段中保持打开吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0093,partial,audit-0017-g02,0.72,"生成题 audit-0017-g02 询问：“[True/False] Because the car's hood is fully open, its highest point is above the roofline of the silver car parked next to it.”；参考题询问：“讲解者反复指向车辆的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0094,absent,audit-0017-g02,0.88,"生成题 audit-0017-g02 询问：“[True/False] Because the car's hood is fully open, its highest point is above the roofline of the silver car parked next to it.”；参考题询问：“相机从车尾移到车头发生在讲解手势之前吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0095,absent,audit-0018-g01,0.88,"生成题 audit-0018-g01 询问：“[True/False] The primary action of the knife is to slice through a complete cross-section of the fish, including the skin and meat together.”；参考题询问：“女子入口食物后面部表情如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0096,absent,audit-0018-g01,0.88,"生成题 audit-0018-g01 询问：“[True/False] The primary action of the knife is to slice through a complete cross-section of the fish, including the skin and meat together.”；参考题询问：“她先再次取食还是先表现出明显反应？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0097,absent,audit-0018-g01,0.88,"生成题 audit-0018-g01 询问：“[True/False] The primary action of the knife is to slice through a complete cross-section of the fish, including the skin and meat together.”；参考题询问：“餐盘中的食物在画面末尾是否减少？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0098,absent,audit-0018-g01,0.88,"生成题 audit-0018-g01 询问：“[True/False] The primary action of the knife is to slice through a complete cross-section of the fish, including the skin and meat together.”；参考题询问：“女子第一次进食发生在展示餐盘之前吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0099,absent,audit-0018-g01,0.88,"生成题 audit-0018-g01 询问：“[True/False] The primary action of the knife is to slice through a complete cross-section of the fish, including the skin and meat together.”；参考题询问：“女子吃下食物后的面部反应如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0100,absent,audit-0018-g01,0.88,"生成题 audit-0018-g01 询问：“[True/False] The primary action of the knife is to slice through a complete cross-section of the fish, including the skin and meat together.”；参考题询问：“餐盘中洋葱位于薯条的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0101,partial,audit-0019-g01,0.72,"生成题 audit-0019-g01 询问：“[Multiple-Select] Around the 8-second mark, a stingray briefly shows its white underside before being occluded by a wave and another stingray. Which statements accurately describe its spatial properties when it becomes clearly visible again? (Select all that apply) [Options] A) It is now located between the person in striped shorts and the person in the patterned dress. B) It has moved significantly closer to the yellow container on the sand. C) Its body is now oriented parallel to the shoreline. D) It is now the stingray furthest from the man in the dark blue shirt.”；参考题询问：“鳐鱼相对岸边的位置如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0102,partial,audit-0019-g01,0.72,"生成题 audit-0019-g01 询问：“[Multiple-Select] Around the 8-second mark, a stingray briefly shows its white underside before being occluded by a wave and another stingray. Which statements accurately describe its spatial properties when it becomes clearly visible again? (Select all that apply) [Options] A) It is now located between the person in striped shorts and the person in the patterned dress. B) It has moved significantly closer to the yellow container on the sand. C) Its body is now oriented parallel to the shoreline. D) It is now the stingray furthest from the man in the dark blue shirt.”；参考题询问：“人靠近鳐鱼时鳐鱼是否改变了移动方向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0103,partial,audit-0019-g01,0.72,"生成题 audit-0019-g01 询问：“[Multiple-Select] Around the 8-second mark, a stingray briefly shows its white underside before being occluded by a wave and another stingray. Which statements accurately describe its spatial properties when it becomes clearly visible again? (Select all that apply) [Options] A) It is now located between the person in striped shorts and the person in the patterned dress. B) It has moved significantly closer to the yellow container on the sand. C) Its body is now oriented parallel to the shoreline. D) It is now the stingray furthest from the man in the dark blue shirt.”；参考题询问：“鳐鱼主要位于人群的哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0104,absent,audit-0019-g02,0.88,生成题 audit-0019-g02 询问：“[Single-Choice] The man in the dark blue shirt gestures with his right arm towards the water. What is the most likely immediate spatial purpose of this gesture? [Options] A) To warn the other people to back away from the water. B) To indicate the specific location where the stingrays are most concentrated for the others to see. C) To signal a boat that is out of the camera's view. D) To point out the yellow container on the sand.”；参考题询问：“海浪涌来时人群先后退还是先伸手？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0105,partial,audit-0020-g01,0.72,"生成题 audit-0020-g01 询问：“[True/False] During the maneuver seen from 0:00 to 0:02, the jet's orientation changes from flying level with the ground to pointing almost vertically upwards.”；参考题询问：“飞机相对地面的高度先升高还是降低？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0106,absent,audit-0020-g01,0.88,"生成题 audit-0020-g01 询问：“[True/False] During the maneuver seen from 0:00 to 0:02, the jet's orientation changes from flying level with the ground to pointing almost vertically upwards.”；参考题询问：“烟柱出现发生在飞机掠过之前还是之后？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0107,absent,audit-0020-g01,0.88,"生成题 audit-0020-g01 询问：“[True/False] During the maneuver seen from 0:00 to 0:02, the jet's orientation changes from flying level with the ground to pointing almost vertically upwards.”；参考题询问：“飞机最终朝画面的哪一侧飞离？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0108,partial,audit-0020-g01,0.72,"生成题 audit-0020-g01 询问：“[True/False] During the maneuver seen from 0:00 to 0:02, the jet's orientation changes from flying level with the ground to pointing almost vertically upwards.”；参考题询问：“飞行器在烟雾出现后向上还是向下移动？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0109,absent,audit-0020-g01,0.88,"生成题 audit-0020-g01 询问：“[True/False] During the maneuver seen from 0:00 to 0:02, the jet's orientation changes from flying level with the ground to pointing almost vertically upwards.”；参考题询问：“飞行器是否完成了明显的滚转？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0110,partial,audit-0020-g01,0.72,"生成题 audit-0020-g01 询问：“[True/False] During the maneuver seen from 0:00 to 0:02, the jet's orientation changes from flying level with the ground to pointing almost vertically upwards.”；参考题询问：“飞行器最终相对地平线处于什么高度？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0111,absent,audit-0021-g01,0.88,"生成题 audit-0021-g01 询问：“[Fill-in-the-Blank] After the camera pans to the left to show the whole overpass, the 'EMERGENCY' entrance seen in the initial shot is located to the ______ of the highway structure from the camera's perspective. [Blank]”；参考题询问：“行驶车辆在出口分岔处选择了哪条车道？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0112,absent,audit-0021-g01,0.88,"生成题 audit-0021-g01 询问：“[Fill-in-the-Blank] After the camera pans to the left to show the whole overpass, the 'EMERGENCY' entrance seen in the initial shot is located to the ______ of the highway structure from the camera's perspective. [Blank]”；参考题询问：“出口匝道相对主路位于驾驶者哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0113,absent,audit-0021-g01,0.88,"生成题 audit-0021-g01 询问：“[Fill-in-the-Blank] After the camera pans to the left to show the whole overpass, the 'EMERGENCY' entrance seen in the initial shot is located to the ______ of the highway structure from the camera's perspective. [Blank]”；参考题询问：“道路标志先出现还是车道开始分离先出现？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0114,absent,audit-0021-g01,0.88,"生成题 audit-0021-g01 询问：“[Fill-in-the-Blank] After the camera pans to the left to show the whole overpass, the 'EMERGENCY' entrance seen in the initial shot is located to the ______ of the highway structure from the camera's perspective. [Blank]”；参考题询问：“车辆经过出口标志后驶入哪条道路分支？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0115,absent,audit-0021-g01,0.88,"生成题 audit-0021-g01 询问：“[Fill-in-the-Blank] After the camera pans to the left to show the whole overpass, the 'EMERGENCY' entrance seen in the initial shot is located to the ______ of the highway structure from the camera's perspective. [Blank]”；参考题询问：“出口匝道位于主车道的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0116,absent,audit-0021-g01,0.88,"生成题 audit-0021-g01 询问：“[Fill-in-the-Blank] After the camera pans to the left to show the whole overpass, the 'EMERGENCY' entrance seen in the initial shot is located to the ______ of the highway structure from the camera's perspective. [Blank]”；参考题询问：“黄色车道结束标志出现于匝道分离之前吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0117,partial,audit-0022-g01,0.72,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“鱼竿弯曲程度在片段中如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0118,absent,audit-0022-g01,0.88,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“男子收线时鱼线指向船的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0119,absent,audit-0022-g01,0.88,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“男子是否一直保持面向水面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0120,partial,audit-0022-g01,0.72,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“鱼挣扎时钓竿弯曲程度如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0121,absent,audit-0022-g01,0.88,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“男子反复转动渔轮的直接目标是什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0122,absent,audit-0022-g01,0.88,生成题 audit-0022-g01 询问：“[True/False] The fishing rod's bend is most pronounced when the man is actively turning the reel handle.”；参考题询问：“鱼是否曾在水面附近出现？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0123,absent,audit-0023-g01,0.88,"生成题 audit-0023-g01 询问：“[Fill-in-the-Blank] After the fish dives and is no longer clearly visible, its approximate location under the water is primarily indicated by the position of the small, colorful ______ on the fishing line.”；参考题询问：“鱼进入抄网发生在收线之前还是之后？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0124,partial,audit-0023-g01,0.72,"生成题 audit-0023-g01 询问：“[Fill-in-the-Blank] After the fish dives and is no longer clearly visible, its approximate location under the water is primarily indicated by the position of the small, colorful ______ on the fishing line.”；参考题询问：“鱼相对码头边缘的位置如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0125,absent,audit-0023-g01,0.88,"生成题 audit-0023-g01 询问：“[Fill-in-the-Blank] After the fish dives and is no longer clearly visible, its approximate location under the water is primarily indicated by the position of the small, colorful ______ on the fishing line.”；参考题询问：“第二个人的抄网最终位于鱼的下方吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0126,absent,audit-0023-g01,0.88,"生成题 audit-0023-g01 询问：“[Fill-in-the-Blank] After the fish dives and is no longer clearly visible, its approximate location under the water is primarily indicated by the position of the small, colorful ______ on the fishing line.”；参考题询问：“鱼先在水下绕圈还是先进入抄网？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0127,absent,audit-0023-g01,0.88,"生成题 audit-0023-g01 询问：“[Fill-in-the-Blank] After the fish dives and is no longer clearly visible, its approximate location under the water is primarily indicated by the position of the small, colorful ______ on the fishing line.”；参考题询问：“抄网从钓鱼者的哪一侧伸向鱼？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0128,absent,audit-0023-g01,0.88,"生成题 audit-0023-g01 询问：“[Fill-in-the-Blank] After the fish dives and is no longer clearly visible, its approximate location under the water is primarily indicated by the position of the small, colorful ______ on the fishing line.”；参考题询问：“鱼进入抄网后是否再次离开？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0129,absent,audit-0024-g01,0.88,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“男子抛动橙色绳索后绳圈落在身体哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0130,absent,audit-0024-g01,0.88,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“他先展示绳端还是先把绳索抛向地面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0131,partial,audit-0024-g01,0.72,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“绳索在操作后是否形成明显线圈？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0132,absent,audit-0024-g01,0.88,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“男子手中的橙色绳索是否逐渐展开？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0133,absent,audit-0024-g01,0.88,"生成题 audit-0024-g01 询问：“[True/False] From the person's egocentric perspective, the wrapping motion of the rope around their left forearm is clockwise.”；参考题询问：“绳索末端最初位于男子哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0134,absent,audit-0025-g01,0.88,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“车辆下坡进入停车区后是否改变行驶方向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0135,absent,audit-0025-g01,0.88,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“从驾驶者视角看出口位于哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0136,partial,audit-0025-g01,0.72,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“车辆先接近低墙还是先转向返回坡道？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0137,partial,audit-0025-g01,0.72,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“车辆驶出坡道后向哪一侧转向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0138,partial,audit-0025-g01,0.72,"生成题 audit-0025-g01 询问：“[Single-Choice] As the car moves up the curved ramp, which background element is the last to be completely hidden behind the solid white wall on the left? [Options] A) The white sedan parked on the far left of the distant lot. B) The dark SUV parked in the middle of the distant lot. C) The trees on the far right of the distant lot. D) The building behind the distant lot.”；参考题询问：“白色围墙在转弯前位于车辆哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0139,partial,audit-0026-g01,0.72,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者朝相机靠近时距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0140,absent,audit-0026-g01,0.88,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者主要面向相机还是背向相机？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0141,partial,audit-0026-g02,0.72,"生成题 audit-0026-g02 询问：“[Single-Choice] Based on the woman's continuous forward swimming trajectory and her final action, what is her immediate spatial goal? [Options] A) To swim to the edge of the pool on the right. B) To reach the hands of the person holding the camera. C) To turn around and swim back to where she started. D) To dive under the person holding the camera.”；参考题询问：“伸手动作发生在游到近处之前还是之后？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0142,absent,audit-0026-g01,0.88,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者从远处接近相机时是否一直面向相机？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0143,partial,audit-0026-g01,0.72,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者与相机之间的距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0144,absent,audit-0026-g01,0.88,生成题 audit-0026-g01 询问：“[Single-Choice] Which statement accurately describes the woman's movement relative to both the camera and the blue structure in the background? [Options] A) She moves away from the blue structure and away from the camera. B) She moves towards the blue structure and towards the camera. C) She moves towards the camera but her distance from the blue structure remains constant. D) She moves towards the camera while moving away from the blue structure.”；参考题询问：“游泳者到达近处前采用了什么泳姿？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0145,absent,audit-0027-g01,0.88,生成题 audit-0027-g01 询问：“[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.”；参考题询问：“镜头先展示墙上镜子还是桌面灯具？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0146,absent,audit-0027-g01,0.88,生成题 audit-0027-g01 询问：“[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.”；参考题询问：“点亮的圆柱灯位于白色花瓶哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0147,absent,audit-0027-g01,0.88,生成题 audit-0027-g01 询问：“[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.”；参考题询问：“手指接近灯口时灯的状态是否改变？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0148,absent,audit-0027-g01,0.88,生成题 audit-0027-g01 询问：“[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.”；参考题询问：“镜头先展示镜子还是先展示发光装饰灯？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0149,absent,audit-0027-g01,0.88,生成题 audit-0027-g01 询问：“[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.”；参考题询问：“圆柱灯相对花瓶和相框位于哪里？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0150,absent,audit-0027-g01,0.88,生成题 audit-0027-g01 询问：“[Multiple-Select] The reflection in the mirror reveals parts of the room that are occluded from the camera's direct view. Which of these are visible *only* within the mirror's reflection? (Select all that apply) [Options] A) The patterned curtains. B) The back of a white chair. C) The top of the white lampshade. D) A framed sign that says 'BLESSED'.”；参考题询问：“手指接触灯顶后灯光状态是否改变？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0151,partial,audit-0028-g01,0.72,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“男子从远处走近后主要朝哪个方向手势示意？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0152,absent,audit-0028-g01,0.88,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“他与相机之间的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0153,absent,audit-0028-g01,0.88,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“他先停止行走还是先举起双手？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0154,absent,audit-0028-g01,0.88,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“男子在走向镜头前手里拿着什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0155,partial,audit-0028-g01,0.72,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“男子停下后主要做了什么动作？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0156,absent,audit-0028-g01,0.88,生成题 audit-0028-g01 询问：“[Single-Choice] The man performs three distinct hand gestures to explain different concepts. What is the primary direction of motion of his hand(s) during the second gesture? [Options] A) Both hands move towards each other horizontally. B) One hand moves horizontally across his body. C) One hand moves forward and away from his body. D) Both hands move upwards.”；参考题询问：“男子的手势是面向相机还是面向海面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0157,absent,audit-0029-g01,0.88,"生成题 audit-0029-g01 询问：“[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.”；参考题询问：“道路相对两侧牧场的位置是否保持居中？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0158,absent,audit-0029-g01,0.88,"生成题 audit-0029-g01 询问：“[Fill-in-the-Blank] As the camera moves forward along the road after 0:30, the group of trees on the left begins to block the view of the ______ in the background.”；参考题询问：“镜头是在经过牛群之前还是之后进入较直的路段？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
