scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0280,directly_in_scope,C2_dynamic_spatial,,high,询问飞行器最终朝场地哪一侧飞离
scope-0281,directly_in_scope,C6_reference_frame,,high,以男子为参考判断绳索末端初始位置
scope-0282,directly_in_scope,C2_dynamic_spatial,,high,询问红车通过路口时选择的行进方向
scope-0283,outside_scope,NONE,,high,只比较座椅与控制键的镜头展示顺序
scope-0284,supporting_operation,C2_dynamic_spatial,,high,询问草地与村庄的静态前后关系
scope-0285,supporting_operation,C2_dynamic_spatial,,medium,询问道路两侧实体的静态空间分布
scope-0286,directly_in_scope,C6_reference_frame,,medium,询问镜头沿车身移动时各窗户进入视野的空间顺序
scope-0287,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头环绕造成的摩托车左右朝向变化
scope-0288,directly_in_scope,C3_action_intent,,high,直接询问反复转动渔轮的目标
scope-0289,directly_in_scope,C1_occlusion_permanence,,high,需要追踪冲浪者在浪管中被遮挡的状态
scope-0290,supporting_operation,C3_action_intent,,medium,询问拿浮漂与展示鱼两个捕鱼阶段的顺序
scope-0291,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,明确以画面为参照判断冲浪者最后转向方向
scope-0292,outside_scope,NONE,,high,只比较果岭展示与自拍者出现的镜头顺序
scope-0293,outside_scope,NONE,,high,只比较山体与房屋的镜头呈现顺序
scope-0294,supporting_operation,C2_dynamic_spatial,,high,询问牛群相对道路的静态侧向位置
scope-0295,directly_in_scope,C5_deformation_state,,high,询问中控屏与仪表盘由未亮到亮的状态顺序
scope-0296,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,询问浪花完全遮挡冲浪者与其转向的时间关系
scope-0297,directly_in_scope,C2_dynamic_spatial,,high,询问小船通过桥下与桥墩的路径顺序
scope-0298,directly_in_scope,C3_action_intent,,high,直接询问两人操作鱼钩的目标
scope-0299,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问小船通过桥下时桥面相对相机的运动
scope-0300,directly_in_scope,C2_dynamic_spatial,,high,询问狗沿栈道远离相机与转向栏杆的运动顺序
scope-0301,supporting_operation,C3_action_intent,C2_dynamic_spatial,medium,询问车辆转弯与驾驶员转动方向盘的行动配合时点
scope-0302,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问触碰操作是否导致灯光状态改变
scope-0303,outside_scope,NONE,,high,只比较绳结演示与船上讲解的展示顺序
scope-0304,directly_in_scope,C2_dynamic_spatial,,medium,需要跨时间判断鞋子相对双臂的位置是否稳定
scope-0305,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问海鸟靠近船时相对相机的距离变化
scope-0306,directly_in_scope,C3_action_intent,,high,直接询问男子操作轮毂的目标
scope-0307,directly_in_scope,C1_occlusion_permanence,,medium,需要跨镜头判断包装盒是否持续完整可见
scope-0308,outside_scope,NONE,,high,只比较空海滩与人物面部的镜头展示顺序
scope-0309,supporting_operation,C3_action_intent,,medium,追踪浪破碎后冲浪者是否维持站立姿态
scope-0310,directly_in_scope,C2_dynamic_spatial,,high,询问海鸟经过船侧时的飞行方向
scope-0311,directly_in_scope,C2_dynamic_spatial,,high,询问车辆下坡进入停车区后的行驶方向变化
scope-0312,directly_in_scope,C5_deformation_state,,high,询问绳索穿过装置后的形状变化
scope-0313,directly_in_scope,C5_deformation_state,,high,询问操作后绳索是否形成线圈结构
scope-0314,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问波浪在画面参考系中的推进方向
scope-0315,supporting_operation,C3_action_intent,,medium,询问下蹲与翻滚两个身体动作的先后关系
scope-0316,directly_in_scope,C5_deformation_state,,high,询问加工导致的木杆表面形状变化
scope-0317,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,采用车内视角判断白车经过时的运动方向
scope-0318,directly_in_scope,C6_reference_frame,,high,询问男子转头后相对相机的朝向变化
scope-0319,outside_scope,NONE,,high,核心是识别滑雪者接近金属杆后的动作而未问空间目标
scope-0320,directly_in_scope,C1_occlusion_permanence,,high,需要追踪冲浪者进入浪管后是否重新清晰出现
scope-0321,supporting_operation,C2_dynamic_spatial,,high,询问吸音板与音箱的静态交替分布
scope-0322,directly_in_scope,C2_dynamic_spatial,,high,询问鱼相对码头边缘的位置变化
scope-0323,outside_scope,NONE,,high,核心是进食后的面部反应而非空间能力
scope-0324,supporting_operation,C1_occlusion_permanence,,medium,询问灌木与房屋的局部遮挡但不要求跨遮挡追踪
scope-0325,directly_in_scope,C2_dynamic_spatial,,high,询问飞行器从地面起飞后的高度变化
scope-0326,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问踏板展开与触碰后门两个操作阶段的顺序
scope-0327,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,在俯视参考系判断道路相对溪流的弯曲方向
scope-0328,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问前进时迎面行人与相机的距离变化
scope-0329,outside_scope,NONE,,high,只识别男子移动时持续手持的物体
scope-0330,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问拆包装与取电池两个操作阶段的顺序
scope-0331,directly_in_scope,C5_deformation_state,,high,直接询问车门由关闭到打开的状态转变
scope-0332,directly_in_scope,C3_action_intent,,high,直接询问拉动绳索这一行动的目标
scope-0333,supporting_operation,C2_dynamic_spatial,,high,询问越野车相对两侧车辆的静态位置
scope-0334,supporting_operation,C2_dynamic_spatial,,medium,询问行驶路径中两类道路标线的出现顺序
scope-0335,outside_scope,NONE,,high,核心是识别人物手持物体
scope-0336,directly_in_scope,C2_dynamic_spatial,,high,询问白车最终驶离的方向
scope-0337,directly_in_scope,C2_dynamic_spatial,,medium,询问男子沿走廊经过两个空间地标的顺序
scope-0338,directly_in_scope,C5_deformation_state,,high,比较加工与未加工木杆的形状状态
scope-0339,directly_in_scope,C2_dynamic_spatial,,high,询问摆动吊饰的运动方向是否改变
scope-0340,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问相机转向自拍时果岭从画面移出的方向
scope-0341,directly_in_scope,C2_dynamic_spatial,,high,询问车辆相对帐篷的运动关系
scope-0342,directly_in_scope,C1_occlusion_permanence,,high,需要追踪住宅被前景树木短暂遮挡的状态
scope-0343,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问金属条由插入机器到被弯曲的加工顺序
scope-0344,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问受访者抬手指向的空间方向
scope-0345,supporting_operation,C2_dynamic_spatial,,high,询问驳船与对岸建筑的静态前后关系
scope-0346,directly_in_scope,C3_action_intent,C2_dynamic_spatial,medium,询问男子转身所选择的出口方向
scope-0347,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问讲解手势指向的驾驶控制区域
scope-0348,supporting_operation,C1_occlusion_permanence,,low,询问降雨造成的远岸可见性降低但不涉及实体持续追踪
scope-0349,supporting_operation,C3_action_intent,,medium,询问走近车辆与开门两个行动阶段的顺序
scope-0350,directly_in_scope,C3_action_intent,,high,直接询问反复转动渔轮的目标
scope-0351,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头沿商店街移动时经过两个地点的顺序
scope-0352,directly_in_scope,C2_dynamic_spatial,,high,询问直升机相对地面的高度变化
scope-0353,supporting_operation,C5_deformation_state,,medium,询问备胎在越野车结构中的安装位置
scope-0354,supporting_operation,C3_action_intent,,medium,询问击球与他人走近洞口的行动顺序
scope-0355,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问游泳者靠近相机时距离的变化
scope-0356,directly_in_scope,C2_dynamic_spatial,,medium,需要跨行驶过程判断道路相对牧场是否保持居中
scope-0357,directly_in_scope,C5_deformation_state,,high,询问敞篷车顶在行驶中的开合状态变化
scope-0358,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以骑手和围栏为参考判断马的侧向位置
scope-0359,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问火箭在发射架上由低位逐渐抬升倾斜的状态变化
scope-0360,directly_in_scope,C6_reference_frame,,high,询问车列与围场在画面参考系中的分侧位置
scope-0361,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问皮划艇人员移动鱼的空间目标位置
scope-0362,supporting_operation,C2_dynamic_spatial,,high,询问餐盘内两类食物的静态侧向关系
scope-0363,directly_in_scope,C2_dynamic_spatial,,high,询问男子沿走廊行进时朝向是否变化
scope-0364,directly_in_scope,C3_action_intent,,high,直接询问操作者按键的目标
scope-0365,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,明确从驾驶者视角判断道路弯曲方向
scope-0366,supporting_operation,C2_dynamic_spatial,,high,询问出口匝道与主车道的静态侧向关系
scope-0367,directly_in_scope,C2_dynamic_spatial,,high,询问汽车沿路径接近装卸区与横向驶过的顺序
scope-0368,directly_in_scope,C2_dynamic_spatial,,high,询问火箭尖端相对地面的高度变化
scope-0369,supporting_operation,C2_dynamic_spatial,,high,询问吊饰与远处岛屿的静态侧向关系
scope-0370,directly_in_scope,C2_dynamic_spatial,,high,询问车辆驶出坡道后的转向方向
scope-0371,directly_in_scope,C2_dynamic_spatial,,high,询问小船相对防波堤的运动关系
scope-0372,supporting_operation,C3_action_intent,,medium,询问停止行走与举手两个动作的顺序
scope-0373,directly_in_scope,C3_action_intent,C6_reference_frame,high,直接询问守门员扑救行动的空间目标侧
scope-0374,directly_in_scope,C5_deformation_state,,high,询问两个显示区域启动点亮的状态顺序
scope-0375,directly_in_scope,C5_deformation_state,,high,询问鱼竿弯曲程度在片段中的变化
scope-0376,directly_in_scope,C2_dynamic_spatial,,medium,询问鱼是否到达水面附近这一空间状态
scope-0377,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,明确以画面为参照判断岸线相对相机的运动
scope-0378,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问启动按钮操作后的仪表显示状态变化
scope-0379,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以观察者为参考判断窗外白车的运动方向
scope-0380,supporting_operation,C3_action_intent,,medium,询问男子依次指向两个车尾区域的动作顺序
scope-0381,directly_in_scope,C2_dynamic_spatial,,high,询问蓝车相对车道边线的运动
scope-0382,supporting_operation,C2_dynamic_spatial,,high,询问纪念碑与人群的静态方向关系
scope-0383,directly_in_scope,C2_dynamic_spatial,C5_deformation_state,high,询问冲浪板与人分离后朝向的变化
scope-0384,supporting_operation,C2_dynamic_spatial,,high,询问薰衣草行列相对远山的静态延伸方向
scope-0385,directly_in_scope,C2_dynamic_spatial,,high,询问水鸟群相对岸边的运动
scope-0386,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头平移时输电塔进入画面中央的时点
scope-0387,directly_in_scope,C1_occlusion_permanence,,high,需要追踪迎面行人经过相机后是否离开视野
scope-0388,supporting_operation,C2_dynamic_spatial,,high,询问阳光反射与浪峰的静态前后关系
scope-0389,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,询问冲浪者消失在浪后与转向的时间关系
scope-0390,directly_in_scope,C2_dynamic_spatial,,high,询问赛马群中领先前后关系是否变化
scope-0391,directly_in_scope,C2_dynamic_spatial,C3_action_intent,medium,询问滑雪者腾空与大幅转向两个空间动作的关系
scope-0392,supporting_operation,C2_dynamic_spatial,,high,询问盒面图案与产品名称的静态相对位置
scope-0393,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问打结后最终结与原有大环的结构关系
scope-0394,outside_scope,NONE,,high,核心是识别画面固定区域持续可见的物体
scope-0395,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车经过斑马线后是否改变车道
scope-0396,directly_in_scope,C3_action_intent,,high,直接询问讲解手势要展示的车尾部件
scope-0397,supporting_operation,C2_dynamic_spatial,,high,询问三脚架与沙发的静态前后关系
scope-0398,supporting_operation,C3_action_intent,,medium,询问伸手与游近两个游泳行动阶段的顺序
scope-0399,directly_in_scope,C2_dynamic_spatial,,high,询问车辆到达人群前车头朝向是否变化
scope-0400,directly_in_scope,C2_dynamic_spatial,,medium,询问车辆转弯与经过空间地标的路径顺序
scope-0401,directly_in_scope,C2_dynamic_spatial,,high,询问骑手沿赛道驶离的运动方向
scope-0402,directly_in_scope,C6_reference_frame,,high,明确以驾驶者为参考判断出口匝道方位
scope-0403,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪者与岩石之间距离的变化
scope-0404,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,需要追踪直升机从灌木遮挡后出现与升空的关系
scope-0405,directly_in_scope,C2_dynamic_spatial,,high,需要跨片段追踪冲浪者的多次转向
scope-0406,directly_in_scope,C5_deformation_state,C3_action_intent,medium,询问开箱状态变化后配件被依次取出的操作过程
scope-0407,supporting_operation,C2_dynamic_spatial,,high,询问商店相对通道的静态侧向位置
scope-0408,directly_in_scope,C5_deformation_state,,high,询问车身部件的拆卸或未完成结构状态
scope-0409,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问鱼由水中转移到手中的空间过程
scope-0410,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪者与岩石之间距离的变化
scope-0411,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问捆扎操作导致木杆结构关系的变化
scope-0412,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问转动方向盘操作与车辆方向变化的作用关系
scope-0413,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问移动盖板是否改变船内空间状态
scope-0414,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪板在摔倒后的朝向终态
scope-0415,supporting_operation,C3_action_intent,,medium,询问握鱼与把鱼交给他人的动作顺序
scope-0416,supporting_operation,C2_dynamic_spatial,,high,询问高尔夫球相对洞口的静态终点
scope-0417,supporting_operation,C3_action_intent,C6_reference_frame,medium,识别男子面向同伴或汽车的行动朝向
scope-0418,directly_in_scope,C2_dynamic_spatial,,high,询问鱼进入抄网后是否再次改变内外关系
scope-0419,outside_scope,NONE,,high,只比较抬头与戴手套两个一般动作的顺序
scope-0420,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问夹取操作后墙内零件是否被取出
scope-0421,directly_in_scope,C2_dynamic_spatial,,high,询问车辆沿路径接近低墙与转向返回的顺序
scope-0422,directly_in_scope,C1_occlusion_permanence,,high,需要追踪狗跑远时是否短暂失去清晰可见性
scope-0423,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问滑雪者越过栏杆并落回雪面的完整运动过程
scope-0424,directly_in_scope,C5_deformation_state,,high,询问橙色绳索是否由收拢状态逐渐展开
scope-0425,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问调整车架与转动后轮的操作顺序
scope-0426,outside_scope,NONE,,high,核心是镜头校色切换与无人机出现的编辑顺序
scope-0427,supporting_operation,C3_action_intent,C5_deformation_state,medium,询问工具接触与放下肉块的操作顺序
scope-0428,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问摔倒与越过栏杆两个空间动作的关系
scope-0429,outside_scope,NONE,,high,只比较控制盒与发动机舱的镜头展示顺序
scope-0430,directly_in_scope,C1_occlusion_permanence,C5_deformation_state,high,追踪车顶收起后驾驶者是否持续可见
scope-0431,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,采用第一视角判断载具在水面上的持续前进
scope-0432,supporting_operation,C5_deformation_state,,medium,识别天花板结构中缺失的部分
scope-0433,directly_in_scope,C3_action_intent,,high,直接询问讲解手势要展示的船内区域
scope-0434,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问人物携带鞋起身后的空间去向
scope-0435,directly_in_scope,C2_dynamic_spatial,,high,询问飞行器是否完成滚转姿态变化
scope-0436,supporting_operation,C3_action_intent,C6_reference_frame,medium,追踪女子操作时相对水面的主体朝向
scope-0437,directly_in_scope,C2_dynamic_spatial,,high,询问海鸟由海面上方飞到船旁的轨迹
scope-0438,directly_in_scope,C5_deformation_state,,high,询问钩针操作导致的橡皮筋结构变化
scope-0439,supporting_operation,C2_dynamic_spatial,,high,询问领先车辆相对赛道的静态侧向位置
scope-0440,directly_in_scope,C6_reference_frame,,high,明确从后座观察者视角判断驾驶员方位
scope-0441,supporting_operation,C2_dynamic_spatial,,high,询问鱼相对皮划艇船头的静态侧向位置
scope-0442,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问手指接近灯口时是否触发灯状态改变
scope-0443,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问车辆最终是否朝向相机
scope-0444,directly_in_scope,C2_dynamic_spatial,,medium,询问飞行中的无人机与高楼的上下关系
scope-0445,outside_scope,NONE,,high,只比较车身外壳与开孔细节的镜头展示顺序
scope-0446,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问车顶开始改变状态与车辆入弯的关系
scope-0447,supporting_operation,C2_dynamic_spatial,,high,询问天花板缺口与吊灯的静态侧向关系
scope-0448,supporting_operation,C2_dynamic_spatial,,high,询问两名坐着人物的静态侧向关系
scope-0449,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车末段向道路哪侧偏转
scope-0450,supporting_operation,C2_dynamic_spatial,,high,询问包装盒与桌子的静态侧向关系
scope-0451,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头前进时两侧店铺在观察者参考系中的变化
scope-0452,supporting_operation,C2_dynamic_spatial,,high,询问陈列架相对通道的静态侧向位置
scope-0453,directly_in_scope,C3_action_intent,,high,直接询问镜头移动是跟随球还是展示球洞
scope-0454,outside_scope,NONE,,high,只比较车身外壳与尾部孔洞的镜头展示顺序
scope-0455,directly_in_scope,C2_dynamic_spatial,,high,询问人物与历史照片墙之间距离的变化
scope-0456,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问饰边在座椅结构中的静态分布位置
scope-0457,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,medium,询问镜头是否沿箭体由下方向尖端移动
scope-0458,outside_scope,NONE,,high,只比较纪念碑与台阶队伍的镜头展示顺序
scope-0459,directly_in_scope,C3_action_intent,,high,直接询问工具接触旋转木杆的加工目标
scope-0460,directly_in_scope,C2_dynamic_spatial,,high,需要跨运动过程判断水翼板与水面的高度关系
scope-0461,directly_in_scope,C5_deformation_state,,high,需要跨片段追踪引擎盖的开合状态
scope-0462,supporting_operation,C2_dynamic_spatial,,medium,询问烟柱出现与飞机掠过两个动态事件的顺序
scope-0463,supporting_operation,C2_dynamic_spatial,,high,询问孤立树木与海岸的静态侧向关系
scope-0464,supporting_operation,C2_dynamic_spatial,,high,询问马匹与停放车辆的静态侧向关系
scope-0465,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问浪峰移动过程中是否逐渐破碎变形
scope-0466,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问黑衣男子出现后是否朝相机移动
scope-0467,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,比较汽车最接近相机与转弯的动态时点
scope-0468,directly_in_scope,C1_occlusion_permanence,,high,需要追踪狗是否短暂进入灌木遮挡区
scope-0469,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头沿移动路径经过车辆与看到马匹的顺序
scope-0470,supporting_operation,C2_dynamic_spatial,,medium,询问小船相对红色灯塔的位置分布
scope-0471,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问店员移动甜点的最终放置位置
scope-0472,directly_in_scope,C2_dynamic_spatial,,high,询问两辆摩托车起步后的领先关系
scope-0473,directly_in_scope,C6_reference_frame,,medium,询问风铃与远岸岛屿在视点深度中的前后关系
scope-0474,directly_in_scope,C2_dynamic_spatial,,high,询问两只狗运动中的前后关系变化
scope-0475,directly_in_scope,C2_dynamic_spatial,,high,询问滑雪者最终沿雪坡滑走的方向
scope-0476,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,相对相机追踪红车驶远后是否再次靠近
scope-0477,outside_scope,NONE,,high,只比较吸音板与三脚架的镜头展示顺序
scope-0478,directly_in_scope,C2_dynamic_spatial,,high,需要跨片段判断飞行器是否始终高于草地
scope-0479,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问人物是否从画面一侧移动到另一侧
scope-0480,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪蓝车在弯道中是否持续朝向相机
scope-0481,directly_in_scope,C3_action_intent,,high,直接询问讲解者转向车尾的目标
scope-0482,directly_in_scope,C2_dynamic_spatial,,high,询问遥控直升机升空与降落的运动顺序
scope-0483,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以车辆为参考追踪弯道中山谷所在侧
scope-0484,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问鱼由水面附近移动到船边的过程
scope-0485,directly_in_scope,C2_dynamic_spatial,,high,询问船与桥墩之间距离的变化
scope-0486,supporting_operation,C2_dynamic_spatial,,high,询问方向盘与座椅的静态相对位置
scope-0487,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,明确从驾驶者视角判断道路弯曲方向
scope-0488,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问鱼在水下绕圈与进入抄网的运动顺序
scope-0489,supporting_operation,C3_action_intent,,medium,询问传中后哪队球员先触球的比赛行动顺序
scope-0490,supporting_operation,C2_dynamic_spatial,,high,询问后门与侧窗的静态侧向关系
scope-0491,supporting_operation,C2_dynamic_spatial,,high,询问灯相对花瓶和相框的静态位置
scope-0492,outside_scope,NONE,,high,只比较座椅与中央台面的镜头展示顺序
scope-0493,directly_in_scope,C2_dynamic_spatial,,high,询问人与岸线之间距离的变化
scope-0494,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车与前车之间距离的变化
scope-0495,directly_in_scope,C6_reference_frame,,high,询问方向盘在驾驶室画面参考系中的位置
scope-0496,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问枪口指向的空间目标方向
scope-0497,directly_in_scope,C3_action_intent,,high,直接询问操作者转身是否为持续跟踪飞行器
scope-0498,supporting_operation,C3_action_intent,,medium,询问转身指示与穿过人群两个行动阶段的顺序
scope-0499,directly_in_scope,C1_occlusion_permanence,,high,需要追踪前景树木是否短暂遮挡山谷
scope-0500,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问人物与相机之间距离的变化
scope-0501,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,比较两只狗相对相机接近的动态顺序
scope-0502,directly_in_scope,C2_dynamic_spatial,,high,询问狗与栏杆之间距离的变化
scope-0503,directly_in_scope,C6_reference_frame,,high,明确采用骑手视角判断转向车道方位
scope-0504,directly_in_scope,C6_reference_frame,,high,以男子为参考判断所指岩石的方向
scope-0505,directly_in_scope,C1_occlusion_permanence,,high,需要追踪前景立柱何时遮挡远处山景
scope-0506,directly_in_scope,C3_action_intent,,high,询问手指反复指向的包装盒目标区域
scope-0507,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问相机绕车运动时车身在视点中的朝向变化
scope-0508,outside_scope,NONE,,medium,只比较镜头由车尾移到车头与讲解手势的展示顺序
scope-0509,supporting_operation,C2_dynamic_spatial,,high,询问住宅与水面的静态侧向关系
scope-0510,directly_in_scope,C1_occlusion_permanence,,high,需要判断白车是否被前景仪表台遮挡
scope-0511,directly_in_scope,C2_dynamic_spatial,,high,询问赛马群中领先前后关系是否变化
scope-0512,directly_in_scope,C2_dynamic_spatial,,medium,需要跨讲解过程判断盒子位置是否改变
scope-0513,directly_in_scope,C1_occlusion_permanence,C5_deformation_state,high,询问车门打开后原先隐藏的车内空间是否变得可见
scope-0514,outside_scope,NONE,,high,只比较港口小船与起重桥的镜头展示顺序
scope-0515,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问工具处理是否使肉块发生分离状态变化
scope-0516,supporting_operation,C2_dynamic_spatial,,medium,询问摩托车经过观众席与烟雾产生的动态事件顺序
scope-0517,directly_in_scope,C2_dynamic_spatial,,high,询问单板相对坡面的朝向交替变化
scope-0518,supporting_operation,C2_dynamic_spatial,,high,询问旗杆与沙坑的静态侧向关系
scope-0519,directly_in_scope,C2_dynamic_spatial,,medium,询问成年男子出现与儿童群散开的群体空间变化关系
scope-0520,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头平移时山谷从画面哪侧出现
scope-0521,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问男子指向目标相对人群的方位
scope-0522,directly_in_scope,C2_dynamic_spatial,,high,询问孩子群体共同跑动的方向
scope-0523,supporting_operation,C2_dynamic_spatial,,high,询问球相对洞杯的静态终点距离
scope-0524,directly_in_scope,C2_dynamic_spatial,,high,询问蓝车入弯后的车头朝向
scope-0525,directly_in_scope,C2_dynamic_spatial,,medium,询问孩子群体由聚集到散开的空间状态顺序
scope-0526,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问无人机从湖面哪侧进入清晰画面
scope-0527,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以船边为参考判断被举起鱼的位置
scope-0528,directly_in_scope,C2_dynamic_spatial,,high,询问冲线前马群之间距离是否逐渐拉开
scope-0529,directly_in_scope,C5_deformation_state,,high,询问鱼竿弯曲程度的变化
scope-0530,supporting_operation,C2_dynamic_spatial,,high,询问甜点与玻璃柜台的静态侧向关系
scope-0531,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头沿山路移动时护栏在画面中的运动
scope-0532,directly_in_scope,C2_dynamic_spatial,,high,询问骑手相对岸边的运动方向
scope-0533,outside_scope,NONE,,high,只比较石像与人物的镜头展示顺序
scope-0534,directly_in_scope,C2_dynamic_spatial,,medium,询问虾在水草上的朝向是否变化
scope-0535,directly_in_scope,C3_action_intent,,high,直接询问冲浪者抬前脚是否为了保持平衡
scope-0536,outside_scope,NONE,,high,核心是对侧面可见车门进行数量统计
scope-0537,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪板相对浪峰的位置变化
scope-0538,directly_in_scope,C6_reference_frame,,high,明确从后座视角判断驾驶员方位
scope-0539,directly_in_scope,C5_deformation_state,,high,询问鱼竿弯曲程度随时间变化
scope-0540,supporting_operation,C2_dynamic_spatial,,high,询问红虾相对水草的静态位置
scope-0541,directly_in_scope,C1_occlusion_permanence,,high,需要判断前景车顶是否遮挡马匹
scope-0542,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问浪峰向岸推进时的形状变化
scope-0543,directly_in_scope,C3_action_intent,C5_deformation_state,high,询问男子系绳固定的目标物体
scope-0544,directly_in_scope,C2_dynamic_spatial,,high,询问车辆沿路径通过急弯与进入直路的顺序
scope-0545,directly_in_scope,C1_occlusion_permanence,,high,需要追踪女子穿门前后是否被石墙短暂遮挡
scope-0546,supporting_operation,C3_action_intent,C5_deformation_state,medium,询问鱼竿弯曲与鱼到岸两个捕鱼阶段的关系
scope-0547,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,相对相机追踪狗先远离后返回的运动
scope-0548,directly_in_scope,C5_deformation_state,,high,询问工具处理后金属条是否弯曲变形
scope-0549,supporting_operation,C3_action_intent,C6_reference_frame,medium,识别交谈人物面向彼此或车辆的行动朝向
scope-0550,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪者相对浪峰的位置变化
scope-0551,supporting_operation,C2_dynamic_spatial,,high,询问座垫与中央台面的静态侧向关系
scope-0552,directly_in_scope,C2_dynamic_spatial,,high,询问飞机相对地面的高度变化顺序
scope-0553,supporting_operation,C3_action_intent,,medium,询问整理鞋带与站起两个行动阶段的顺序
scope-0554,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问蓝车相对拍摄车辆的距离变化
scope-0555,outside_scope,NONE,,high,只比较进食与展示餐盘的一般事件顺序
scope-0556,directly_in_scope,C5_deformation_state,,medium,需要跨片段判断橙色束带是否保持固定状态
scope-0557,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问男子指向石像时的主体朝向与目标
scope-0558,supporting_operation,C3_action_intent,,medium,识别人物是否持续操作手中物品但未直接询问目标
