scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0134,directly_in_scope,C2_dynamic_spatial,,high,对“飞行器在烟雾出现后向上还是向下移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0135,directly_in_scope,C5_deformation_state,,high,对“房车侧面的伸出结构是否处于展开状态？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0136,supporting_operation,C2_dynamic_spatial,,medium,对“他开始滑落发生在下蹲之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0137,supporting_operation,C2_dynamic_spatial,,medium,对“大象先经过住宅还是先到达停放车辆附近？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0138,outside_scope,NONE,,high,对“女子入口食物后面部表情如何变化？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0139,directly_in_scope,C2_dynamic_spatial,,high,对“无人机最终是否回到近地面位置？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0140,directly_in_scope,C2_dynamic_spatial,,high,对“太阳反光与浪峰的相对位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0141,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“板头朝向在转弯过程中如何改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0142,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,对“人群是否在车辆靠近时让出行驶空间？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0143,directly_in_scope,C1_occlusion_permanence,,high,对“镜头转向湖面后，水鸟是否始终留在水面上？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0144,supporting_operation,C6_reference_frame,,medium,对“观察者沿商场通道主要向前还是向后移动？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0145,supporting_operation,C2_dynamic_spatial,,medium,对“鱼竿弯曲后鱼何时出现在岸边？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0146,supporting_operation,C6_reference_frame,,medium,对“摩托车在路口选择了哪个行进方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0147,directly_in_scope,C2_dynamic_spatial,,high,对“浮标相对皮划艇的位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0148,outside_scope,NONE,,high,对“镜头依次聚焦了几位坐着的人？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0149,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,对“店员把蛋糕移向展示柜前方了吗？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0150,directly_in_scope,C2_dynamic_spatial,,high,对“车辆与大型透明帐篷的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0151,directly_in_scope,C2_dynamic_spatial,,high,对“前方红车与骑手的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0152,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,对“人群在车辆靠近前是否向两侧让开？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0153,directly_in_scope,C2_dynamic_spatial,,high,对“游泳者与相机之间的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0154,outside_scope,NONE,,high,对“最近的海鸟相对船体位于哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0155,directly_in_scope,C2_dynamic_spatial,,high,对“蓝车先远离还是先再次靠近拍摄车辆？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0156,supporting_operation,C2_dynamic_spatial,,medium,对“黄衣男子坐下滑行后是否翻滚？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0157,supporting_operation,C2_dynamic_spatial,,medium,对“他在翻滚结束后是否恢复站立？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0158,directly_in_scope,C2_dynamic_spatial,,high,对“三只狗在沙地上的前后位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0159,directly_in_scope,C2_dynamic_spatial,,high,对“马群相对内侧栏杆如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0160,outside_scope,NONE,,high,对“红色越野车的备胎安装在哪里？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0161,directly_in_scope,C1_occlusion_permanence,,high,对“冲浪者是否进入浪管后再出来？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0162,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“以画面为参照，球向球门右侧飞行时守门员是否也向画面右侧扑出？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0163,supporting_operation,C1_occlusion_permanence,,medium,对“副驾驶是否在驾驶员转向后才进入画面？”，表层只判断进入/离开视野、遮挡时点或持续可见性；在该具体语境中它是 C1 的明确追踪操作，但未直接询问隐藏后的持续存在。
scope-0164,directly_in_scope,C2_dynamic_spatial,,high,对“无人机相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0165,supporting_operation,C2_dynamic_spatial,,medium,对“经过斑马线发生在明显转向之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0166,directly_in_scope,C2_dynamic_spatial,,high,对“摩托车起步后是否沿道路直行？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0167,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“相机绕车尾移动时蓝车从哪侧出现？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0168,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“镜头平移是否改变了山峰与花田的上下关系？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0169,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,对“打结后两根绳端的相对位置如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0170,supporting_operation,C3_action_intent,,medium,对“操作者先插入金属条还是先拉动手柄？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0171,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“镜头移动时输电塔在画面中向哪侧移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0172,outside_scope,NONE,,high,对“车身尾部缺失了哪些部件？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0173,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“飞机起飞后地面停机坪在画面中如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0174,directly_in_scope,C5_deformation_state,,high,对“鱼挣扎时钓竿弯曲程度如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0175,directly_in_scope,C3_action_intent,,high,对“防守球员回撤的直接目标是封堵哪一区域？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0176,supporting_operation,C6_reference_frame,,medium,对“冲浪者从浪管出来后向哪个方向滑行？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0177,directly_in_scope,C1_occlusion_permanence,,high,对“冲浪者进入浪管后是否一度被浪花遮住？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0178,supporting_operation,C3_action_intent,,medium,对“手拿起小零件发生在松开钳子之前还是之后？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0179,directly_in_scope,C5_deformation_state,,high,对“鸟从悬挂状态变为桌面状态的顺序是什么？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0180,directly_in_scope,C5_deformation_state,,high,对“鱼竿先保持平直还是先出现弯曲？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0181,directly_in_scope,C3_action_intent,,high,对“两人靠近汽车的直接目标是查看外观还是内饰？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0182,supporting_operation,C3_action_intent,,medium,对“球员走近洞杯发生在击球之后吗？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0183,directly_in_scope,C2_dynamic_spatial,,high,对“白色汽车绕停车场时与相机距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0184,supporting_operation,C2_dynamic_spatial,,medium,对“车辆最接近相机发生在完成转弯之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0185,outside_scope,NONE,,high,对“镜头依次展示了几名坐着的老人？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0186,outside_scope,NONE,,high,对“橙色自行车是否装有后货架？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0187,directly_in_scope,C5_deformation_state,,high,对“冲浪者在整段中是否保持站立？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0188,directly_in_scope,C3_action_intent,C6_reference_frame,high,对“操作的直接目标位于栏杆上方还是下方？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需处理相机、行动者或对象参照。
scope-0189,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“红色轿车靠近相机后从哪一侧经过？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0190,directly_in_scope,C3_action_intent,,high,对“骑手通过调整身体姿势达到什么即时目标？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0191,directly_in_scope,C5_deformation_state,,high,对“遮阳篷在片段中保持展开吗？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0192,directly_in_scope,C6_reference_frame,,high,对“从骑手视角看路缘最初位于哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0193,directly_in_scope,C2_dynamic_spatial,,high,对“球从边路向球门区的轨迹如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0194,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“黑车接近人群时是否改变朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0195,outside_scope,NONE,,high,对“男子停下后主要做了什么动作？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0196,directly_in_scope,C5_deformation_state,,high,对“绳索结构在拉紧后如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0197,directly_in_scope,C2_dynamic_spatial,,high,对“冲浪者沿浪壁的运动方向如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0198,directly_in_scope,C6_reference_frame,,high,对“俯视视角下汽车沿弯道朝哪个方向行驶？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0199,outside_scope,NONE,,high,对“球洞位于沙坑的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0200,directly_in_scope,C3_action_intent,,high,对“操作者拉动钳子的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0201,supporting_operation,C3_action_intent,,medium,对“骑手在起步前是否先转动车把？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0202,outside_scope,NONE,,high,对“石像分布在步道哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0203,directly_in_scope,C2_dynamic_spatial,,high,对“飞行物相对树梢高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0204,supporting_operation,C2_dynamic_spatial,,medium,对“火箭主体抬起发生在支撑结构可见之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0205,directly_in_scope,C5_deformation_state,C3_action_intent,high,对“男子踩踏后车尾踏板是否展开？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需绑定动作与空间目标或结果。
scope-0206,directly_in_scope,C5_deformation_state,,high,对“滑雪者越过杆后是否保持站立？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0207,supporting_operation,C2_dynamic_spatial,,medium,对“片段结束前鱼是否被拉出水面？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0208,outside_scope,NONE,,high,对“镜头先展示车辆左后侧还是正后方？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0209,directly_in_scope,C2_dynamic_spatial,,high,对“儿童群与成年男子之间的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0210,supporting_operation,C6_reference_frame,,medium,对“孩子们主要面向相机还是远离相机？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0211,outside_scope,NONE,,high,对“输电塔相对城市建筑位于前景还是远景？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0212,supporting_operation,C6_reference_frame,,medium,对“男子出现时海面位于其哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0213,directly_in_scope,C2_dynamic_spatial,,high,对“大象与随行人员的前后关系如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0214,supporting_operation,C6_reference_frame,,medium,对“男子收线时鱼线指向船的哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0215,supporting_operation,C5_deformation_state,,medium,对“绳索在操作后形成了几个环？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。
scope-0216,supporting_operation,C2_dynamic_spatial,,medium,对“黑狗与白狗是否朝同一方向奔跑？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0217,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“主要红车先从侧面经过还是先正面靠近相机？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0218,supporting_operation,C6_reference_frame,,medium,对“男子手指主要指向画面的哪个方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0219,supporting_operation,C6_reference_frame,,medium,对“飞机最终朝画面的哪一侧飞离？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0220,supporting_operation,C2_dynamic_spatial,,medium,对“镜头沿商店街移动时先经过果蔬店还是服装店？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0221,outside_scope,NONE,,high,对“湖面上有几只水鸟同时可见？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0222,outside_scope,NONE,,high,对“镜头从农田转向道路发生在看到马之前还是之后？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0223,supporting_operation,C6_reference_frame,,medium,对“末段地面人物面向飞行物吗？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0224,directly_in_scope,C2_dynamic_spatial,,high,对“无人机相对湖面高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0225,directly_in_scope,C2_dynamic_spatial,,high,对“她进入门洞前后与相机的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0226,directly_in_scope,C3_action_intent,,high,对“男子取下悬挂物后将其带向室内还是室外？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0227,supporting_operation,C3_action_intent,,medium,对“人先展示鱼还是先处理鱼钩？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0228,supporting_operation,C2_dynamic_spatial,,medium,对“道路标志先出现还是车道开始分离先出现？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0229,directly_in_scope,C3_action_intent,,high,对“男子用工具处理肉块的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0230,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“镜头平移时海岸线相对画面如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0231,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,对“广场人群是否逐渐聚集成一支队伍？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0232,directly_in_scope,C6_reference_frame,,high,对“从骑手视角看转弯目标道路位于哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0233,outside_scope,NONE,,high,对“飞行器升空前地面车辆是否移动？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0234,supporting_operation,C6_reference_frame,,medium,对“男子的手势是面向相机还是面向海面？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0235,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“相机绕车移动时前轮相对画面如何变化？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0236,supporting_operation,C3_action_intent,,medium,对“白队射门前是否先突破了多名蓝队防守者？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0237,directly_in_scope,C2_dynamic_spatial,,high,对“黑色汽车朝人群靠近时距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0238,directly_in_scope,C6_reference_frame,,high,对“从骑手视角看中央隔离带位于哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0239,outside_scope,NONE,,high,对“深色吸音板分布在浅色板的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0240,supporting_operation,C6_reference_frame,,medium,对“守门员向哪一侧扑救？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0241,outside_scope,NONE,,high,对“两尊石像沿小路如何排列？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0242,directly_in_scope,C6_reference_frame,,high,对“对向白车位于骑手哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0243,directly_in_scope,C2_dynamic_spatial,,high,对“较大的鱼群在水草前方如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0244,supporting_operation,C6_reference_frame,,medium,对“驾驶员在弯道前面向道路前方吗？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0245,directly_in_scope,C6_reference_frame,,high,对“白色车辆最初位于骑手哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0246,outside_scope,NONE,,high,对“车辆后部是否装有外置备胎？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0247,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,对“冲浪者靠近岩石后是否与冲浪板分离？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0248,supporting_operation,C6_reference_frame,,medium,对“拍摄车辆经过帐篷区时白色皮卡位于镜头哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0249,directly_in_scope,C5_deformation_state,,high,对“女子收线时鱼竿弯曲程度如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0250,outside_scope,NONE,,high,对“镜头先展示红色灯塔还是升降桥？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0251,directly_in_scope,C2_dynamic_spatial,,high,对“冲浪者从浪壁高处向下转向的轨迹如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0252,outside_scope,NONE,,high,对“记者展示天花板破损发生在采访住户之前吗？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0253,supporting_operation,C3_action_intent,,medium,对“他先展示绳端还是先把绳索抛向地面？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0254,supporting_operation,C6_reference_frame,,medium,对“住户用手指向了房间的哪个方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0255,outside_scope,NONE,,high,对“绿色蛋糕上主要装饰着什么形状？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0256,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“镜头转动时远山在画面中的相对位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0257,outside_scope,NONE,,high,对“开孔位于车身部件的哪个区域？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0258,directly_in_scope,C5_deformation_state,,high,对“冲浪者在浪峰塌下前是否保持站立？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0259,supporting_operation,C5_deformation_state,,medium,对“捆扎点位于两根木杆交叉处还是末端？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。
scope-0260,directly_in_scope,C2_dynamic_spatial,,high,对“飞行器相对树线的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0261,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“大象最终朝建筑还是远离建筑移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0262,directly_in_scope,C5_deformation_state,,high,对“处理后鱼钩是否与鱼分离？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0263,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“大象沿道路行走时骑手始终面向前方吗？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0264,supporting_operation,C6_reference_frame,,medium,对“固定点相对男子位于哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0265,directly_in_scope,C2_dynamic_spatial,,high,对“遥控飞行器相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0266,supporting_operation,C6_reference_frame,,medium,对“观察者的影子在道路上朝哪个方向延伸？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0267,supporting_operation,C2_dynamic_spatial,,medium,对“鱼最终位于浪线的陆侧还是海侧？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
