scope_item_id,question_text_cn,rater_1_status,rater_1_primary,rater_2_status,rater_2_primary,dual_rater_consensus,primary_dimension_consensus,rater_1_reason_cn,rater_2_reason_cn
scope-0126,视频前半段主要出现鱼还是红色虾？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,核心是比较鱼和虾在视频中的出现而非空间能力,对“视频前半段主要出现鱼还是红色虾？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0127,钳子夹持的金属件最终是否被取下？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问夹持部件最终是否由安装状态变为取下,对“钳子夹持的金属件最终是否被取下？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0128,餐盘中的食物在画面末尾是否减少？,directly_in_scope,C5_deformation_state,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问进食过程中餐盘内容物状态是否减少,对“餐盘中的食物在画面末尾是否减少？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0129,男子在船内先指向座椅还是先指向地板？,supporting_operation,C3_action_intent,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问讲解者指向两个船内区域的动作顺序,对“男子在船内先指向座椅还是先指向地板？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0130,飞行器最终相对树线位于上方吗？,supporting_operation,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问飞行器相对树线的空间终态,对“飞行器最终相对树线位于上方吗？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0131,红车在片段中是否完成了不止一次明显转向？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,需要跨片段追踪红车多次明显转向,对“红车在片段中是否完成了不止一次明显转向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0132,飞行器最终相对地平线处于什么高度？,directly_in_scope,C6_reference_frame,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,以地平线为全局参考判断飞行器高度,对“飞行器最终相对地平线处于什么高度？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0133,摄影者出现是在镜头扫过薰衣草田之前还是之后？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,只比较摄影者出现与镜头扫景的时间顺序,对“摄影者出现是在镜头扫过薰衣草田之前还是之后？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0134,飞行器在烟雾出现后向上还是向下移动？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问烟雾出现后飞行器的垂直运动方向,对“飞行器在烟雾出现后向上还是向下移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0135,房车侧面的伸出结构是否处于展开状态？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问房车伸出结构的展开状态,对“房车侧面的伸出结构是否处于展开状态？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0136,他开始滑落发生在下蹲之前还是之后？,supporting_operation,C3_action_intent,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,询问下蹲与开始滑落两个身体动作的先后关系,对“他开始滑落发生在下蹲之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0137,大象先经过住宅还是先到达停放车辆附近？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问大象沿道路经过两个地点的路径顺序,对“大象先经过住宅还是先到达停放车辆附近？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0138,女子入口食物后面部表情如何变化？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,核心是面部表情变化而非六维空间能力,对“女子入口食物后面部表情如何变化？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0139,无人机最终是否回到近地面位置？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,需要追踪无人机是否回到近地面高度,对“无人机最终是否回到近地面位置？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0140,太阳反光与浪峰的相对位置如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问太阳反光与浪峰的相对位置变化,对“太阳反光与浪峰的相对位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0141,板头朝向在转弯过程中如何改变？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问板头朝向在转弯过程中的变化,对“板头朝向在转弯过程中如何改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0142,人群是否在车辆靠近时让出行驶空间？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,需要理解人群对车辆靠近作出的让路行为,对“人群是否在车辆靠近时让出行驶空间？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0143,镜头转向湖面后，水鸟是否始终留在水面上？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C1_occlusion_permanence,both_direct,DISAGREEMENT,追踪镜头转向后水鸟与水面的持续关系,对“镜头转向湖面后，水鸟是否始终留在水面上？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0144,观察者沿商场通道主要向前还是向后移动？,directly_in_scope,C6_reference_frame,supporting_operation,C6_reference_frame,both_covered_with_support,C6_reference_frame,采用观察者视角判断沿通道的移动方向,对“观察者沿商场通道主要向前还是向后移动？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0145,鱼竿弯曲后鱼何时出现在岸边？,supporting_operation,C3_action_intent,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,询问鱼竿弯曲与鱼到岸两个捕鱼阶段的时间关系,对“鱼竿弯曲后鱼何时出现在岸边？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0146,摩托车在路口选择了哪个行进方向？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问摩托车在路口选择的行进方向,对“摩托车在路口选择了哪个行进方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0147,浮标相对皮划艇的位置如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问浮标相对皮划艇的位置变化,对“浮标相对皮划艇的位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0148,镜头依次聚焦了几位坐着的人？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,只对镜头聚焦的坐着人物进行计数,对“镜头依次聚焦了几位坐着的人？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0149,店员把蛋糕移向展示柜前方了吗？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C3_action_intent,both_direct,DISAGREEMENT,询问蛋糕相对展示柜的移动终点,对“店员把蛋糕移向展示柜前方了吗？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0150,车辆与大型透明帐篷的距离如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问车辆与帐篷之间距离的动态变化,对“车辆与大型透明帐篷的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0151,前方红车与骑手的距离如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问前车与骑手之间距离的变化,对“前方红车与骑手的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0152,人群在车辆靠近前是否向两侧让开？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,询问人群是否为接近车辆主动让出空间,对“人群在车辆靠近前是否向两侧让开？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0153,游泳者与相机之间的距离如何变化？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问游泳者与相机之间距离的变化,对“游泳者与相机之间的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0154,最近的海鸟相对船体位于哪一侧？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问海鸟相对船体的静态侧向位置,对“最近的海鸟相对船体位于哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0155,蓝车先远离还是先再次靠近拍摄车辆？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,相对拍摄车辆追踪蓝车先远离后靠近的运动,对“蓝车先远离还是先再次靠近拍摄车辆？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0156,黄衣男子坐下滑行后是否翻滚？,supporting_operation,C3_action_intent,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,识别滑行动作后是否发生翻滚这一动作序列,对“黄衣男子坐下滑行后是否翻滚？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0157,他在翻滚结束后是否恢复站立？,supporting_operation,C3_action_intent,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,询问翻滚结束后人物是否恢复站立状态,对“他在翻滚结束后是否恢复站立？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0158,三只狗在沙地上的前后位置如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问三只狗运动中的前后位置变化,对“三只狗在沙地上的前后位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0159,马群相对内侧栏杆如何移动？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问马群相对内侧栏杆的移动关系,对“马群相对内侧栏杆如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0160,红色越野车的备胎安装在哪里？,supporting_operation,C5_deformation_state,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问备胎在越野车结构中的安装位置,对“红色越野车的备胎安装在哪里？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0161,冲浪者是否进入浪管后再出来？,directly_in_scope,C1_occlusion_permanence,directly_in_scope,C1_occlusion_permanence,both_direct,C1_occlusion_permanence,需要追踪冲浪者进入浪管遮挡区域后重新出现,对“冲浪者是否进入浪管后再出来？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0162,以画面为参照，球向球门右侧飞行时守门员是否也向画面右侧扑出？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,明确在画面参考系比较球与守门员的运动方向,对“以画面为参照，球向球门右侧飞行时守门员是否也向画面右侧扑出？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0163,副驾驶是否在驾驶员转向后才进入画面？,supporting_operation,C3_action_intent,supporting_operation,C1_occlusion_permanence,both_covered_with_support,DISAGREEMENT,询问驾驶员转向与副驾驶进入画面的行动顺序,对“副驾驶是否在驾驶员转向后才进入画面？”，表层只判断进入/离开视野、遮挡时点或持续可见性；在该具体语境中它是 C1 的明确追踪操作，但未直接询问隐藏后的持续存在。
scope-0164,无人机相对地面的高度如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,直接询问无人机相对地面的高度变化,对“无人机相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0165,经过斑马线发生在明显转向之前还是之后？,supporting_operation,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问沿车辆路径经过斑马线与转向的顺序,对“经过斑马线发生在明显转向之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0166,摩托车起步后是否沿道路直行？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问摩托车起步后的道路轨迹是否保持直行,对“摩托车起步后是否沿道路直行？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0167,相机绕车尾移动时蓝车从哪侧出现？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,询问相机绕车移动时蓝车从画面哪侧出现,对“相机绕车尾移动时蓝车从哪侧出现？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0168,镜头平移是否改变了山峰与花田的上下关系？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,询问镜头平移是否改变两个场景实体的画面上下关系,对“镜头平移是否改变了山峰与花田的上下关系？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0169,打结后两根绳端的相对位置如何变化？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问打结造成绳端结构与相对位置变化,对“打结后两根绳端的相对位置如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0170,操作者先插入金属条还是先拉动手柄？,supporting_operation,C5_deformation_state,supporting_operation,C3_action_intent,both_covered_with_support,DISAGREEMENT,询问织机操作中插入部件与拉动手柄的顺序,对“操作者先插入金属条还是先拉动手柄？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0171,镜头移动时输电塔在画面中向哪侧移动？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问镜头移动时输电塔在画面中的运动方向,对“镜头移动时输电塔在画面中向哪侧移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0172,车身尾部缺失了哪些部件？,supporting_operation,C5_deformation_state,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,识别车身结构中缺失的部件状态,对“车身尾部缺失了哪些部件？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0173,飞机起飞后地面停机坪在画面中如何移动？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问飞机起飞后停机坪在画面参考系中的运动,对“飞机起飞后地面停机坪在画面中如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0174,鱼挣扎时钓竿弯曲程度如何变化？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问鱼挣扎过程中钓竿弯曲程度的变化,对“鱼挣扎时钓竿弯曲程度如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0175,防守球员回撤的直接目标是封堵哪一区域？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问防守球员回撤所要封堵的空间区域,对“防守球员回撤的直接目标是封堵哪一区域？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0176,冲浪者从浪管出来后向哪个方向滑行？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问冲浪者离开浪管后的滑行方向,对“冲浪者从浪管出来后向哪个方向滑行？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0177,冲浪者进入浪管后是否一度被浪花遮住？,directly_in_scope,C1_occlusion_permanence,directly_in_scope,C1_occlusion_permanence,both_direct,C1_occlusion_permanence,询问冲浪者进入浪管后是否被浪花暂时遮挡,对“冲浪者进入浪管后是否一度被浪花遮住？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0178,手拿起小零件发生在松开钳子之前还是之后？,supporting_operation,C5_deformation_state,supporting_operation,C3_action_intent,both_covered_with_support,DISAGREEMENT,询问松开工具与拿起零件的操作顺序,对“手拿起小零件发生在松开钳子之前还是之后？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0179,鸟从悬挂状态变为桌面状态的顺序是什么？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问鸟从悬挂到桌面的状态与位置转变,对“鸟从悬挂状态变为桌面状态的顺序是什么？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0180,鱼竿先保持平直还是先出现弯曲？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,需要追踪鱼竿由平直到弯曲的形变顺序,对“鱼竿先保持平直还是先出现弯曲？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0181,两人靠近汽车的直接目标是查看外观还是内饰？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问两人靠近汽车的查看目标,对“两人靠近汽车的直接目标是查看外观还是内饰？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0182,球员走近洞杯发生在击球之后吗？,supporting_operation,C3_action_intent,supporting_operation,C3_action_intent,both_covered_with_support,C3_action_intent,询问击球与走近洞杯两个高尔夫动作阶段的顺序,对“球员走近洞杯发生在击球之后吗？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0183,白色汽车绕停车场时与相机距离如何变化？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问白车绕行时相对相机的距离变化,对“白色汽车绕停车场时与相机距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0184,车辆最接近相机发生在完成转弯之前还是之后？,directly_in_scope,C6_reference_frame,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,比较车辆最接近相机与完成转弯的动态时点,对“车辆最接近相机发生在完成转弯之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0185,镜头依次展示了几名坐着的老人？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,只对镜头依次展示的老人进行计数,对“镜头依次展示了几名坐着的老人？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0186,橙色自行车是否装有后货架？,supporting_operation,C5_deformation_state,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问自行车结构是否装有后货架,对“橙色自行车是否装有后货架？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0187,冲浪者在整段中是否保持站立？,supporting_operation,C3_action_intent,directly_in_scope,C5_deformation_state,both_covered_with_support,DISAGREEMENT,追踪冲浪动作中人物是否持续保持站立姿态,对“冲浪者在整段中是否保持站立？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0188,操作的直接目标位于栏杆上方还是下方？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,询问操作目标相对栏杆的空间位置,对“操作的直接目标位于栏杆上方还是下方？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需处理相机、行动者或对象参照。
scope-0189,红色轿车靠近相机后从哪一侧经过？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问红车靠近相机后从画面哪侧经过,对“红色轿车靠近相机后从哪一侧经过？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0190,骑手通过调整身体姿势达到什么即时目标？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问骑手调整姿势的即时目标,对“骑手通过调整身体姿势达到什么即时目标？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0191,遮阳篷在片段中保持展开吗？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,需要追踪遮阳篷是否持续处于展开状态,对“遮阳篷在片段中保持展开吗？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0192,从骑手视角看路缘最初位于哪一侧？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,明确采用骑手视角判断路缘方向,对“从骑手视角看路缘最初位于哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0193,球从边路向球门区的轨迹如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问球从边路到球门区的运动轨迹变化,对“球从边路向球门区的轨迹如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0194,黑车接近人群时是否改变朝向？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问黑车接近人群时朝向是否改变,对“黑车接近人群时是否改变朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0195,男子停下后主要做了什么动作？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,核心是人物停止后的动作识别而非空间目标,对“男子停下后主要做了什么动作？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0196,绳索结构在拉紧后如何变化？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问拉紧操作导致的绳索结构变化,对“绳索结构在拉紧后如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0197,冲浪者沿浪壁的运动方向如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问冲浪者沿浪壁的运动方向变化,对“冲浪者沿浪壁的运动方向如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0198,俯视视角下汽车沿弯道朝哪个方向行驶？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,需要在俯视参考系判断汽车沿弯道的行驶方向,对“俯视视角下汽车沿弯道朝哪个方向行驶？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0199,球洞位于沙坑的哪一侧？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问球洞与沙坑的静态侧向关系,对“球洞位于沙坑的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0200,操作者拉动钳子的直接目标是什么？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问操作者拉动钳子的目标,对“操作者拉动钳子的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0201,骑手在起步前是否先转动车把？,supporting_operation,C3_action_intent,supporting_operation,C3_action_intent,both_covered_with_support,C3_action_intent,询问起步前转动车把这一行动阶段的顺序,对“骑手在起步前是否先转动车把？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0202,石像分布在步道哪一侧？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问石像相对步道的静态侧向分布,对“石像分布在步道哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0203,飞行物相对树梢高度如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问飞行物相对树梢的高度变化,对“飞行物相对树梢高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0204,火箭主体抬起发生在支撑结构可见之前还是之后？,supporting_operation,C5_deformation_state,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,询问火箭抬起状态与支撑结构出现的顺序,对“火箭主体抬起发生在支撑结构可见之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
