blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0218,absent,audit-0040-g02,0.97,生成题没有男子先后指向座椅和地板的动作顺序。
judgment-0219,absent,audit-0040-g01,0.98,生成题未出现方向盘或其相对蓝白座椅的位置。
judgment-0220,direct,audit-0040-g02,0.96,生成题表明讲解者抬起盖板是为了展示可开启的地板下空舱，实质覆盖手势要展示的船内区域。
judgment-0221,absent,audit-0041-g01,0.96,生成题只推断若保持直线会撞向岩石，没有冲浪者靠近岩石后是否与板分离。
judgment-0222,partial,audit-0041-g01,0.93,生成题明确从起点直行的路径会直接到达岩石，覆盖人与岩石接近的空间趋势，但不是实际距离随时间的变化。
judgment-0223,absent,audit-0041-g01,0.99,生成题没有人与板分离或浪花遮挡事件，无法比较先后。
judgment-0224,absent,audit-0041-g01,0.96,生成题涉及接近岩石的潜在路径，但完全未问是否离开冲浪板。
judgment-0225,partial,audit-0041-g01,0.93,生成题判断直线行进将抵达岩石，相关地覆盖距离缩短，但没有追踪真实动作中的距离变化。
judgment-0226,partial,audit-0041-g01,0.90,生成题明确直行会撞上岩石，因而触及规避岩石这一目标，但未出现下板动作或其实际动机。
judgment-0227,partial,audit-0042-g02,0.78,生成题出现港口码头的小船并限定早段平移，却没有大型起重桥或两者展示顺序。
judgment-0228,absent,audit-0042-g02,0.98,生成题提到港口小船但没有红色灯塔，无法判断二者位置分布。
judgment-0229,absent,audit-0042-g01,0.96,生成题中的高点弧线物体未被说明为起重桥，也没有场景切换后桥在相机上方或前方的关系。
judgment-0230,absent,audit-0042-g02,0.99,生成题没有红色灯塔和升降桥的展示先后。
judgment-0231,absent,audit-0042-g02,0.96,生成题只把蓝色小船描述为停靠码头，没有其相对防波堤的移动。
judgment-0232,absent,audit-0042-g01,0.94,生成题没有明确升降桥桥面或其是否抬起。
judgment-0233,direct,audit-0043-g03,0.97,生成题把鱼竿形状变化后的相机运动解释为把物体从水中带到岸边，另一题明确最终鱼上沙滩，覆盖弯竿后鱼到岸。
judgment-0234,direct,audit-0043-g02,0.99,生成题直接判断鱼从水中移到沙滩的机制，完整覆盖由水中到岸边的事件顺序。
judgment-0235,partial,audit-0043-g03,0.83,生成题提到鱼竿形状变化和随后的镜头移动，但没有给出弯曲方向相对海面的变化。
judgment-0236,direct,audit-0043-g03,0.96,生成题明确鱼竿形状改变后随即移动镜头以把水中物体带到岸边，并由另一题确认最终鱼上沙，覆盖所问时序。
judgment-0237,partial,audit-0043-g03,0.90,生成题以鱼竿形状变化为推理依据，但没有量化弯曲程度如何随时间改变。
judgment-0238,partial,audit-0043-g02,0.91,生成题明确鱼最终从水中到达沙滩，相关地定位于岸侧，但没有以浪线为参照明确陆侧或海侧。
judgment-0239,absent,audit-0044-g03,0.97,生成题讨论控制塔、航站楼和停机飞机的视位置，没有机场地面与机翼距离变化。
judgment-0240,absent,audit-0044-g01,0.94,生成题比较控制塔与航站楼，而非航站楼相对机翼从前到后的变化。
judgment-0241,partial,audit-0044-g03,0.87,生成题追踪起初停放的飞机群被发动机和飞机运动遮住且不再出现，涉及停机坪背景的画面变化但没有给出其移动方向。
judgment-0242,absent,audit-0044-g03,0.98,生成题没有机翼与跑道在画面上下方向的持续关系。
judgment-0243,partial,audit-0044-g01,0.77,生成题说明观察飞机正在相对航站楼和控制塔移动，但没有判断经过航站楼上空时是否已经离地。
judgment-0244,direct,audit-0045-g02,0.99,生成题明确蓝衣男子先靠近旧车并打开车门，直接覆盖开门发生在走近车辆之后。
judgment-0245,partial,audit-0045-g01,0.92,生成题锁定驾驶侧车门完全打开的状态，但只问它遮住何物，没有判断车内空间是否显露。
judgment-0246,partial,audit-0045-g01,0.80,生成题聚焦驾驶侧车门并定位两人靠近车侧，相关于查看车辆侧面，但没有与尾部作直接比较。
judgment-0247,direct,audit-0045-g01,0.99,生成题明确指出完全打开的是驾驶员一侧车门，直接回答打开哪扇门。
judgment-0248,direct,audit-0045-g01,0.99,生成题把车门状态明确描述为完全打开，覆盖由关闭到打开的状态变化。
judgment-0249,partial,audit-0045-g02,0.84,生成题描述两人靠近并打开驾驶侧车门，暗示检查车内，但没有在查看外观与内饰之间明确判断目标。
judgment-0250,absent,audit-0046-g02,0.98,生成题比较不同风筝之间的垂直关系，没有树线作为参照。
judgment-0251,partial,audit-0046-g03,0.86,生成题明确绿风筝由滑翔转为向下翻滚或可能快速上升，覆盖飞行高度变化，但未相对树梢测量。
judgment-0252,absent,audit-0046-g03,0.99,生成题没有末段地面人物或其是否面向飞行物。
judgment-0253,partial,audit-0047-g02,0.88,生成题判断加工令深色木柱表面更具反光性，覆盖表面加工结果但不是表面形状变化。
judgment-0254,absent,audit-0047-g02,0.97,生成题描述加工效果，没有启动车床与工具接触木杆的先后。
judgment-0255,absent,audit-0047-g01,0.93,生成题只比较两根圆柱在粉色表面的左右位置，没有比较成品和对照木杆的长度。
judgment-0256,direct,audit-0047-g02,0.99,生成题直接判断加工过程使深色木柱表面更有反光性，覆盖加工前后的表面变化。
judgment-0257,direct,audit-0047-g02,0.94,生成题把加工过程与提高木柱表面反光性直接关联，实质覆盖工具接触旋转木杆的表面处理目标。
judgment-0258,absent,audit-0047-g01,0.89,生成题虽出现加工后的深浅两根圆柱，却只问它们最终相对位置，没有比较形状是否相同。
judgment-0259,partial,audit-0048-g01,0.90,生成题持续比较输电塔和高层白楼的空间关系，但只问左右及可见性，不判断谁在前景或远景。
judgment-0260,partial,audit-0048-g01,0.93,生成题明确相机向右平移并比较输电塔与白楼的初末关系，覆盖相对画面位置变化，但没有直接问塔向哪侧移动。
judgment-0261,absent,audit-0048-g01,0.99,生成题没有云层或其与输电线的遮挡重叠。
judgment-0262,absent,audit-0048-g01,0.96,生成题只比较平移开始和结束时塔与楼的位置，没有输电塔进入画面中央的时刻。
judgment-0263,absent,audit-0048-g01,0.98,生成题没有输电线相对城市建筑的上下关系。
judgment-0264,direct,audit-0049-g01,0.99,生成题明确操作三个红色拨杆会把轮部从锁定变为解锁，直接覆盖操作后轮部状态改变。
judgment-0265,absent,audit-0049-g01,0.98,生成题没有触碰车架与转动后轮部件的先后。
judgment-0266,partial,audit-0049-g01,0.81,生成题定位三个红色拨杆在轮毂正面并描述其转动方向，但没有说明折叠机构位于后轮哪一侧。
judgment-0267,absent,audit-0049-g01,0.98,生成题没有调整车架动作，无法与转动后轮比较顺序。
judgment-0268,direct,audit-0049-g01,0.99,生成题明确后轮机构由锁定转换为解锁状态，完整覆盖组件操作中的状态变化。
judgment-0269,direct,audit-0049-g01,0.99,生成题直接说明转动轮毂红色拨杆的目标是把轮子从锁定切换为解锁。
judgment-0270,absent,audit-0050-g02,0.98,生成题提到座杆、制动和电子显示但没有电池在车架上的位置。
judgment-0271,absent,audit-0050-g03,0.96,生成题比较车把和后货架的视位置，没有后货架与后轮的垂直关系。
judgment-0272,partial,audit-0050-g01,0.94,生成题直接描述相机从车右侧沿弧线绕到左侧，覆盖视角导致的左右朝向变化，但没有直接表述车身朝向如何改变。
judgment-0273,direct,audit-0050-g03,0.98,生成题明确以该车的后货架为参照比较车把，直接证实自行车装有后货架。
judgment-0274,partial,audit-0050-g01,0.84,生成题完整描述相机绕车的弧形路径，但没有追踪前轮在画面中的相对位置变化。
judgment-0275,partial,audit-0051-g02,0.94,生成题说明男孩收拢鞋子站起后转身面向不锈钢冰箱，覆盖目的方向但没有明确说随后走到哪里。
judgment-0276,partial,audit-0051-g01,0.79,生成题涉及收拢一堆鞋并站起的过程，但没有整理鞋带动作或与站立的先后。
judgment-0277,direct,audit-0051-g01,0.99,生成题直接判断鞋堆是否晃动及单只鞋相对位置和角度是否改变，完整覆盖双臂中鞋子是否稳定。
judgment-0278,partial,audit-0051-g01,0.72,生成题描述收拢鞋子后站起，可能对应蹲下后的抱起过程，但参考中的设备实体与生成题鞋堆不一致。
judgment-0279,absent,audit-0051-g01,0.97,生成题没有设备上的橙色束带或其是否固定。
judgment-0280,partial,audit-0051-g02,0.79,生成题给出抱鞋者起身后转向厨房冰箱的方向，但参考要求抱着设备且没有明确把转身等同于行走。
judgment-0281,absent,audit-0052-g01,0.96,生成题只询问驾驶员转方向盘的侧向，没有从后座判断驾驶员坐在车辆哪侧。
judgment-0282,direct,audit-0052-g01,0.95,生成题明确驾驶员向某侧转动方向盘并因此让汽车沿赛道弯道转向，实质覆盖车辆行进方向如何改变。
judgment-0283,absent,audit-0052-g01,0.99,生成题没有副驾驶进入画面或其与转向的时间关系。
judgment-0284,absent,audit-0052-g01,0.96,生成题没有驾驶员相对后座观察者的左右位置。
judgment-0285,partial,audit-0053-g01,0.88,生成题明确男子出现并看向相机的时刻及远处海景方位，但没有比较空海滩与面部谁先被展示。
judgment-0286,partial,audit-0053-g01,0.91,生成题从男子视角定位隔水远山的方向，间接确定海面所在方向，但没有直接问海面位于其哪侧。
judgment-0287,absent,audit-0053-g01,0.96,生成题没有相机转向自拍的运动或地平线在画面中的移动。
judgment-0288,partial,audit-0053-g01,0.88,生成题同时涉及男子面部出现与隔水远山海岸环境，但未建立海岸和面部的镜头顺序。
judgment-0289,partial,audit-0053-g01,0.82,生成题只给出男子看向相机时远山和海水相对他的方向，没有追踪转头后改为面向哪里。
judgment-0290,absent,audit-0053-g01,0.99,生成题没有浪线或其相对沙滩边缘的推进。
judgment-0291,direct,audit-0054-g01,0.99,生成题明确男子从室内架上取下两只鸭并把同两只带出建筑，直接覆盖取鸟后的去向。
judgment-0292,absent,audit-0054-g01,0.94,生成题覆盖从顶层架取下并带出，但没有鸟被放到桌面的状态或顺序。
judgment-0293,absent,audit-0054-g01,0.99,生成题没有统计室外共同处理鸟的人数。
judgment-0294,direct,audit-0054-g01,0.99,生成题明确先从室内顶架取下两只鸟，随后将它们带出建筑，直接覆盖先取下后走向室外。
judgment-0295,absent,audit-0054-g01,0.98,生成题只说男子把鸟带出建筑，没有交给室外其他人。
judgment-0296,direct,audit-0054-g01,0.99,生成题明确取下的同两只鸟随后被带出建筑，直接回答带向室外。
judgment-0297,partial,audit-0055-g02,0.82,生成题借背景车辆依次被白车遮挡来追踪相对运动，但没有描述白车绕场地时行驶方向持续如何改变。
judgment-0298,absent,audit-0055-g02,0.96,生成题没有白车最接近相机的时刻或与转弯的先后。
judgment-0299,absent,audit-0055-g02,0.93,生成题关注遮挡顺序和背景车左右关系，没有白车车头朝向的变化。
judgment-0300,absent,audit-0055-g02,0.91,生成题中的背景车辆被白车遮住不等同于白车绕障碍，未问行驶轨迹形状。
judgment-0301,absent,audit-0055-g01,0.96,生成题没有白车最终车头是否朝向相机。
judgment-0302,absent,audit-0055-g02,0.98,生成题没有轮胎障碍或维持当前转向后的未来距离。
judgment-0303,partial,audit-0056-g01,0.93,生成题推断车辆在视频开始前刚完成急剧右转，覆盖弯道方向但没有直接给出片段内俯视行驶方向。
judgment-0304,absent,audit-0056-g01,0.99,生成题没有溪流或汽车与溪流距离随弯道的变化。
judgment-0305,partial,audit-0056-g01,0.87,生成题把急剧右转置于视频开始前并依据开头可见道路推断，相关于急弯先于当前路段，但没有明确当前是否为较直路段。
judgment-0306,absent,audit-0056-g01,0.99,生成题只出现一辆汽车，没有两车在弯道上的前后关系。
judgment-0307,absent,audit-0056-g01,0.98,生成题没有溪流，无法判断道路绕其哪侧弯曲。
judgment-0308,partial,audit-0057-g02,0.95,生成题直接询问哪辆车始终停在红色越野车左侧，覆盖一侧邻车关系，但没有同时给出红车相对两侧车辆的完整位置。
judgment-0309,direct,audit-0057-g01,0.99,生成题把手首次入画时指向红车备胎、尾灯、后窗或车顶作为明确选项，直接覆盖备胎还是车身的目标判断。
judgment-0310,absent,audit-0057-g01,0.97,生成题没有镜头先展示左后侧还是正后方的顺序。
judgment-0311,partial,audit-0057-g01,0.90,生成题把备胎列为红车上被指的具体区域，确认其在车辆外部，但没有明确其安装在车的什么位置。
judgment-0312,partial,audit-0057-g02,0.91,生成题判断蓝车等候选车辆是否始终位于红车左侧，触及蓝车侧向关系，但未问相机绕车尾时从哪侧出现。
judgment-0313,direct,audit-0057-g01,0.99,生成题直接在备胎与车顶等区域间判断手势目标，完整覆盖备胎还是车顶。
judgment-0314,absent,audit-0058-g01,0.96,生成题只问跟拍无人机时面包车在画面中的视运动，没有无人机相对树线的高度。
judgment-0315,partial,audit-0058-g01,0.88,生成题通过背景面包车的反向视运动反映相机跟随无人机的平移方向，可关联无人机飞离侧，但没有直接给出场地哪侧。
judgment-0316,absent,audit-0058-g01,0.98,生成题没有飞行器从地面起飞后的高度变化。
judgment-0317,absent,audit-0058-g01,0.94,生成题只描述末段跟拍造成面包车的表观运动，没有升空前地面车辆是否真实移动。
judgment-0318,absent,audit-0058-g01,0.98,生成题没有树线参照或无人机最终在其上方的关系。
judgment-0319,absent,audit-0059-g01,0.97,生成题讨论一次转向浪花主动力区的动作目的，没有冲浪者全程是否保持站立。
judgment-0320,partial,audit-0059-g01,0.82,生成题定位末段转回破浪区的动作，但没有描述冲浪者消失在浪后或比较二者先后。
judgment-0321,partial,audit-0059-g01,0.91,生成题明确冲浪者在九至十一秒转回破浪方向，证明至少一次反向机动，但未判断是否完成不止一次方向相反的明显转向。
judgment-0322,partial,audit-0059-g01,0.94,生成题直接说明冲浪者机动后回到破浪区和主动力区，覆盖相对浪峰的位置变化但不是全片段的完整轨迹。
judgment-0323,absent,audit-0059-g01,0.97,生成题没有浪破碎后冲浪者是否继续站立。
judgment-0324,partial,audit-0060-g02,0.86,生成题追踪移动黑车依次被两名人群成员遮挡，说明车在接近人群区域，但没有直接量化二者距离变化。
judgment-0325,absent,audit-0060-g02,0.96,生成题没有人群为靠近车辆让出行驶空间的动作。
judgment-0326,absent,audit-0060-g02,0.97,生成题只给出黑车被人遮挡的顺序，没有到达人群前车头是否改向。
judgment-0327,absent,audit-0060-g02,0.97,生成题未判断黑车接近人群时朝向改变。
judgment-0328,absent,audit-0060-g02,0.96,生成题没有人群在车辆靠近前向两侧让开的事件。
judgment-0329,absent,audit-0060-g02,0.98,生成题没有车辆最终停车或停在人群哪侧。
judgment-0330,partial,audit-0061-g01,0.86,生成题基于十三秒处大象沿铺装路的朝向推断左转后的路径，覆盖行进方向但没有直接判断骑象者面向哪里。
judgment-0331,absent,audit-0061-g01,0.99,生成题没有随行步行者或其与大象的前后关系变化。
judgment-0332,absent,audit-0061-g01,0.96,生成题把白色建筑列为反事实转向后的潜在路径物体，没有大象经过住宅和到达停放车辆的先后。
judgment-0333,absent,audit-0061-g01,0.98,生成题没有骑手在行走全程是否面向前方。
judgment-0334,absent,audit-0061-g01,0.99,生成题没有随行人员，无法比较与大象的前后关系。
judgment-0335,partial,audit-0061-g01,0.86,生成题以建筑等地标推断大象若左转后的运动目标，但没有判断其实际最终是朝建筑还是远离建筑。
judgment-0336,direct,audit-0062-g02,0.98,生成题明确相机先横扫景观再迅速转向人物作惊喜揭示，直接覆盖先展示海边果岭后出现自拍者的顺序。
judgment-0337,absent,audit-0062-g01,0.94,生成题只定位人物始终在显眼树木左侧，未判断树木相对海岸在哪侧。
judgment-0338,partial,audit-0062-g02,0.90,生成题描述从景观快速转向自拍人物的镜头结构，涵盖果岭离开视野的过程但没有说明从画面哪侧移出。
judgment-0339,direct,audit-0062-g02,0.99,生成题明确先平移展示海岸景观再快速转向最后出现的人物，直接覆盖展示顺序。
judgment-0340,absent,audit-0062-g01,0.96,生成题提供人物与树的左右关系，没有孤立树相对果岭的侧别。
judgment-0341,partial,audit-0062-g02,0.85,生成题确认相机横扫海岸景观，但没有给出海岸线相对画面的具体移动方向。
judgment-0342,absent,audit-0063-g01,0.99,生成题只讨论车辆过弯时车身与行驶方向的夹角，没有敞篷车顶状态变化。
judgment-0343,absent,audit-0063-g01,0.99,生成题没有车顶移动事件，无法与进入弯道比较先后。
judgment-0344,absent,audit-0063-g01,0.99,生成题没有车顶收起或之后驾驶者可见性。
judgment-0345,direct,audit-0063-g01,0.99,生成题直接判断车辆过弯时车身朝向相对行进方向是外甩、内倾还是对齐，覆盖驶入弯道后的朝向改变。
judgment-0346,absent,audit-0063-g01,0.98,生成题没有汽车与拍摄车辆之间的距离变化。
judgment-0347,absent,audit-0063-g01,0.94,生成题讨论弯道中车身方向但未涉及驾驶员在弯道前的面部朝向。
judgment-0348,partial,audit-0064-g01,0.88,生成题说明片尾手中零件原本是独立件且用于装到墙内装置前方，但没有明确它是否由钳子从墙内取下。
judgment-0349,partial,audit-0064-g01,0.87,生成题比较零件原始用途与片尾手持状态，涉及零件和墙上装置的位置变化，但没有明确墙洞内外轨迹。
judgment-0350,absent,audit-0064-g01,0.97,生成题没有钳子松开或手拿零件的动作先后。
judgment-0351,absent,audit-0064-g01,0.92,生成题反而说明手中物原本是用于安装的独立件，没有钳子夹住墙内零件并取出的事实。
judgment-0352,absent,audit-0064-g01,0.99,生成题没有工具相对瓷砖孔洞是否始终在右侧。
judgment-0353,absent,audit-0064-g01,0.98,生成题没有操作者拉动钳子的动作或其直接目标。
judgment-0354,partial,audit-0065-g01,0.89,生成题依据三名年轻人的朝向和后续运动判断其向前跟随或转回相机的目标，覆盖一组行人方向但不代表整体人流。
judgment-0355,absent,audit-0065-g01,0.97,生成题没有镜头前进时两侧店铺相对位置变化。
judgment-0356,absent,audit-0065-g01,0.99,生成题没有绿色招牌和大型红色招牌的出现顺序。
judgment-0357,absent,audit-0065-g01,0.93,生成题判断三人组的即时移动目标，而非观察者自身沿商场通道前进还是后退。
judgment-0358,absent,audit-0065-g01,0.99,生成题没有红色招牌商店相对通道的侧别。
judgment-0359,absent,audit-0065-g01,0.98,生成题没有迎面行人经过相机后的可见性。
judgment-0360,absent,audit-0066-g01,0.99,生成题只判断遛狗者每次停下时狗是否坐下，没有广场人群聚集成队伍。
judgment-0361,absent,audit-0066-g01,0.99,生成题没有华盛顿纪念碑或其相对人群方向。
judgment-0362,absent,audit-0066-g01,0.99,生成题没有纪念碑与台阶旁队伍的展示顺序。
judgment-0363,absent,audit-0066-g01,0.99,生成题没有人群密度随镜头移动的变化。
judgment-0364,absent,audit-0066-g01,0.99,生成题没有纪念碑和水池的相对方向。
judgment-0365,absent,audit-0066-g01,0.99,生成题没有推婴儿车者横穿画面的动作。
judgment-0366,direct,audit-0067-g01,0.99,生成题以“若改为左转而不是右转”明确实际选择了右转，直接覆盖摩托车在路口的行进方向。
judgment-0367,direct,audit-0067-g01,0.98,生成题明确实际转弯方向为右侧，实质覆盖从骑手视角目标道路位于右侧。
judgment-0368,absent,audit-0067-g01,0.99,生成题没有红色房屋或转弯与经过房屋的顺序。
judgment-0369,direct,audit-0067-g01,0.99,生成题明确驾驶者实际在路口向右而非向左转弯，直接回答转弯侧。
judgment-0370,partial,audit-0067-g01,0.86,生成题推断若左转则白色面包车会位于驾驶者左侧，涉及白车相对骑手方位但不是其最初位置。
judgment-0371,direct,audit-0068-g01,0.96,生成题直接询问店员通过何种空间动作把大型甜点放入展示柜，覆盖绿色甜点最终放入玻璃展示柜的去向。
judgment-0372,absent,audit-0068-g01,0.97,生成题没有顾客到达柜台的时刻，无法比较甜点出现先后。
judgment-0373,partial,audit-0068-g01,0.94,生成题判断甜点从前方、后方或开口被放入玻璃展示柜，覆盖相对柜台的位置变化但没有直接给出左或右侧。
judgment-0374,absent,audit-0068-g03,0.93,生成题只判断初始广角中店亭位于圣诞树右侧，没有圣诞树与蛋糕柜台的镜头展示顺序。
judgment-0375,absent,audit-0068-g02,0.99,生成题没有绿色蛋糕上的装饰形状。
judgment-0376,partial,audit-0068-g01,0.93,生成题细问蛋糕经前玻璃、后滑门或底部开口进入展示柜，直接相关于移动方向，但未明确最终是否朝展示柜前方。
judgment-0377,partial,audit-0069-g01,0.84,生成题比较谷对面蜿蜒道路与相机所在道路的高低，涉及山谷道路关系但没有判断山谷位于车辆哪侧。
judgment-0378,absent,audit-0069-g02,0.97,生成题描述前景树枝遮挡，没有近处护栏如何掠过画面。
judgment-0379,absent,audit-0069-g02,0.98,生成题没有路牌与大片针叶树的出现顺序。
judgment-0380,absent,audit-0069-g01,0.93,生成题定位跨谷道路的高度，却没有镜头平移时山谷先从画面哪侧出现。
judgment-0381,partial,audit-0069-g01,0.89,生成题明确跨谷道路比相机所在道路更高，覆盖道路高低关系但没有以陡坡上下方为直接参照。
judgment-0382,direct,audit-0069-g02,0.95,生成题直接询问前景裸树枝短暂遮住山谷深处哪一特征，覆盖树木经过前景时短暂遮挡山谷。
judgment-0383,direct,audit-0070-g01,0.96,生成题把火箭的主要状态转换列为由水平到竖直，另一题明确处于抬升过程，实质覆盖逐渐抬到倾斜位置。
judgment-0384,partial,audit-0070-g01,0.91,生成题判断火箭是否由静止转为向上加速或由水平转竖直，覆盖高度上升但没有专门追踪尖端高度。
judgment-0385,partial,audit-0070-g02,0.89,生成题同时描述抬升中的火箭和从下方移动到遮挡助推器的绿色支撑臂，但没有明确主体抬起与支撑结构首次可见的先后。
judgment-0386,direct,audit-0070-g01,0.95,生成题直接区分火箭是实际由静止向上加速还是仅改变方向等状态，覆盖片段中是否发生真实位移。
judgment-0387,absent,audit-0070-g02,0.96,生成题定位支撑臂相对助推器，没有火箭尖端相对发射架的方向。
judgment-0388,absent,audit-0070-g02,0.98,生成题没有镜头从箭体下方向尖端移动的过程。
judgment-0389,direct,audit-0071-g01,0.99,生成题直接把两块大屏由关闭转为启动状态作为主要事件，另一题追踪按电源后新图形出现，完整覆盖仪表显示变化。
judgment-0390,direct,audit-0071-g02,0.98,生成题直接比较按键后图形先只在仪表屏、只在中控屏还是两屏同时出现，覆盖哪块屏先亮。
judgment-0391,partial,audit-0071-g02,0.84,生成题明确一块屏在方向盘后且另一块是中控屏，覆盖二者结构关系但没有直接给出驾驶者视角的左右侧。
judgment-0392,direct,audit-0071-g01,0.99,生成题明确按启动后仪表相关大屏从关闭转为开启并显示亮图形，直接覆盖状态变化。
judgment-0393,direct,audit-0071-g02,0.98,生成题明确询问亮图形首先出现在方向盘后仪表屏、中控屏还是同时出现，实质相同。
judgment-0394,direct,audit-0071-g01,0.97,生成题把按电源与两块屏由关闭到启动直接相连，覆盖按键目标是启动显示系统。
judgment-0395,partial,audit-0072-g01,0.88,生成题区分第一次尝试与最终坐姿滑行，并把翻滚列为可能的初始动作，但未直接判断坐下滑行后是否翻滚。
judgment-0396,partial,audit-0072-g01,0.92,生成题明确先尝试站立再坐下成功滑行，覆盖开始滑落与坐下的关系但“下蹲”动作没有被单独识别。
judgment-0397,partial,audit-0072-g01,0.86,生成题在翻滚和坐姿滑行等动作序列之间作选择，明显涉及所问先后，但没有明确使用“蹲下”并单独比较二者。
judgment-0398,partial,audit-0072-g02,0.84,生成题追随人物下坡时判断背景山峰在画面的反向移动，关联人物运动方向但没有以翻滚结束和相机为直接参照。
judgment-0399,absent,audit-0072-g01,0.94,生成题判断尝试从站姿改为坐姿滑行，没有翻滚结束后是否重新站立。
judgment-0400,absent,audit-0073-g01,0.90,生成题只说明大部分时间沿浪面近似平行岸线移动，没有判断是否完成多次转向。
judgment-0401,absent,audit-0073-g01,0.92,生成题给出板整体行进方向，没有板头在转弯过程中的朝向变化。
judgment-0402,absent,audit-0073-g01,0.90,生成题未说明冲浪者是否多次改变朝向。
judgment-0403,partial,audit-0073-g01,0.91,生成题明确冲浪板大部分时间沿浪面平行岸线运动，覆盖与浪的空间关系但没有追踪相对浪峰的位置变化。
judgment-0404,absent,audit-0073-g01,0.99,生成题没有抬起前脚动作或其是否为保持平衡。
judgment-0405,absent,audit-0074-g01,0.98,生成题讨论蓝车转弯时影子与边线，没有蓝车和拍摄车辆距离变化。
judgment-0406,direct,audit-0074-g01,0.99,生成题明确汽车在片尾完成向左转弯，直接覆盖入弯后车头朝向左侧。
judgment-0407,absent,audit-0074-g01,0.98,生成题没有蓝车与拍摄车辆先远离再靠近的距离次序。
judgment-0408,absent,audit-0074-g01,0.96,生成题未判断蓝车在弯道中是否始终朝向相机。
judgment-0409,direct,audit-0074-g02,0.99,生成题直接判断入左弯时车辆右侧轮胎是否越过赛道右边实线，完整覆盖相对车道边线的移动。
judgment-0410,partial,audit-0074-g01,0.86,生成题明确车辆持续左转并给出右侧轮胎与边线关系，可关联弯道内侧趋势，但没有执行维持轨迹的未来预测。
judgment-0411,absent,audit-0075-g03,0.96,生成题提到灰色悍马后轮和绕车运动，没有备胎及其安装位置。
judgment-0412,partial,audit-0075-g01,0.93,生成题明确相机沿灰色悍马后部作圆周运动，覆盖视角中的车身朝向变化但未直接描述变化结果。
judgment-0413,absent,audit-0075-g01,0.99,生成题没有侧面镜头可见的车门数量。
judgment-0414,partial,audit-0075-g04,0.83,生成题比较开头伪装悍马前格栅到片尾被灰车遮挡，并围绕灰车后部移动，但没有明确镜头是否沿同一辆悍马从车头移到车尾。
judgment-0415,absent,audit-0075-g03,0.97,生成题没有车辆后部外置备胎。
judgment-0416,absent,audit-0075-g03,0.98,生成题没有后车门相对尾灯的侧向位置。
judgment-0417,partial,audit-0076-g01,0.82,生成题区分第一场景拉绳和第二场景把绳绕上船用绞盘，但没有明确展示绳端与演示固定点的先后。
judgment-0418,direct,audit-0076-g01,0.97,生成题直接描述绳索绕在银色绞盘上并利用摩擦和旋转机构保持张力，覆盖穿过固定装置后的缠绕形态。
judgment-0419,absent,audit-0076-g01,0.96,生成题没有固定点相对男子身体位于哪侧。
judgment-0420,partial,audit-0076-g01,0.80,生成题把第二场景的船上绞盘讲解与准备打结列在同一操作中，但没有比较演示绳结与船上讲解的顺序。
judgment-0421,absent,audit-0076-g01,0.94,生成题描述绳绕绞盘而非绳索在手中形成的具体结构。
judgment-0422,direct,audit-0076-g02,0.99,生成题明确拉绳的主要机械效果是让连接的水平杆侧向移动，直接覆盖动作目标。
judgment-0423,partial,audit-0077-g01,0.94,生成题明确不用时踏板向上折叠贴合后门，反向涵盖使用时展开，但没有说明是男子踩踏触发展开。
judgment-0424,absent,audit-0077-g01,0.96,生成题没有踏板展开与男子触碰后门的时间顺序。
judgment-0425,partial,audit-0077-g01,0.84,生成题只给出收起时踏板贴合后门的高位状态，未明确展开后相对保险杠在上还是下。
judgment-0426,absent,audit-0077-g01,0.98,生成题没有按压后门区域后车门是否打开。
judgment-0427,absent,audit-0077-g01,0.99,生成题没有指向门把手或车牌上方的先后。
judgment-0428,direct,audit-0077-g01,0.96,生成题完整聚焦车尾踏板机构及其折叠工作方式，实质覆盖讲解手势展示的是车尾踏板。
judgment-0429,absent,audit-0078-g01,0.97,生成题只判断二十五秒转向后的方向，没有浪管内被浪壁遮挡。
judgment-0430,partial,audit-0078-g01,0.94,生成题依据身体和板角判断转向后的即时画面方向，覆盖转向轨迹但未限定从浪壁高处向下。
judgment-0431,absent,audit-0078-g01,0.97,生成题没有进入浪管后再出来的过程。
judgment-0432,absent,audit-0078-g01,0.94,生成题没有冲浪者在浪壁上的高度变化。
judgment-0433,partial,audit-0078-g01,0.92,生成题直接判断二十五秒处明显转向朝画面哪侧，但没有确认这是浪管闭合前的最后一次转向。
judgment-0434,partial,audit-0079-g01,0.90,生成题描述拉两根松绳端使结收紧并靠近大环，覆盖拉动后的变化但没有比较两根绳端彼此的相对位置。
judgment-0435,partial,audit-0079-g01,0.88,生成题明确绳结向所连接的大编织环靠近，却没有给出最终位于环的上方还是下方。
judgment-0436,partial,audit-0079-g01,0.81,生成题明确存在一个较大编织环和附着绳结，但没有统计操作后形成的环数。
judgment-0437,partial,audit-0079-g01,0.84,生成题把拉紧绳端明确放在最终阶段，暗示穿绳在前，但没有直接描述右手穿绳事件。
judgment-0438,direct,audit-0079-g01,0.94,生成题明确绳结连接较大编织环并通过拉端收紧靠近该环，实质覆盖制作结以固定上方绳环的目标。
