candidate_pair_id,packet_id,pair_type,video,arm_a_index,arm_a_category_id,arm_a_category,arm_a_scene_type,arm_a_question_type,arm_a_question,arm_a_answer,arm_b_index,arm_b_category_id,arm_b_category,arm_b_scene_type,arm_b_question_type,arm_b_question,arm_b_answer,question_type_match,scene_type_match,pair_sha256
pair-tvp-002-p01,pair-tvp-002,tracking_vs_prediction,cz2_0OgZRHY_3_0_00_13_713_to_0_00_28_228.mp4,1473,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] Immediately before the lead car begins to swerve left, where is the oncoming car located? [Options] A) It has already passed the lead car. B) It is directly parallel to the lead car. C) It is approaching and is roughly parallel with the two trees on the left. D) It is not yet visible.",C,78,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,"[True/False] If the motorcycle rider had maintained their course and speed without braking or swerving, their trajectory would have led them directly into the colliding vehicles.",True,no,yes,0743404bda950811b16aca74c31fb24177da7c888d623d6712834384192629a1
pair-tvp-011-p01,pair-tvp-011,tracking_vs_prediction,jw3jWYOFwMs_1_0_00_22_787_to_0_00_46_209.mp4,6137,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] After the silver minivan overtakes the motorcycle, the longitudinal distance between the two vehicles progressively ____.",increases,7143,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At the end of the video, the silver minivan is in the left lane and the white car is in the center lane, both waiting at the intersection. If the light were to turn green, what is the most probable immediate spatial action for both vehicles? [Options] A) The silver minivan will turn right in front of the white car. B) The white car will reverse to let the motorcycle pass. C) Both vehicles will accelerate and proceed forward in their respective lanes. D) The silver minivan will remain stationary while the white car turns left.",C,no,yes,af9e456531f30d9a04d98499b0039b0e7dc5593fe09c372b8bf656ce4b63f5ac
pair-tvp-023-p01,pair-tvp-023,tracking_vs_prediction,Kmuj9dKSbUY_23_0_04_59_800_to_0_05_12_633.mp4,1828,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] Based on the interactions between the vehicles, which statement accurately describes their relative speeds? [Options] A) The white van is moving slower than the camera vehicle. B) The red car is moving slower than the camera vehicle. C) The camera vehicle is stationary. D) The red car is moving faster than the camera vehicle.",D,1826,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on its trajectory as it begins to overtake, which of the following does the red vehicle move past first? [Options] A) The camera vehicle. B) The brown road sign on the right. C) The utility pole located after the brown sign. D) The dark vehicle parked on the left shoulder.",A,yes,yes,c31ba2cd1d8b7a245001d047dd62db1ab13eedd215872d7128140e50340a9041
pair-tvp-026-p01,pair-tvp-026,tracking_vs_prediction,dhlAKesCZLM_42_0_04_59_098_to_0_05_25_725.mp4,1529,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] Throughout the man's entire movement sequence on the green, the middle golf ball consistently remains positioned between the other two balls relative to the camera's viewpoint.",True,1530,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If a straight line were drawn on the green connecting the ball furthest from the camera to the ball closest to the camera, where would this line pass in relation to the middle ball? [Options] A) Directly over the middle ball. B) To the left of the middle ball, from the camera's initial perspective. C) To the right of the middle ball, from the camera's initial perspective. D) It is impossible to determine their alignment from the video.",B,no,yes,412681b3250c90584e04499b7cc307c5f3e963f29fa874f0ddc1298b594a2631
pair-tvp-040-p01,pair-tvp-040,tracking_vs_prediction,jxs9pxgjm8c_5_0_01_53_733_to_0_02_25_333.mp4,6134,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] Throughout the video, the woman consistently holds the plant so that it is spatially located between her body and the ______.",sink,8746,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the visible volume of the plant's root ball, it appears it would fit back into the green pot with significant empty space remaining around it.",False,no,yes,1cd8fa9f45ae5be103ff1c745743c839b0aef3025a7a5320c98a228d2885d7e4
pair-tvp-059-p01,pair-tvp-059,tracking_vs_prediction,QS9lwh6o52E_33_0_02_36_400_to_0_02_46_960.mp4,1907,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] During the right-hand turn shown between 0:02 and 0:06, the car's front left wheel travels closest to which colored section of the track's kerbing? [Options] A) The blue and white section. B) The red and white section. C) The solid green runoff area. D) The orange cone.",A,1909,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] At the 0:07 mark, the car is exiting a right-hand curve. Based on its visible trajectory, what is the most likely immediate path the car will take? [Options] A) It will drift towards the left side of the track. B) It will continue turning sharply to the right. C) It will immediately start turning left. D) It will drive straight down the middle of the track.",A,yes,yes,90f9f0075ca878f656ef2eaaae545de94a56851d115f04a2e4825863c014425e
pair-tvp-061-p01,pair-tvp-061,tracking_vs_prediction,h4bKXqSS9jE_80_0_08_48_159_to_0_09_11_759.mp4,7928,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] Between 0:10 and 0:20, the boat completes a turn. During this turn, how does the main sail's position change relative to the boat's centerline? [Options] A) It swings from the boat's left side to its right side. B) It swings from the boat's right side to its left side. C) It remains fixed on the boat's left side. D) It remains fixed over the center of the boat.",A,6350,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] Based on the boat's trajectory in the first three seconds, if it had maintained its course without turning, it would have moved toward the ______ corner of the frame.",top-right,no,yes,6661f235b94df91e25999ee27c1af7a45ecea4df1afdc746337c7a365b4ed470
pair-tvp-069-p01,pair-tvp-069,tracking_vs_prediction,vB_gMb0MIsg_25_0_04_45_500_to_0_04_58_833.mp4,5509,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] Consider the relative movements of the camera and the group of three women in traditional attire. Which event happens concurrently as the camera moves past this group? [Options] A) The man in the white shirt is crossing from left to right. B) The person in the black shirt begins walking away from the shop. C) The man in the white shirt is already on the left side of the path, ahead of the camera. D) The group of women turns around and walks towards the camera.",C,729,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on their initial walking speed and trajectory, if the camera had remained stationary from the start of the video, the group of three women in traditional attire would have eventually walked past the camera's starting position.",False,no,yes,fd1236fb9afc3a0b9e0671eb866c3e4c25a651553cfb3456c9079f8d730a4563
pair-tvp-109-p01,pair-tvp-109,tracking_vs_prediction,j2lWAsigpGk_36_0_07_41_794_to_0_07_53_606.mp4,7406,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] As the boy runs across the beach, what is the consistent spatial relationship between him and his shadow? [Options] A) The shadow is always directly behind him. B) The shadow is always to his right side. C) The shadow is consistently cast in front of him and to his left. D) The shadow disappears when he runs into the water.",C,7405,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the boy were to continue running in the straight line established in the last two seconds of the clip, what would be the spatial outcome? [Options] A) He would run directly into the deeper ocean waves. B) He would eventually pass the location of the girl standing in the water. C) He would circle back towards the camera's initial position. D) He would run onto a stretch of sand with no one else visible.",B,yes,yes,23d1d28c0ea95b24d8a6347e374086279762b124c077dec4c32e0d9aae19ba66
pair-tvp-112-p01,pair-tvp-112,tracking_vs_prediction,jljzMDL2crA_5_0_00_59_058_to_0_01_12_505.mp4,6155,2,Dynamic Spatial Relationships,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] During the maneuver from 0:06 to 0:07, the helicopter's body is oriented nearly vertically, but its main direction of travel relative to the ground is ______.",horizontal,7198,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] At 0:04, the helicopter begins a steep dive. If it had maintained this exact trajectory and speed without pulling up, where would it have most likely impacted? [Options] A) In the mowed green grass in the foreground. B) In the taller, un-mowed grass just in front of the trees. C) Directly on top of the treeline. D) Far behind the treeline.",B,no,yes,5c9678d596d7a1d41b5c16ef84dcb96e173d0c75364b362a42f288e53733e759
pair-tvp-128-p01,pair-tvp-128,tracking_vs_prediction,TxyMXwAW9nA_30_0_03_26_973_to_0_03_38_518.mp4,2036,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] After the first frisbee is placed on the ground, the dog consistently maintains a position that is between the man and that frisbee.",False,2038,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Given the final positions of the man and the two frisbees on the grass, what is the most probable immediate next action involving the dog?
 [Options] A) The man will send the dog back towards the first frisbee that was placed.
B) The man will throw the frisbee in his hand forward, away from the other two.
C) The man will recall the dog to his side to pick up the frisbee in his hand.
D) The dog will independently retrieve the second frisbee that was placed.",A,no,yes,200d6177c361e40613ee6bdf66e4d5c0e358696bfc83d72d5421630da1ba304c
pair-tvp-135-p01,pair-tvp-135,tracking_vs_prediction,pq-vPb21yt0_18_0_02_44_066_to_0_02_59_400.mp4,8672,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] As the airplane makes its primary turn, what is the apparent motion of the yellow taxiway lines relative to the blue engine in the foreground? [Options] A) They move from the right side of the frame towards the left. B) They move from the left side of the frame towards the right. C) They remain stationary in the center of the frame. D) They move directly towards the viewer.",A,9274,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,True/False,"[True/False] Based on the curvature of the yellow taxiway lines the plane begins to follow, the aircraft is initiating a turn to its right.",True,no,yes,02ff76b7a5574702762b9cba7c75042cd54cf1d6c78e997d33121cfc0f02b3ac
pair-tvp-136-p01,pair-tvp-136,tracking_vs_prediction,uqHlvFbDTaM_38_0_06_38_798_to_0_06_48_842.mp4,5467,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] At the moment the car is physically furthest from the camera (around 0:04), which part of the background is most directly in line with the car's front end? [Options] A) The mountains on the right. B) The grandstand building on the left. C) The crowd directly opposite the camera's position. D) The entrance on the far left.",A,9906,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,True/False,"[True/False] If the car had continued moving along the curved trajectory seen in the final second, it would have impacted the barrier on the left side of the screen.",True,no,yes,69b3438ba11dac4a34c3799072f1d26de7248e9306d8f4e67371985b8e9efaea
pair-tvp-144-p01,pair-tvp-144,tracking_vs_prediction,ppIkW4suSv4_19_0_03_43_523_to_0_03_57_770.mp4,9275,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] During the entire drifting maneuver shown from 00:03 to 00:13, the front of the car is primarily oriented toward the inside of the circular path it travels.",True,8673,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At the 00:07 mark, if the car were to continue along its current curved trajectory, which background element would it be moving most directly towards in the next moment? [Options] A) The two black dumpsters. B) The line of trees on the left. C) The building on the right. D) The camera's position.",B,no,yes,f4b4db1adb13e25f4981b428018b11fb8d7c511f5f201b57621b8796c0ef2897
pair-tvp-145-p01,pair-tvp-145,tracking_vs_prediction,OJc4Bulq5gs_70_0_11_55_115_to_0_12_11_698.mp4,21,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] Which option correctly describes the sequence of locations where the person's hand makes physical contact with the tire? [Options] A) The hand only touches the side of the tire. B) The hand touches the top of the tire first, then moves to touch the side. C) The hand touches the side of the tire first, then moves to touch the top. D) The hand touches the wheel rim.",B,1200,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the angle of the front wheel shown, what would be the car's initial direction of movement if it were to drive forward? [Options] A) Straight forward. B) Forward and to the right. C) Forward and to the left. D) Straight backward.",C,yes,yes,f8ed27ab6c04f3637cae45f2636e2cc7ace85a9d8e6e8a2a08db1567ffc84f63
pair-tvp-149-p01,pair-tvp-149,tracking_vs_prediction,i-bFdd_h5n8_15_0_05_27_326_to_0_05_49_716.mp4,8928,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] Throughout the entire ride shown, the surfer consistently maintains a position ahead of the primary breaking section (the whitewater) of the wave.",True,7666,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the surfer's trajectory and position at the bottom of the wave around 00:07, what is the most probable target location for their next major turn? [Options] A) The flat water far in front of the wave. B) The crest or ""lip"" of the breaking wave. C) The whitewater section far behind them. D) The base of the wave where they are currently positioned.",B,no,yes,483d423284a608a45b8a76d5b4126251f0987603879aff9706627793926a0f4d
